active_motive
8
1
2
4
8
1
2
4
8
1
2
4
8
1
2
4
8
1
2
4
8
1
2
4
8
1
2
4
8
1
2
4
8
1
2
4
8
1
2
4
8
1
2
4
8
1
2
4
8
1
2
4
8
1
2
4
8
1
2
4
8
1
2
4
8
1
2
4
8
1
2
4
8
1
2
4
8
1
2
4
8
1
2
4
8
1
2
4
8
1
2
4
8
1
2
4
8
1
2
4
8
1
2
4
8
1
2
4
8
1
2
4
8
1
2
4
8
1
2
4
8
1
2
4
8
1
2
4
8
1
2
4
8
1
2
4
8
1
2
4
8
1
2
4
8
1
2
4
8
1
2
4
8
1
2
4
8
1
2
4
8
1
2
4
8
1
2
4
8
1
2
4
8
1
2
4
8
1
2
4
8
1
2
4
8
1
2
4
8
1
2
4
8
1
2
4
8
1
2
4
8
1
2
4
8
1
2
4
8
1
2
4
8
1
2
4
8
1
2
4
8
1
2
4
8
1
2
4
8
1
2
4
8
1
2
4
8
1
2
4
8
1
2
4
8
1
2
4
8
1
2
4
8
1
2
4
8
1
2
4
8
1
2
4
8
1
2
4
8
1
2
4
8
1
2
4
8
1
2
4
8
1
2
4
8
1
2
4
8
1
2
4
8
1
2
4
8
1
2
4
8
1
2
4
8
1
2
4
8
1
2
4
8
1
2
4
8
1
2
4
8
1
2
4
8
1
2
4
8
1
2
4
8
1
2
4
8
1
2
4
8
1
2
4
8
1
2
4
8
1
2
4
8
1
2
4
8
1
2
4
8
1
2
4
8
1
2
4
8
1
2
4
8
1
2
4
8
1
2
4
8
1
2
4
8
1
2
4
8
1
2
4
8
1
2
4
8
1
2
4
8
1
2
4
8
1
2
4
8
1
2
4
8
1
2
4
8
1
2
4
8
1
2
4
8
1
2
4
8
1
2
4
8
1
2
4
8
1
2
4
8
1
2
4
8
1
2
4
8
1
2
4
8
1
2
4
8
1
2
4
8
1
2
4
8
1
2
4
8
1
2
4
8
1
2
4
8
1
2
4
8
1
2
4
8
1
2
4
8
1
2
4
8
1
2
4
8
1
2
4
