step,active_motive,motive_1,motive_2,motive_3,motive_4,motive_5,motive_6,motive_7,motive_8
0,,-0.25092,0.90143,0.46399,0.19732,-0.68796,-0.68801,-0.88383,0.73235
1,7,-0.15092,0.97975,0.53899,0.28864,-0.56996,-0.54933,1.0,0.85903
2,5,-0.05092,1.0,0.61399,0.37996,1.0,-0.78165,1.0,0.98571
3,6,0.05308,1.0,0.69299,0.47428,0.75,1.0,1.0,1.0
4,,0.00308,0.93232,0.61799,0.4066,0.7,0.96768,0.975,0.96768
5,,-0.04692,0.86464,0.54299,0.33892,0.65,0.93536,0.95,0.93536
6,1,1.0,0.92596,0.59999,0.41224,0.75,1.0,1.0,1.0
7,,0.95,0.85828,0.52499,0.34456,0.7,0.96768,0.975,0.96768
8,,0.9,0.7906,0.44999,0.27688,0.65,0.93536,0.95,0.93536
9,,0.85,0.72292,0.37499,0.2092,0.6,0.90304,0.925,0.90304
10,,0.8,0.65524,0.29999,0.14152,0.55,0.87072,0.9,0.87072
11,,0.75,0.58756,0.22499,0.07384,0.5,0.8384,0.875,0.8384
12,,0.7,0.51988,0.14999,0.00616,0.45,0.80608,0.85,0.80608
13,,0.65,0.4522,0.07499,-0.06152,0.4,0.77376,0.825,0.77376
14,4,0.741,0.52252,0.14099,1.0,0.509,0.90344,0.959,0.89144
15,,0.691,0.45484,0.06599,0.93232,0.459,0.87112,0.934,0.85912
16,,0.641,0.38716,-0.00901,0.86464,0.409,0.8388,0.909,0.8268
17,3,0.723,0.44848,1.0,0.93796,0.509,0.96048,1.0,0.93548
18,,0.673,0.3808,0.925,0.87028,0.459,0.92816,0.975,0.90316
19,,0.623,0.31312,0.85,0.8026,0.409,0.89584,0.95,0.87084
20,,0.573,0.24544,0.775,0.73492,0.359,0.86352,0.925,0.83852
21,,0.523,0.17776,0.7,0.66724,0.309,0.8312,0.9,0.8062
22,,0.473,0.11008,0.625,0.59956,0.259,0.79888,0.875,0.77388
23,,0.423,0.0424,0.55,0.53188,0.209,0.76656,0.85,0.74156
24,,0.373,-0.02528,0.475,0.4642,0.159,0.73424,0.825,0.70924
25,2,0.452,1.0,0.529,0.53452,0.255,0.85192,0.946,0.81492
26,,0.402,0.93232,0.454,0.46684,0.205,0.8196,0.921,0.7826
27,,0.352,0.86464,0.379,0.39916,0.155,0.78728,0.896,0.75028
28,,0.302,0.79696,0.304,0.33148,0.105,0.75496,0.871,0.71796
29,,0.252,0.72928,0.229,0.2638,0.055,0.72264,0.846,0.68564
30,,0.202,0.6616,0.154,0.19612,0.005,0.69032,0.821,0.65332
31,,0.152,0.59392,0.079,0.12844,-0.045,0.658,0.796,0.621
32,5,0.252,0.67224,0.154,0.21976,1.0,0.42568,0.939,0.74768
33,,0.202,0.60456,0.079,0.15208,0.95,0.39336,0.914,0.71536
34,,0.152,0.53688,0.004,0.0844,0.9,0.36104,0.889,0.68304
35,,0.102,0.4692,-0.071,0.01672,0.85,0.32872,0.864,0.65072
36,3,0.184,0.53052,1.0,0.09004,0.95,0.4504,0.989,0.7594
37,,0.134,0.46284,0.925,0.02236,0.9,0.41808,0.964,0.72708
38,,0.084,0.39516,0.85,-0.04532,0.85,0.38576,0.939,0.69476
39,4,0.175,0.46548,0.916,1.0,0.959,0.51544,1.0,0.81244
40,,0.125,0.3978,0.841,0.93232,0.909,0.48312,0.975,0.78012
41,,0.075,0.33012,0.766,0.86464,0.859,0.4508,0.95,0.7478
42,,0.025,0.26244,0.691,0.79696,0.809,0.41848,0.925,0.71548
43,,-0.025,0.19476,0.616,0.72928,0.759,0.38616,0.9,0.68316
44,1,1.0,0.25608,0.673,0.8026,0.859,0.50784,1.0,0.79184
45,,0.95,0.1884,0.598,0.73492,0.809,0.47552,0.975,0.75952
46,,0.9,0.12072,0.523,0.66724,0.759,0.4432,0.95,0.7272
47,,0.85,0.05304,0.448,0.59956,0.709,0.41088,0.925,0.69488
48,,0.8,-0.01464,0.373,0.53188,0.659,0.37856,0.9,0.66256
49,2,0.879,1.0,0.427,0.6022,0.755,0.49624,1.0,0.76824
50,,0.829,0.93232,0.352,0.53452,0.705,0.46392,0.975,0.73592
51,,0.779,0.86464,0.277,0.46684,0.655,0.4316,0.95,0.7036
52,,0.729,0.79696,0.202,0.39916,0.605,0.39928,0.925,0.67128
53,,0.679,0.72928,0.127,0.33148,0.555,0.36696,0.9,0.63896
54,,0.629,0.6616,0.052,0.2638,0.505,0.33464,0.875,0.60664
55,,0.579,0.59392,-0.023,0.19612,0.455,0.30232,0.85,0.57432
56,3,0.661,0.65524,1.0,0.26944,0.555,0.424,0.975,0.683
