,motive_1,motive_2,motive_3,motive_4,motive_5,motive_6,motive_7,motive_8
motive_1,0.0,0.115,0.15,0.185,0.2,0.185,0.15,0.115
motive_2,0.115,0.0,0.165,0.2,0.215,0.2,0.165,0.129
motive_3,0.15,0.165,0.0,0.235,0.25,0.235,0.2,0.165
motive_4,0.185,0.2,0.235,0.0,0.285,0.271,0.235,0.2
motive_5,0.2,0.215,0.25,0.285,0.0,0.285,0.25,0.215
motive_6,0.185,0.2,0.235,0.271,0.285,0.0,0.235,0.2
motive_7,0.15,0.165,0.2,0.235,0.25,0.235,0.0,0.165
motive_8,0.115,0.129,0.165,0.2,0.215,0.2,0.165,0.0
