,motive_1,motive_2,motive_3,motive_4,motive_5,motive_6,motive_7,motive_8
motive_1,0.0,0.107,0.115,0.132,0.15,0.157,0.15,0.132
motive_2,0.107,0.0,0.107,0.125,0.143,0.15,0.143,0.125
motive_3,0.115,0.107,0.0,0.132,0.15,0.157,0.15,0.132
motive_4,0.132,0.125,0.132,0.0,0.168,0.175,0.168,0.15
motive_5,0.15,0.143,0.15,0.168,0.0,-0.2,0.185,0.168
motive_6,0.157,0.15,0.157,0.175,-0.2,0.0,0.193,0.175
motive_7,0.15,0.143,0.15,0.168,0.185,0.193,0.0,0.168
motive_8,0.132,0.125,0.132,0.15,0.168,0.175,0.168,0.0
