,motive_1,motive_2,motive_3,motive_4,motive_5,motive_6,motive_7,motive_8
motive_1,0.0,0.027,0.02,0.013,0.01,0.013,0.02,0.027
motive_2,0.027,0.0,0.027,0.02,0.013,0.01,0.013,0.02
motive_3,0.02,0.027,0.0,0.027,0.02,0.013,0.01,0.013
motive_4,0.013,0.02,0.027,0.0,0.027,0.02,0.013,0.01
motive_5,0.01,0.013,0.02,0.027,0.0,0.027,0.02,0.013
motive_6,0.013,0.01,0.013,0.02,0.027,0.0,0.027,0.02
motive_7,0.02,0.013,0.01,0.013,0.02,0.027,0.0,0.027
motive_8,0.027,0.02,0.013,0.01,0.013,0.02,0.027,0.0
