,motive_1,motive_2,motive_3,motive_4,motive_5,motive_6,motive_7,motive_8
motive_1,0.0,0.141,0.143,0.146,0.15,0.151,0.15,0.146
motive_2,0.141,0.0,0.141,0.145,0.149,0.15,0.149,0.145
motive_3,0.143,0.141,0.0,0.146,0.15,0.151,0.15,0.146
motive_4,0.146,0.145,0.146,0.0,0.154,0.155,0.154,0.15
motive_5,0.15,0.149,0.15,0.154,0.0,-0.2,0.157,0.154
motive_6,0.151,0.15,0.151,0.155,-0.2,0.0,0.159,0.155
motive_7,0.15,0.149,0.15,0.154,0.157,0.159,0.0,0.154
motive_8,0.146,0.145,0.146,0.15,0.154,0.155,0.154,0.0
