step,active_motive,motive_1,motive_2,motive_3,motive_4,motive_5,motive_6,motive_7,motive_8
0,,0.02432,0.64547,0.17711,0.94046,0.95393,0.91486,0.37016,0.01546
1,,-0.04518,0.57547,0.10761,0.89346,0.88393,0.86836,0.31216,-0.05404
2,8,-0.11468,0.50547,0.03811,0.84646,0.81393,0.82186,0.25416,1.0
3,1,1.0,0.43547,-0.18139,0.79946,0.74393,0.77536,0.19616,0.9305
4,3,0.9305,0.36547,1.0,0.75246,0.67393,0.72886,0.13816,0.861
5,,0.861,0.29547,0.9305,0.70546,0.60393,0.68236,0.08016,0.7915
6,,0.7915,0.22547,0.861,0.65846,0.53393,0.63586,0.02216,0.722
7,,0.722,0.15547,0.7915,0.61146,0.46393,0.58936,-0.03584,0.6525
8,7,0.6525,0.08547,0.722,0.56446,0.39393,0.54286,1.0,0.583
9,,0.583,0.01547,0.6525,0.51746,0.32393,0.49636,0.942,0.5135
10,,0.5135,-0.05453,0.583,0.47046,0.25393,0.44986,0.884,0.444
11,2,0.444,1.0,0.5135,0.42346,0.18393,0.40336,0.826,0.3745
12,,0.3745,0.93,0.444,0.37646,0.11393,0.35686,0.768,0.305
13,,0.305,0.86,0.3745,0.32946,0.04393,0.31036,0.71,0.2355
14,,0.2355,0.79,0.305,0.28246,-0.02607,0.26386,0.652,0.166
15,5,0.166,0.72,0.2355,0.23546,1.0,0.21736,0.594,0.0965
16,,0.0965,0.65,0.166,0.18846,0.93,0.17086,0.536,0.027
17,,0.027,0.58,0.0965,0.14146,0.86,0.12436,0.478,-0.0425
18,8,-0.0425,0.51,0.027,0.09446,0.79,0.07786,0.42,1.0
19,1,1.0,0.44,-0.1925,0.04746,0.72,0.03136,0.362,0.9305
20,3,0.9305,0.37,1.0,0.00046,0.65,-0.01514,0.304,0.861
21,6,0.861,0.3,0.9305,-0.04654,0.58,1.0,0.246,0.7915
22,4,0.7915,0.23,0.861,1.0,0.51,0.9535,0.188,0.722
23,,0.722,0.16,0.7915,0.953,0.44,0.907,0.13,0.6525
24,,0.6525,0.09,0.722,0.906,0.37,0.8605,0.072,0.583
25,,0.583,0.02,0.6525,0.859,0.3,0.814,0.014,0.5135
26,,0.5135,-0.05,0.583,0.812,0.23,0.7675,-0.044,0.444
27,2,0.444,1.0,0.5135,0.765,0.16,0.721,-0.102,0.3745
28,7,0.3745,0.93,0.444,0.718,0.09,0.6745,1.0,0.305
29,,0.305,0.86,0.3745,0.671,0.02,0.628,0.942,0.2355
30,,0.2355,0.79,0.305,0.624,-0.05,0.5815,0.884,0.166
31,5,0.166,0.72,0.2355,0.577,1.0,0.535,0.826,0.0965
32,,0.0965,0.65,0.166,0.53,0.93,0.4885,0.768,0.027
33,,0.027,0.58,0.0965,0.483,0.86,0.442,0.71,-0.0425
34,8,-0.0425,0.51,0.027,0.436,0.79,0.3955,0.652,1.0
35,1,1.0,0.44,-0.1925,0.389,0.72,0.349,0.594,0.9305
36,3,0.9305,0.37,1.0,0.342,0.65,0.3025,0.536,0.861
37,,0.861,0.3,0.9305,0.295,0.58,0.256,0.478,0.7915
38,,0.7915,0.23,0.861,0.248,0.51,0.2095,0.42,0.722
39,,0.722,0.16,0.7915,0.201,0.44,0.163,0.362,0.6525
40,,0.6525,0.09,0.722,0.154,0.37,0.1165,0.304,0.583
41,,0.583,0.02,0.6525,0.107,0.3,0.07,0.246,0.5135
42,,0.5135,-0.05,0.583,0.06,0.23,0.0235,0.188,0.444
43,2,0.444,1.0,0.5135,0.013,0.16,-0.023,0.13,0.3745
44,6,0.3745,0.93,0.444,-0.034,0.09,1.0,0.072,0.305
45,4,0.305,0.86,0.3745,1.0,0.02,0.9535,0.014,0.2355
46,,0.2355,0.79,0.305,0.953,-0.05,0.907,-0.044,0.166
47,5,0.166,0.72,0.2355,0.906,1.0,0.8605,-0.102,0.0965
48,7,0.0965,0.65,0.166,0.859,0.93,0.814,1.0,0.027
49,,0.027,0.58,0.0965,0.812,0.86,0.7675,0.942,-0.0425
50,8,-0.0425,0.51,0.027,0.765,0.79,0.721,0.884,1.0
51,1,1.0,0.44,-0.1925,0.718,0.72,0.6745,0.826,0.9305
52,3,0.9305,0.37,1.0,0.671,0.65,0.628,0.768,0.861
53,,0.861,0.3,0.9305,0.624,0.58,0.5815,0.71,0.7915
54,,0.7915,0.23,0.861,0.577,0.51,0.535,0.652,0.722
