,motive_1,motive_2,motive_3,motive_4,motive_5,motive_6,motive_7,motive_8
motive_1,0.0,0.107,0.1,0.093,0.09,0.093,0.1,0.107
motive_2,0.107,0.0,0.107,0.1,0.093,0.09,0.093,0.1
motive_3,0.1,0.107,0.0,0.107,0.1,0.093,0.09,0.093
motive_4,0.093,0.1,0.107,0.0,0.107,0.1,0.093,0.09
motive_5,0.09,0.093,0.1,0.107,0.0,0.107,0.1,0.093
motive_6,0.093,0.09,0.093,0.1,0.107,0.0,0.107,0.1
motive_7,0.1,0.093,0.09,0.093,0.1,0.107,0.0,0.107
motive_8,0.107,0.1,0.093,0.09,0.093,0.1,0.107,0.0
