active_motive
5
1
4
2
8
4
6
3
7
1
2
4
8
5
6
3
1
2
4
8
7
6
3
5
1
2
4
8
6
3
7
1
2
4
8
5
6
3
1
2
4
8
7
6
3
5
1
2
4
8
6
3
7
1
2
4
8
5
6
3
1
2
4
8
7
6
3
5
1
2
4
8
6
3
7
1
2
4
8
5
6
3
1
2
4
8
7
6
3
5
1
2
4
8
6
3
7
1
2
4
8
5
6
3
1
2
4
8
7
6
3
5
1
2
4
8
6
3
7
1
2
4
8
5
6
3
1
2
4
8
7
6
3
5
1
2
4
8
6
3
7
1
2
4
8
5
6
3
1
2
4
8
7
6
3
5
1
2
4
8
6
3
7
1
2
4
8
5
6
3
1
2
4
8
7
6
3
5
1
2
4
8
6
3
7
1
2
4
8
5
6
3
1
2
4
8
7
6
3
5
1
2
4
8
6
3
7
1
2
4
8
5
6
3
1
2
4
8
7
6
3
5
1
2
4
8
6
3
7
1
2
4
8
5
6
3
1
2
4
8
7
6
3
5
1
2
4
8
6
3
7
1
2
4
8
5
6
3
1
2
4
8
7
6
3
5
1
2
4
8
6
3
7
1
2
4
8
5
6
3
1
2
4
8
7
6
3
5
1
2
4
8
6
3
7
1
2
4
8
5
6
3
1
2
4
8
7
6
3
5
1
2
4
8
6
3
7
1
2
4
8
5
6
3
1
2
4
8
7
6
3
5
1
2
4
8
6
3
7
1
2
4
8
5
6
3
1
2
4
8
7
6
3
5
1
2
4
8
6
3
7
1
2
4
8
5
6
3
1
2
4
8
7
6
3
5
1
2
4
8
6
3
7
1
2
4
8
5
6
3
1
2
4
8
7
6
3
5
1
2
4
8
6
3
7
1
2
4
8
5
6
3
1
2
4
8
7
6
3
5
1
2
4
8
6
3
7
1
2
4
8
5
6
3
1
2
4
8
7
6
3
5
1
2
4
8
6
3
7
1
2
4
8
5
6
3
1
2
4
8
7
6
3
5
1
2
4
8
6
3
7
1
2
4
8
5
6
3
1
2
4
8
7
6
3
5
1
2
4
8
6
3
7
1
2
4
8
5
6
3
