,motive_1,motive_2,motive_3,motive_4,motive_5,motive_6,motive_7,motive_8
motive_1,0.0,0.05,0.05,0.05,0.05,0.05,0.05,0.05
motive_2,0.05,0.0,0.05,0.05,0.05,0.05,0.05,0.05
motive_3,0.05,0.05,0.0,0.05,0.05,0.05,0.05,0.05
motive_4,0.05,0.05,0.05,0.0,0.05,0.05,0.05,0.05
motive_5,0.05,0.05,0.05,0.05,0.0,-0.15,0.05,0.05
motive_6,0.05,0.05,0.05,0.05,0.05,0.0,0.05,0.05
motive_7,0.05,0.05,0.05,0.05,0.05,0.05,0.0,0.05
motive_8,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.0
