step,active_motive,motive_1,motive_2,motive_3,motive_4,motive_5,motive_6,motive_7,motive_8
0,,0.56187,0.2386,0.67984,0.73991,0.23824,0.37773,0.53433,0.49656
1,,0.47427,0.1638,0.64424,0.71071,0.21784,0.34853,0.49873,0.40896
2,,0.38667,0.089,0.60864,0.68151,0.19744,0.31933,0.46313,0.32136
3,,0.29907,0.0142,0.57304,0.65231,0.17704,0.29013,0.42753,0.23376
4,,0.21147,-0.0606,0.53744,0.62311,0.15664,0.26093,0.39193,0.14616
5,2,0.12387,1.0,0.50184,0.59391,0.13624,0.23173,0.35633,0.05856
6,,0.03627,0.9252,0.46624,0.56471,0.11584,0.20253,0.32073,-0.02904
7,8,-0.05133,0.8504,0.43064,0.53551,0.09544,0.17333,0.28513,1.0
8,1,1.0,0.6256,0.39504,0.50631,0.07504,0.14413,0.24953,0.9124
9,,0.9124,0.5508,0.35944,0.47711,0.05464,0.11493,0.21393,0.8248
10,,0.8248,0.476,0.32384,0.44791,0.03424,0.08573,0.17833,0.7372
11,,0.7372,0.4012,0.28824,0.41871,0.01384,0.05653,0.14273,0.6496
12,,0.6496,0.3264,0.25264,0.38951,-0.00656,0.02733,0.10713,0.562
13,5,0.562,0.2516,0.21704,0.36031,1.0,-0.00187,0.07153,0.4744
14,6,0.4744,0.1768,0.18144,0.33111,0.9796,1.0,0.03593,0.3868
15,,0.3868,0.102,0.14584,0.30191,0.9592,0.9708,0.00033,0.2992
16,,0.2992,0.0272,0.11024,0.27271,0.9388,0.9416,-0.03527,0.2116
17,7,0.2116,-0.0476,0.07464,0.24351,0.9184,0.9124,1.0,0.124
18,2,0.124,1.0,0.03904,0.21431,0.898,0.8832,0.9644,0.0364
19,,0.0364,0.9252,0.00344,0.18511,0.8776,0.854,0.9288,-0.0512
20,8,-0.0512,0.8504,-0.03216,0.15591,0.8572,0.8248,0.8932,1.0
21,1,1.0,0.6256,-0.06776,0.12671,0.8368,0.7956,0.8576,0.9124
22,3,0.9124,0.5508,1.0,0.09751,0.8164,0.7664,0.822,0.8248
23,,0.8248,0.476,0.9644,0.06831,0.796,0.7372,0.7864,0.7372
24,,0.7372,0.4012,0.9288,0.03911,0.7756,0.708,0.7508,0.6496
25,,0.6496,0.3264,0.8932,0.00991,0.7552,0.6788,0.7152,0.562
26,,0.562,0.2516,0.8576,-0.01929,0.7348,0.6496,0.6796,0.4744
27,4,0.4744,0.1768,0.822,1.0,0.7144,0.6204,0.644,0.3868
28,,0.3868,0.102,0.7864,0.9708,0.694,0.5912,0.6084,0.2992
29,,0.2992,0.0272,0.7508,0.9416,0.6736,0.562,0.5728,0.2116
30,,0.2116,-0.0476,0.7152,0.9124,0.6532,0.5328,0.5372,0.124
31,2,0.124,1.0,0.6796,0.8832,0.6328,0.5036,0.5016,0.0364
32,,0.0364,0.9252,0.644,0.854,0.6124,0.4744,0.466,-0.0512
33,8,-0.0512,0.8504,0.6084,0.8248,0.592,0.4452,0.4304,1.0
34,1,1.0,0.6256,0.5728,0.7956,0.5716,0.416,0.3948,0.9124
35,,0.9124,0.5508,0.5372,0.7664,0.5512,0.3868,0.3592,0.8248
36,,0.8248,0.476,0.5016,0.7372,0.5308,0.3576,0.3236,0.7372
37,,0.7372,0.4012,0.466,0.708,0.5104,0.3284,0.288,0.6496
38,,0.6496,0.3264,0.4304,0.6788,0.49,0.2992,0.2524,0.562
39,,0.562,0.2516,0.3948,0.6496,0.4696,0.27,0.2168,0.4744
40,,0.4744,0.1768,0.3592,0.6204,0.4492,0.2408,0.1812,0.3868
41,,0.3868,0.102,0.3236,0.5912,0.4288,0.2116,0.1456,0.2992
42,,0.2992,0.0272,0.288,0.562,0.4084,0.1824,0.11,0.2116
43,,0.2116,-0.0476,0.2524,0.5328,0.388,0.1532,0.0744,0.124
44,2,0.124,1.0,0.2168,0.5036,0.3676,0.124,0.0388,0.0364
45,,0.0364,0.9252,0.1812,0.4744,0.3472,0.0948,0.0032,-0.0512
46,8,-0.0512,0.8504,0.1456,0.4452,0.3268,0.0656,-0.0324,1.0
47,1,1.0,0.6256,0.11,0.416,0.3064,0.0364,-0.068,0.9124
48,7,0.9124,0.5508,0.0744,0.3868,0.286,0.0072,1.0,0.8248
49,,0.8248,0.476,0.0388,0.3576,0.2656,-0.022,0.9644,0.7372
50,6,0.7372,0.4012,0.0032,0.3284,0.2452,1.0,0.9288,0.6496
51,,0.6496,0.3264,-0.0324,0.2992,0.2248,0.9708,0.8932,0.562
52,3,0.562,0.2516,1.0,0.27,0.2044,0.9416,0.8576,0.4744
53,,0.4744,0.1768,0.9644,0.2408,0.184,0.9124,0.822,0.3868
54,,0.3868,0.102,0.9288,0.2116,0.1636,0.8832,0.7864,0.2992
55,,0.2992,0.0272,0.8932,0.1824,0.1432,0.854,0.7508,0.2116
56,,0.2116,-0.0476,0.8576,0.1532,0.1228,0.8248,0.7152,0.124
57,2,0.124,1.0,0.822,0.124,0.1024,0.7956,0.6796,0.0364
