active_motive
5
4
1
7
8
2
3
5
1
7
6
5
1
7
4
8
5
2
1
7
3
5
6
1
7
5
8
1
2
4
7
5
1
6
3
7
5
1
8
2
7
5
1
4
6
7
5
3
1
8
7
2
5
1
7
6
5
4
1
7
8
3
2
5
1
7
6
5
1
7
4
8
5
2
1
7
3
5
6
1
7
5
8
1
2
4
7
5
1
6
3
7
5
1
8
2
7
5
1
4
6
7
5
3
1
8
7
2
5
1
7
6
5
4
1
7
8
3
2
5
1
7
6
5
1
7
4
8
5
2
1
7
3
5
6
1
7
5
8
1
2
7
4
5
1
6
3
7
5
1
8
2
7
5
1
4
6
7
5
3
1
8
7
2
5
1
7
6
5
4
1
7
8
3
2
5
1
7
6
5
1
7
4
8
5
2
1
7
3
5
6
1
7
5
8
1
2
7
4
5
1
6
3
7
5
1
8
2
7
5
1
4
6
7
5
3
1
8
7
2
5
1
7
6
5
4
1
7
8
3
2
5
1
7
6
5
1
7
4
8
5
2
1
7
3
5
6
1
7
5
8
1
2
7
4
5
1
6
3
7
5
1
8
2
7
5
1
4
6
7
5
3
1
8
7
2
5
1
7
6
5
4
1
7
8
3
2
5
1
7
6
5
1
7
4
8
5
2
1
7
3
5
6
1
7
5
8
1
2
7
4
5
1
6
3
7
5
1
8
2
7
5
1
4
6
7
5
3
1
8
7
2
5
1
7
6
5
4
1
7
8
3
2
5
1
7
6
5
1
7
4
8
5
2
1
7
3
5
6
1
7
5
8
1
2
7
4
5
1
6
3
7
5
1
8
2
7
5
1
4
6
7
5
3
1
8
7
2
5
1
7
6
5
4
1
7
8
3
2
5
1
7
6
5
1
7
4
8
5
2
1
7
3
5
6
1
7
5
8
1
2
7
4
5
1
6
3
7
5
1
8
2
7
5
1
4
6
7
5
3
1
8
7
2
5
1
7
6
5
4
1
7
8
3
2
5
1
7
6
5
1
7
4
8
5
2
1
7
3
5
6
1
7
5
8
1
2
7
4
5
1
6
3
7
5
1
8
2
7
5
1
4
6
7
5
3
1
8
7
2
