,motive_1,motive_2,motive_3,motive_4,motive_5,motive_6,motive_7,motive_8
motive_1,0.0,-0.071,0.0,0.071,0.1,0.071,0.0,-0.071
motive_2,-0.071,0.0,0.029,0.1,0.129,0.1,0.029,-0.041
motive_3,0.0,0.029,0.0,0.171,0.2,0.171,0.1,0.029
motive_4,0.071,0.1,0.171,0.0,0.271,0.241,0.171,0.1
motive_5,0.1,0.129,0.2,0.271,0.0,0.271,0.2,0.129
motive_6,0.071,0.1,0.171,0.241,0.271,0.0,0.171,0.1
motive_7,0.0,0.029,0.1,0.171,0.2,0.171,0.0,0.029
motive_8,-0.071,-0.041,0.029,0.1,0.129,0.1,0.029,0.0
