,motive_1,motive_2,motive_3,motive_4,motive_5,motive_6,motive_7,motive_8
motive_1,0.0,0.028,0.01,-0.008,-0.015,-0.008,0.01,0.028
motive_2,0.028,0.0,0.028,0.01,-0.008,-0.015,-0.008,0.01
motive_3,0.01,0.028,0.0,0.028,0.01,-0.008,-0.015,-0.008
motive_4,-0.008,0.01,0.028,0.0,0.028,0.01,-0.008,-0.015
motive_5,-0.015,-0.008,0.01,0.028,0.0,0.028,0.01,-0.008
motive_6,-0.008,-0.015,-0.008,0.01,0.028,0.0,0.028,0.01
motive_7,0.01,-0.008,-0.015,-0.008,0.01,0.028,0.0,0.028
motive_8,0.028,0.01,-0.008,-0.015,-0.008,0.01,0.028,0.0
