,motive_1,motive_2,motive_3,motive_4,motive_5,motive_6,motive_7,motive_8
motive_1,0.0,0.583,0.3,0.017,-0.1,0.017,0.3,0.583
motive_2,0.583,0.0,0.583,0.3,0.017,-0.1,0.017,0.3
motive_3,0.3,0.583,0.0,0.583,0.3,0.017,-0.1,0.017
motive_4,0.017,0.3,0.583,0.0,0.583,0.3,0.017,-0.1
motive_5,-0.1,0.017,0.3,0.583,0.0,0.583,0.3,0.017
motive_6,0.017,-0.1,0.017,0.3,0.583,0.0,0.583,0.3
motive_7,0.3,0.017,-0.1,0.017,0.3,0.583,0.0,0.583
motive_8,0.583,0.3,0.017,-0.1,0.017,0.3,0.583,0.0
