active_motive
1
7
2
5
4
1
6
8
7
3
1
7
2
4
1
5
8
6
7
3
1
7
2
4
1
8
5
7
6
3
1
7
2
4
1
8
7
5
3
6
1
7
2
4
1
8
7
3
5
1
6
7
2
4
1
8
7
3
1
5
6
7
2
4
1
8
7
3
1
5
7
6
2
4
1
8
7
3
1
7
5
2
6
4
1
8
7
3
1
7
2
5
4
1
6
8
7
3
1
7
2
4
1
5
8
6
7
3
1
7
2
4
1
8
5
7
6
3
1
7
2
4
1
8
7
5
3
6
1
7
2
4
1
8
7
3
5
1
6
7
2
4
1
8
7
3
1
5
6
7
2
4
1
8
7
3
1
5
7
6
2
4
1
8
7
3
1
7
5
2
6
4
1
8
7
3
1
7
2
5
4
1
6
8
7
3
1
7
2
4
1
5
8
6
7
3
1
7
2
4
1
8
5
7
6
3
1
7
2
4
1
8
7
5
3
6
1
7
2
4
1
8
7
3
5
1
6
7
2
4
1
8
7
3
1
5
6
7
2
4
1
8
7
3
1
5
7
6
2
4
1
8
7
3
1
7
5
2
6
4
1
8
7
3
1
7
2
5
4
1
6
8
7
3
1
7
2
4
1
5
8
6
7
3
1
7
2
4
1
8
5
7
6
3
1
7
2
4
1
8
7
5
3
6
1
7
2
4
1
8
7
3
5
1
6
7
2
4
1
8
7
3
1
5
6
7
2
4
1
8
7
3
1
5
7
6
2
4
1
8
7
3
1
7
5
2
6
4
1
8
7
3
1
7
2
5
4
1
6
8
7
3
1
7
2
4
1
5
8
6
7
3
1
7
2
4
1
8
5
7
6
3
1
7
2
4
1
8
7
5
3
6
1
7
2
4
1
8
7
3
5
1
6
7
2
4
1
8
7
3
1
5
6
7
2
4
1
8
7
3
1
5
7
6
2
4
1
8
7
3
1
7
5
2
6
4
1
8
7
3
1
7
2
5
4
1
6
8
7
3
1
7
2
4
1
5
8
6
7
3
1
7
2
4
1
8
5
7
6
3
1
7
2
4
1
8
7
5
3
6
1
7
2
4
1
8
7
3
5
1
6
7
2
4
1
8
7
3
1
5
