step,active_motive,motive_1,motive_2,motive_3,motive_4,motive_5,motive_6,motive_7,motive_8
0,,-0.25092,0.90143,0.46399,0.19732,-0.68796,-0.68801,-0.88383,0.73235
1,7,-0.13092,0.95043,0.48399,0.24632,-0.56796,-0.49701,0.11617,0.92335
2,7,-0.01092,0.99943,0.50399,0.29532,-0.44796,-0.30601,1.0,1.0
3,5,0.00908,1.0,0.62399,0.48632,0.55204,-0.11501,1.0,1.0
4,5,0.02908,1.0,0.74399,0.67732,1.0,0.07599,1.0,1.0
5,,-0.05092,0.92,0.66399,0.59732,0.92,-0.00401,0.92,0.92
6,1,0.94908,1.0,0.78399,0.64632,0.94,0.04499,1.0,1.0
7,1,1.0,1.0,0.90399,0.69532,0.96,0.09399,1.0,1.0
8,,0.92,0.92,0.82399,0.61532,0.88,0.01399,0.92,0.92
9,,0.84,0.84,0.74399,0.53532,0.8,-0.06601,0.84,0.84
10,6,0.889,0.86,0.79299,0.65532,0.991,0.93399,1.0,0.96
11,6,0.938,0.88,0.84199,0.77532,1.0,1.0,1.0,1.0
12,,0.858,0.8,0.76199,0.69532,0.92,0.92,0.92,0.92
13,,0.778,0.72,0.68199,0.61532,0.84,0.84,0.84,0.84
14,,0.698,0.64,0.60199,0.53532,0.76,0.76,0.76,0.76
15,,0.618,0.56,0.52199,0.45532,0.68,0.68,0.68,0.68
16,,0.538,0.48,0.44199,0.37532,0.6,0.6,0.6,0.6
17,,0.458,0.4,0.36199,0.29532,0.52,0.52,0.52,0.52
18,,0.378,0.32,0.28199,0.21532,0.44,0.44,0.44,0.44
19,,0.298,0.24,0.20199,0.13532,0.36,0.36,0.36,0.36
20,,0.218,0.16,0.12199,0.05532,0.28,0.28,0.28,0.28
21,,0.138,0.08,0.04199,-0.02468,0.2,0.2,0.2,0.2
22,4,0.187,0.2,0.23299,0.97532,0.391,0.32,0.249,0.22
23,4,0.236,0.32,0.42399,1.0,0.582,0.44,0.298,0.24
24,,0.156,0.24,0.34399,0.92,0.502,0.36,0.218,0.16
25,,0.076,0.16,0.26399,0.84,0.422,0.28,0.138,0.08
26,,-0.004,0.08,0.18399,0.76,0.342,0.2,0.058,0.0
27,1,0.996,0.271,0.30399,0.809,0.362,0.249,0.178,0.191
28,1,1.0,0.462,0.42399,0.858,0.382,0.298,0.298,0.382
29,,0.92,0.382,0.34399,0.778,0.302,0.218,0.218,0.302
30,,0.84,0.302,0.26399,0.698,0.222,0.138,0.138,0.222
31,,0.76,0.222,0.18399,0.618,0.142,0.058,0.058,0.142
32,,0.68,0.142,0.10399,0.538,0.062,-0.022,-0.022,0.062
33,6,0.729,0.162,0.15299,0.658,0.253,0.978,0.169,0.182
34,6,0.778,0.182,0.20199,0.778,0.444,1.0,0.36,0.302
35,,0.698,0.102,0.12199,0.698,0.364,0.92,0.28,0.222
36,,0.618,0.022,0.04199,0.618,0.284,0.84,0.2,0.142
37,,0.538,-0.058,-0.03801,0.538,0.204,0.76,0.12,0.062
38,2,0.729,0.942,0.15299,0.658,0.253,0.78,0.169,0.182
39,2,0.92,1.0,0.34399,0.778,0.302,0.8,0.218,0.302
40,,0.84,0.92,0.26399,0.698,0.222,0.72,0.138,0.222
41,,0.76,0.84,0.18399,0.618,0.142,0.64,0.058,0.142
42,,0.68,0.76,0.10399,0.538,0.062,0.56,-0.022,0.062
43,7,0.8,0.809,0.12399,0.587,0.182,0.751,0.978,0.253
44,7,0.92,0.858,0.14399,0.636,0.302,0.942,1.0,0.444
45,,0.84,0.778,0.06399,0.556,0.222,0.862,0.92,0.364
46,,0.76,0.698,-0.01601,0.476,0.142,0.782,0.84,0.284
47,3,0.88,0.889,0.98399,0.667,0.262,0.831,0.86,0.333
48,3,1.0,1.0,1.0,0.858,0.382,0.88,0.88,0.382
49,,0.92,0.92,0.92,0.778,0.302,0.8,0.8,0.302
50,,0.84,0.84,0.84,0.698,0.222,0.72,0.72,0.222
51,,0.76,0.76,0.76,0.618,0.142,0.64,0.64,0.142
52,,0.68,0.68,0.68,0.538,0.062,0.56,0.56,0.062
53,,0.6,0.6,0.6,0.458,-0.018,0.48,0.48,-0.018
