,motive_1,motive_2,motive_3,motive_4,motive_5,motive_6,motive_7,motive_8
motive_1,0.0,0.015,0.029,0.065,0.1,0.115,0.1,0.065
motive_2,0.015,0.0,0.015,0.05,0.085,0.1,0.085,0.05
motive_3,0.029,0.015,0.0,0.065,0.1,0.115,0.1,0.065
motive_4,0.065,0.05,0.065,0.0,0.135,0.15,0.135,0.1
motive_5,0.1,0.085,0.1,0.135,0.0,-0.2,0.171,0.135
motive_6,0.115,0.1,0.115,0.15,-0.2,0.0,0.185,0.15
motive_7,0.1,0.085,0.1,0.135,0.171,0.185,0.0,0.135
motive_8,0.065,0.05,0.065,0.1,0.135,0.15,0.135,0.0
