step,active_motive,motive_1,motive_2,motive_3,motive_4,motive_5,motive_6,motive_7,motive_8
0,,-0.25092,0.90143,0.46399,0.19732,-0.68796,-0.68801,-0.88383,0.73235
1,7,-0.22592,0.94075,0.51399,0.247,-0.64796,-0.66333,1.0,0.74667
2,6,-0.20792,0.97307,0.55699,0.28968,-0.61596,1.0,1.0,0.75399
3,5,-0.18292,1.0,0.60699,0.33936,1.0,0.81768,1.0,0.76831
4,1,1.0,1.0,0.69199,0.42504,1.0,0.87836,1.0,0.81863
5,,0.925,0.93232,0.64199,0.39272,0.975,0.84604,0.95,0.75095
6,,0.85,0.86464,0.59199,0.3604,0.95,0.81372,0.9,0.68327
7,,0.775,0.79696,0.54199,0.32808,0.925,0.7814,0.85,0.61559
8,,0.7,0.72928,0.49199,0.29576,0.9,0.74908,0.8,0.54791
9,,0.625,0.6616,0.44199,0.26344,0.875,0.71676,0.75,0.48023
10,,0.55,0.59392,0.39199,0.23112,0.85,0.68444,0.7,0.41255
11,,0.475,0.52624,0.34199,0.1988,0.825,0.65212,0.65,0.34487
12,,0.4,0.45856,0.29199,0.16648,0.8,0.6198,0.6,0.27719
13,,0.325,0.39088,0.24199,0.13416,0.775,0.58748,0.55,0.20951
14,,0.25,0.3232,0.19199,0.10184,0.75,0.55516,0.5,0.14183
15,,0.175,0.25552,0.14199,0.06952,0.725,0.52284,0.45,0.07415
16,,0.1,0.18784,0.09199,0.0372,0.7,0.49052,0.4,0.00647
17,,0.025,0.12016,0.04199,0.00488,0.675,0.4582,0.35,-0.06121
18,8,0.068,0.17748,0.10999,0.07256,0.732,0.50088,0.382,1.0
19,,-0.007,0.1098,0.05999,0.04024,0.707,0.46856,0.332,0.93232
20,1,1.0,0.18512,0.14499,0.12592,0.782,0.52924,0.382,0.98264
21,,0.925,0.11744,0.09499,0.0936,0.757,0.49692,0.332,0.91496
22,,0.85,0.04976,0.04499,0.06128,0.732,0.4646,0.282,0.84728
23,,0.775,-0.01792,-0.00501,0.02896,0.707,0.43228,0.232,0.7796
24,2,0.843,1.0,0.08799,0.12164,0.789,0.49996,0.289,0.83692
25,,0.768,0.93232,0.03799,0.08932,0.764,0.46764,0.239,0.76924
26,,0.693,0.86464,-0.01201,0.057,0.739,0.43532,0.189,0.70156
27,3,0.753,0.93996,1.0,0.14268,0.814,0.496,0.239,0.75188
28,,0.678,0.87228,0.95,0.11036,0.789,0.46368,0.189,0.6842
29,,0.603,0.8046,0.9,0.07804,0.764,0.43136,0.139,0.61652
30,,0.528,0.73692,0.85,0.04572,0.739,0.39904,0.089,0.54884
31,,0.453,0.66924,0.8,0.0134,0.714,0.36672,0.039,0.48116
32,,0.378,0.60156,0.75,-0.01892,0.689,0.3344,-0.011,0.41348
33,4,0.421,0.65888,0.818,1.0,0.746,0.37708,0.021,0.4458
34,,0.346,0.5912,0.768,0.96768,0.721,0.34476,-0.029,0.37812
35,7,0.371,0.63052,0.818,1.0,0.761,0.36944,1.0,0.39244
36,,0.296,0.56284,0.768,0.96768,0.736,0.33712,0.95,0.32476
37,,0.221,0.49516,0.718,0.93536,0.711,0.3048,0.9,0.25708
38,,0.146,0.42748,0.668,0.90304,0.686,0.27248,0.85,0.1894
39,,0.071,0.3598,0.618,0.87072,0.661,0.24016,0.8,0.12172
40,,-0.004,0.29212,0.568,0.8384,0.636,0.20784,0.75,0.05404
41,1,1.0,0.36744,0.653,0.92408,0.711,0.26852,0.8,0.10436
42,,0.925,0.29976,0.603,0.89176,0.686,0.2362,0.75,0.03668
43,,0.85,0.23208,0.553,0.85944,0.661,0.20388,0.7,-0.031
44,8,0.893,0.2894,0.621,0.92712,0.718,0.24656,0.732,1.0
45,,0.818,0.22172,0.571,0.8948,0.693,0.21424,0.682,0.93232
46,,0.743,0.15404,0.521,0.86248,0.668,0.18192,0.632,0.86464
47,,0.668,0.08636,0.471,0.83016,0.643,0.1496,0.582,0.79696
48,,0.593,0.01868,0.421,0.79784,0.618,0.11728,0.532,0.72928
49,,0.518,-0.049,0.371,0.76552,0.593,0.08496,0.482,0.6616
50,2,0.586,1.0,0.464,0.8582,0.675,0.15264,0.539,0.71892
51,,0.511,0.93232,0.414,0.82588,0.65,0.12032,0.489,0.65124
