step,active_motive,motive_1,motive_2,motive_3,motive_4,motive_5,motive_6,motive_7,motive_8
0,,-0.25092,0.90143,0.46399,0.19732,-0.68796,-0.68801,-0.88383,0.73235
1,7,-0.26092,0.92714,0.50399,0.22303,-0.69796,-0.73372,1.0,0.68664
2,6,-0.30592,0.93785,0.55899,0.28374,-0.67296,1.0,0.925,0.60593
3,5,-0.36592,0.96356,0.64899,0.37945,1.0,0.95429,0.815,0.49022
4,1,1.0,1.0,0.73899,0.40516,0.94,0.83858,0.705,0.44451
5,,0.99,1.0,0.82899,0.46587,0.93,0.75787,0.595,0.3638
6,,0.98,1.0,0.91899,0.52658,0.92,0.67716,0.485,0.28309
7,,0.97,1.0,1.0,0.58729,0.91,0.59645,0.375,0.20238
8,,0.96,1.0,1.0,0.648,0.9,0.51574,0.265,0.12167
9,,0.95,1.0,1.0,0.70871,0.89,0.43503,0.155,0.04096
10,,0.94,1.0,1.0,0.76942,0.88,0.35432,0.045,-0.03975
11,8,0.965,1.0,1.0,0.78013,0.835,0.27361,-0.03,1.0
12,7,0.955,1.0,1.0,0.80584,0.825,0.2279,1.0,0.95429
13,,0.945,1.0,1.0,0.86655,0.815,0.14719,0.89,0.87358
14,,0.935,1.0,1.0,0.92726,0.805,0.06648,0.78,0.79287
15,,0.925,1.0,1.0,0.98797,0.795,-0.01423,0.67,0.71216
16,6,0.88,1.0,1.0,1.0,0.82,1.0,0.595,0.63145
17,,0.87,1.0,1.0,1.0,0.81,0.91929,0.485,0.55074
18,,0.86,1.0,1.0,1.0,0.8,0.83858,0.375,0.47003
19,,0.85,1.0,1.0,1.0,0.79,0.75787,0.265,0.38932
20,,0.84,1.0,1.0,1.0,0.78,0.67716,0.155,0.30861
21,,0.83,1.0,1.0,1.0,0.77,0.59645,0.045,0.2279
22,,0.82,1.0,1.0,1.0,0.76,0.51574,-0.065,0.14719
23,7,0.81,1.0,1.0,1.0,0.75,0.47003,1.0,0.10148
24,,0.8,1.0,1.0,1.0,0.74,0.38932,0.89,0.02077
25,,0.79,1.0,1.0,1.0,0.73,0.30861,0.78,-0.05994
26,8,0.815,1.0,1.0,1.0,0.685,0.2279,0.705,1.0
27,,0.805,1.0,1.0,1.0,0.675,0.14719,0.595,0.91929
28,,0.795,1.0,1.0,1.0,0.665,0.06648,0.485,0.83858
29,,0.785,1.0,1.0,1.0,0.655,-0.01423,0.375,0.75787
30,6,0.74,1.0,1.0,1.0,0.68,1.0,0.3,0.67716
31,,0.73,1.0,1.0,1.0,0.67,0.91929,0.19,0.59645
32,,0.72,1.0,1.0,1.0,0.66,0.83858,0.08,0.51574
33,,0.71,1.0,1.0,1.0,0.65,0.75787,-0.03,0.43503
34,7,0.7,1.0,1.0,1.0,0.64,0.71216,1.0,0.38932
35,,0.69,1.0,1.0,1.0,0.63,0.63145,0.89,0.30861
36,,0.68,1.0,1.0,1.0,0.62,0.55074,0.78,0.2279
37,,0.67,1.0,1.0,1.0,0.61,0.47003,0.67,0.14719
38,,0.66,1.0,1.0,1.0,0.6,0.38932,0.56,0.06648
39,,0.65,1.0,1.0,1.0,0.59,0.30861,0.45,-0.01423
40,8,0.675,1.0,1.0,1.0,0.545,0.2279,0.375,1.0
41,,0.665,1.0,1.0,1.0,0.535,0.14719,0.265,0.91929
42,,0.655,1.0,1.0,1.0,0.525,0.06648,0.155,0.83858
43,,0.645,1.0,1.0,1.0,0.515,-0.01423,0.045,0.75787
44,6,0.6,1.0,1.0,1.0,0.54,1.0,-0.03,0.67716
45,7,0.59,1.0,1.0,1.0,0.53,0.95429,1.0,0.63145
46,,0.58,1.0,1.0,1.0,0.52,0.87358,0.89,0.55074
47,,0.57,1.0,1.0,1.0,0.51,0.79287,0.78,0.47003
