,motive_1,motive_2,motive_3,motive_4,motive_5,motive_6,motive_7,motive_8
motive_1,0.0,0.683,0.4,0.117,0.0,0.117,0.4,0.683
motive_2,0.683,0.0,0.683,0.4,0.117,0.0,0.117,0.4
motive_3,0.4,0.683,0.0,0.683,0.4,0.117,0.0,0.117
motive_4,0.117,0.4,0.683,0.0,0.683,0.4,0.117,0.0
motive_5,0.0,0.117,0.4,0.683,0.0,0.683,0.4,0.117
motive_6,0.117,0.0,0.117,0.4,0.683,0.0,0.683,0.4
motive_7,0.4,0.117,0.0,0.117,0.4,0.683,0.0,0.683
motive_8,0.683,0.4,0.117,0.0,0.117,0.4,0.683,0.0
