,motive_1,motive_2,motive_3,motive_4,motive_5,motive_6,motive_7,motive_8
motive_1,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01
motive_2,0.01,0.0,0.01,0.01,0.01,0.01,0.01,0.01
motive_3,0.01,0.01,0.0,0.01,0.01,0.01,0.01,0.01
motive_4,0.01,0.01,0.01,0.0,0.01,0.01,0.01,0.01
motive_5,0.01,0.01,0.01,0.01,0.0,0.01,0.01,0.01
motive_6,0.01,0.01,0.01,0.01,0.01,0.0,0.01,0.01
motive_7,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.01
motive_8,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0
