step,active_motive,motive_1,motive_2,motive_3,motive_4,motive_5,motive_6,motive_7,motive_8
0,,0.08447,0.1807,0.01672,-0.4049,0.13004,0.37777,0.74665,0.27258
1,4,0.05779,0.1437,-0.00996,1.0,0.15672,0.41477,0.77333,0.27258
2,3,0.02211,0.0977,1.0,0.991,0.1744,0.44377,0.79101,0.26358
3,,-0.04557,0.0227,0.93232,0.941,0.14208,0.41877,0.75869,0.21358
4,1,1.0,-0.0233,0.89664,0.932,0.15976,0.44777,0.77637,0.20458
5,2,0.96132,1.0,0.85796,0.92,0.17344,0.47277,0.79005,0.19258
6,,0.89364,0.925,0.79028,0.87,0.14112,0.44777,0.75773,0.14258
7,,0.82596,0.85,0.7226,0.82,0.1088,0.42277,0.72541,0.09258
8,,0.75828,0.775,0.65492,0.77,0.07648,0.39777,0.69309,0.04258
9,,0.6906,0.7,0.58724,0.72,0.04416,0.37277,0.66077,-0.00742
10,8,0.66392,0.663,0.56056,0.72,0.07084,0.40977,0.68745,1.0
11,,0.59624,0.588,0.49288,0.67,0.03852,0.38477,0.65513,0.95
12,,0.52856,0.513,0.4252,0.62,0.0062,0.35977,0.62281,0.9
13,,0.46088,0.438,0.35752,0.57,-0.02612,0.33477,0.59049,0.85
14,5,0.4432,0.409,0.33984,0.579,1.0,0.38077,0.62617,0.859
15,,0.37552,0.334,0.27216,0.529,0.96768,0.35577,0.59385,0.809
16,,0.30784,0.259,0.20448,0.479,0.93536,0.33077,0.56153,0.759
17,,0.24016,0.184,0.1368,0.429,0.90304,0.30577,0.52921,0.709
18,,0.17248,0.109,0.06912,0.379,0.87072,0.28077,0.49689,0.659
19,,0.1048,0.034,0.00144,0.329,0.8384,0.25577,0.46457,0.609
20,,0.03712,-0.041,-0.06624,0.279,0.80608,0.23077,0.43225,0.559
21,3,0.00144,-0.087,1.0,0.27,0.82376,0.25977,0.44993,0.55
22,2,-0.03724,1.0,0.96132,0.258,0.83744,0.28477,0.46361,0.538
23,1,1.0,0.954,0.92564,0.249,0.85512,0.31377,0.48129,0.529
24,,0.93232,0.879,0.85796,0.199,0.8228,0.28877,0.44897,0.479
25,,0.86464,0.804,0.79028,0.149,0.79048,0.26377,0.41665,0.429
26,,0.79696,0.729,0.7226,0.099,0.75816,0.23877,0.38433,0.379
27,,0.72928,0.654,0.65492,0.049,0.72584,0.21377,0.35201,0.329
28,,0.6616,0.579,0.58724,-0.001,0.69352,0.18877,0.31969,0.279
29,4,0.63492,0.542,0.56056,1.0,0.7202,0.22577,0.34637,0.279
30,,0.56724,0.467,0.49288,0.95,0.68788,0.20077,0.31405,0.229
31,,0.49956,0.392,0.4252,0.9,0.65556,0.17577,0.28173,0.179
32,,0.43188,0.317,0.35752,0.85,0.62324,0.15077,0.24941,0.129
33,,0.3642,0.242,0.28984,0.8,0.59092,0.12577,0.21709,0.079
34,,0.29652,0.167,0.22216,0.75,0.5586,0.10077,0.18477,0.029
35,,0.22884,0.092,0.15448,0.7,0.52628,0.07577,0.15245,-0.021
36,8,0.20216,0.055,0.1278,0.7,0.55296,0.11277,0.17913,1.0
37,,0.13448,-0.02,0.06012,0.65,0.52064,0.08777,0.14681,0.95
38,2,0.0958,1.0,0.02144,0.638,0.53432,0.11277,0.16049,0.938
39,,0.02812,0.925,-0.04624,0.588,0.502,0.08777,0.12817,0.888
