tag,simulation,active proportion,mean,std
First_Hypothesis_00263,simulation_11.csv,0.96,0.96,0.0
First_Hypothesis_00263,simulation_12.csv,0.96,0.96,0.0
First_Hypothesis_00263,simulation_13.csv,0.96,0.96,0.0
First_Hypothesis_00263,simulation_14.csv,0.96,0.96,0.0
First_Hypothesis_00263,simulation_15.csv,0.96,0.96,0.0
First_Hypothesis_00263,simulation_16.csv,0.96,0.96,0.0
First_Hypothesis_00263,simulation_17.csv,0.96,0.96,0.0
First_Hypothesis_00263,simulation_18.csv,0.96,0.96,0.0
First_Hypothesis_00263,simulation_19.csv,0.96,0.96,0.0
First_Hypothesis_00263,simulation_2.csv,0.96,0.96,0.0
First_Hypothesis_00263,simulation_20.csv,0.96,0.96,0.0
First_Hypothesis_00263,simulation_21.csv,0.96,0.96,0.0
First_Hypothesis_00263,simulation_22.csv,0.96,0.96,0.0
First_Hypothesis_00263,simulation_23.csv,0.96,0.96,0.0
First_Hypothesis_00263,simulation_24.csv,0.96,0.96,0.0
First_Hypothesis_00263,simulation_25.csv,0.96,0.96,0.0
First_Hypothesis_00263,simulation_26.csv,0.96,0.96,0.0
First_Hypothesis_00263,simulation_27.csv,0.96,0.96,0.0
First_Hypothesis_00263,simulation_28.csv,0.96,0.96,0.0
First_Hypothesis_00263,simulation_29.csv,0.96,0.96,0.0
First_Hypothesis_00263,simulation_3.csv,0.96,0.96,0.0
First_Hypothesis_00263,simulation_4.csv,0.96,0.96,0.0
First_Hypothesis_00263,simulation_5.csv,0.96,0.96,0.0
First_Hypothesis_00263,simulation_6.csv,0.96,0.96,0.0
First_Hypothesis_00263,simulation_7.csv,0.96,0.96,0.0
First_Hypothesis_00263,simulation_8.csv,0.96,0.96,0.0
First_Hypothesis_00263,simulation_9.csv,0.96,0.96,0.0
First_Hypothesis_00264,simulation_0.csv,0.16,0.159,0.005
First_Hypothesis_00264,simulation_1.csv,0.16,0.159,0.005
First_Hypothesis_00264,simulation_10.csv,0.16,0.159,0.005
First_Hypothesis_00264,simulation_11.csv,0.16,0.159,0.005
First_Hypothesis_00264,simulation_12.csv,0.16,0.159,0.005
First_Hypothesis_00264,simulation_13.csv,0.16,0.159,0.005
First_Hypothesis_00264,simulation_14.csv,0.16,0.159,0.005
First_Hypothesis_00264,simulation_15.csv,0.16,0.159,0.005
First_Hypothesis_00264,simulation_16.csv,0.16,0.159,0.005
First_Hypothesis_00264,simulation_17.csv,0.16,0.159,0.005
First_Hypothesis_00264,simulation_18.csv,0.16,0.159,0.005
First_Hypothesis_00264,simulation_19.csv,0.16,0.159,0.005
First_Hypothesis_00264,simulation_2.csv,0.16,0.159,0.005
First_Hypothesis_00264,simulation_20.csv,0.16,0.159,0.005
First_Hypothesis_00264,simulation_21.csv,0.16,0.159,0.005
First_Hypothesis_00264,simulation_22.csv,0.16,0.159,0.005
First_Hypothesis_00264,simulation_23.csv,0.16,0.159,0.005
First_Hypothesis_00264,simulation_24.csv,0.16,0.159,0.005
First_Hypothesis_00264,simulation_25.csv,0.14,0.159,0.005
First_Hypothesis_00264,simulation_26.csv,0.16,0.159,0.005
First_Hypothesis_00264,simulation_27.csv,0.16,0.159,0.005
First_Hypothesis_00264,simulation_28.csv,0.16,0.159,0.005
First_Hypothesis_00264,simulation_29.csv,0.16,0.159,0.005
First_Hypothesis_00264,simulation_3.csv,0.16,0.159,0.005
First_Hypothesis_00264,simulation_4.csv,0.16,0.159,0.005
First_Hypothesis_00264,simulation_5.csv,0.16,0.159,0.005
First_Hypothesis_00264,simulation_6.csv,0.16,0.159,0.005
First_Hypothesis_00264,simulation_7.csv,0.14,0.159,0.005
First_Hypothesis_00264,simulation_8.csv,0.16,0.159,0.005
First_Hypothesis_00264,simulation_9.csv,0.16,0.159,0.005
First_Hypothesis_00265,simulation_0.csv,0.24,0.24,0.0
First_Hypothesis_00265,simulation_1.csv,0.24,0.24,0.0
First_Hypothesis_00265,simulation_10.csv,0.24,0.24,0.0
First_Hypothesis_00265,simulation_11.csv,0.24,0.24,0.0
First_Hypothesis_00265,simulation_12.csv,0.24,0.24,0.0
First_Hypothesis_00265,simulation_13.csv,0.24,0.24,0.0
First_Hypothesis_00265,simulation_14.csv,0.24,0.24,0.0
First_Hypothesis_00265,simulation_15.csv,0.24,0.24,0.0
First_Hypothesis_00265,simulation_16.csv,0.24,0.24,0.0
First_Hypothesis_00265,simulation_17.csv,0.24,0.24,0.0
First_Hypothesis_00265,simulation_18.csv,0.24,0.24,0.0
First_Hypothesis_00265,simulation_19.csv,0.24,0.24,0.0
First_Hypothesis_00265,simulation_2.csv,0.24,0.24,0.0
First_Hypothesis_00265,simulation_20.csv,0.24,0.24,0.0
First_Hypothesis_00265,simulation_21.csv,0.24,0.24,0.0
First_Hypothesis_00265,simulation_22.csv,0.24,0.24,0.0
First_Hypothesis_00265,simulation_23.csv,0.24,0.24,0.0
First_Hypothesis_00265,simulation_24.csv,0.24,0.24,0.0
First_Hypothesis_00265,simulation_25.csv,0.24,0.24,0.0
First_Hypothesis_00265,simulation_26.csv,0.24,0.24,0.0
First_Hypothesis_00265,simulation_27.csv,0.24,0.24,0.0
First_Hypothesis_00265,simulation_28.csv,0.24,0.24,0.0
First_Hypothesis_00265,simulation_29.csv,0.24,0.24,0.0
First_Hypothesis_00265,simulation_3.csv,0.24,0.24,0.0
First_Hypothesis_00265,simulation_4.csv,0.24,0.24,0.0
First_Hypothesis_00265,simulation_5.csv,0.24,0.24,0.0
First_Hypothesis_00265,simulation_6.csv,0.24,0.24,0.0
First_Hypothesis_00265,simulation_7.csv,0.24,0.24,0.0
First_Hypothesis_00265,simulation_8.csv,0.24,0.24,0.0
First_Hypothesis_00265,simulation_9.csv,0.24,0.24,0.0
First_Hypothesis_00266,simulation_0.csv,0.4,0.407,0.01
First_Hypothesis_00266,simulation_1.csv,0.42,0.407,0.01
First_Hypothesis_00266,simulation_10.csv,0.4,0.407,0.01
First_Hypothesis_00266,simulation_11.csv,0.42,0.407,0.01
First_Hypothesis_00266,simulation_12.csv,0.4,0.407,0.01
First_Hypothesis_00266,simulation_13.csv,0.4,0.407,0.01
First_Hypothesis_00266,simulation_14.csv,0.4,0.407,0.01
First_Hypothesis_00266,simulation_15.csv,0.42,0.407,0.01
First_Hypothesis_00266,simulation_16.csv,0.4,0.407,0.01
First_Hypothesis_00266,simulation_17.csv,0.42,0.407,0.01
First_Hypothesis_00266,simulation_18.csv,0.4,0.407,0.01
First_Hypothesis_00266,simulation_19.csv,0.42,0.407,0.01
First_Hypothesis_00266,simulation_2.csv,0.42,0.407,0.01
First_Hypothesis_00266,simulation_20.csv,0.42,0.407,0.01
First_Hypothesis_00266,simulation_21.csv,0.4,0.407,0.01
First_Hypothesis_00266,simulation_22.csv,0.4,0.407,0.01
First_Hypothesis_00266,simulation_23.csv,0.4,0.407,0.01
First_Hypothesis_00266,simulation_24.csv,0.4,0.407,0.01
First_Hypothesis_00266,simulation_25.csv,0.42,0.407,0.01
First_Hypothesis_00266,simulation_26.csv,0.42,0.407,0.01
First_Hypothesis_00266,simulation_27.csv,0.42,0.407,0.01
First_Hypothesis_00266,simulation_28.csv,0.4,0.407,0.01
First_Hypothesis_00266,simulation_29.csv,0.4,0.407,0.01
First_Hypothesis_00266,simulation_3.csv,0.42,0.407,0.01
First_Hypothesis_00266,simulation_4.csv,0.4,0.407,0.01
First_Hypothesis_00266,simulation_5.csv,0.4,0.407,0.01
First_Hypothesis_00266,simulation_6.csv,0.4,0.407,0.01
First_Hypothesis_00266,simulation_7.csv,0.4,0.407,0.01
First_Hypothesis_00266,simulation_8.csv,0.4,0.407,0.01
First_Hypothesis_00266,simulation_9.csv,0.4,0.407,0.01
First_Hypothesis_00267,simulation_0.csv,0.68,0.68,0.0
First_Hypothesis_00267,simulation_1.csv,0.68,0.68,0.0
First_Hypothesis_00267,simulation_10.csv,0.68,0.68,0.0
First_Hypothesis_00267,simulation_11.csv,0.68,0.68,0.0
First_Hypothesis_00267,simulation_12.csv,0.68,0.68,0.0
First_Hypothesis_00267,simulation_13.csv,0.68,0.68,0.0
First_Hypothesis_00267,simulation_14.csv,0.68,0.68,0.0
First_Hypothesis_00267,simulation_15.csv,0.68,0.68,0.0
First_Hypothesis_00267,simulation_16.csv,0.68,0.68,0.0
First_Hypothesis_00267,simulation_17.csv,0.68,0.68,0.0
First_Hypothesis_00267,simulation_18.csv,0.68,0.68,0.0
First_Hypothesis_00267,simulation_19.csv,0.68,0.68,0.0
First_Hypothesis_00267,simulation_2.csv,0.68,0.68,0.0
First_Hypothesis_00267,simulation_20.csv,0.68,0.68,0.0
First_Hypothesis_00267,simulation_21.csv,0.68,0.68,0.0
First_Hypothesis_00267,simulation_22.csv,0.68,0.68,0.0
First_Hypothesis_00267,simulation_23.csv,0.68,0.68,0.0
First_Hypothesis_00267,simulation_24.csv,0.68,0.68,0.0
First_Hypothesis_00267,simulation_25.csv,0.68,0.68,0.0
First_Hypothesis_00267,simulation_26.csv,0.68,0.68,0.0
First_Hypothesis_00267,simulation_27.csv,0.68,0.68,0.0
First_Hypothesis_00267,simulation_28.csv,0.68,0.68,0.0
First_Hypothesis_00267,simulation_29.csv,0.68,0.68,0.0
First_Hypothesis_00267,simulation_3.csv,0.68,0.68,0.0
First_Hypothesis_00267,simulation_4.csv,0.68,0.68,0.0
First_Hypothesis_00267,simulation_5.csv,0.68,0.68,0.0
First_Hypothesis_00267,simulation_6.csv,0.68,0.68,0.0
First_Hypothesis_00267,simulation_7.csv,0.68,0.68,0.0
First_Hypothesis_00267,simulation_8.csv,0.68,0.68,0.0
First_Hypothesis_00267,simulation_9.csv,0.68,0.68,0.0
First_Hypothesis_00268,simulation_0.csv,0.96,0.952,0.011
First_Hypothesis_00268,simulation_1.csv,0.94,0.952,0.011
First_Hypothesis_00268,simulation_10.csv,0.96,0.952,0.011
First_Hypothesis_00268,simulation_11.csv,0.96,0.952,0.011
First_Hypothesis_00268,simulation_12.csv,0.96,0.952,0.011
First_Hypothesis_00268,simulation_13.csv,0.94,0.952,0.011
First_Hypothesis_00268,simulation_14.csv,0.94,0.952,0.011
First_Hypothesis_00268,simulation_15.csv,0.96,0.952,0.011
First_Hypothesis_00268,simulation_16.csv,0.96,0.952,0.011
First_Hypothesis_00268,simulation_17.csv,0.94,0.952,0.011
First_Hypothesis_00268,simulation_18.csv,0.94,0.952,0.011
First_Hypothesis_00268,simulation_19.csv,0.94,0.952,0.011
First_Hypothesis_00268,simulation_2.csv,0.96,0.952,0.011
First_Hypothesis_00268,simulation_20.csv,0.94,0.952,0.011
First_Hypothesis_00268,simulation_21.csv,0.96,0.952,0.011
First_Hypothesis_00268,simulation_22.csv,0.96,0.952,0.011
First_Hypothesis_00268,simulation_23.csv,0.96,0.952,0.011
First_Hypothesis_00268,simulation_24.csv,0.94,0.952,0.011
First_Hypothesis_00268,simulation_25.csv,0.96,0.952,0.011
First_Hypothesis_00268,simulation_26.csv,0.96,0.952,0.011
First_Hypothesis_00268,simulation_27.csv,0.96,0.952,0.011
First_Hypothesis_00268,simulation_28.csv,0.96,0.952,0.011
First_Hypothesis_00268,simulation_29.csv,0.92,0.952,0.011
First_Hypothesis_00268,simulation_3.csv,0.96,0.952,0.011
First_Hypothesis_00268,simulation_4.csv,0.96,0.952,0.011
First_Hypothesis_00268,simulation_5.csv,0.94,0.952,0.011
First_Hypothesis_00268,simulation_6.csv,0.94,0.952,0.011
First_Hypothesis_00268,simulation_7.csv,0.96,0.952,0.011
First_Hypothesis_00268,simulation_8.csv,0.96,0.952,0.011
First_Hypothesis_00268,simulation_9.csv,0.96,0.952,0.011
First_Hypothesis_00269,simulation_0.csv,0.96,0.96,0.0
First_Hypothesis_00269,simulation_1.csv,0.96,0.96,0.0
First_Hypothesis_00269,simulation_10.csv,0.96,0.96,0.0
First_Hypothesis_00269,simulation_11.csv,0.96,0.96,0.0
First_Hypothesis_00269,simulation_12.csv,0.96,0.96,0.0
First_Hypothesis_00269,simulation_13.csv,0.96,0.96,0.0
First_Hypothesis_00269,simulation_14.csv,0.96,0.96,0.0
First_Hypothesis_00269,simulation_15.csv,0.96,0.96,0.0
First_Hypothesis_00269,simulation_16.csv,0.96,0.96,0.0
First_Hypothesis_00269,simulation_17.csv,0.96,0.96,0.0
First_Hypothesis_00269,simulation_18.csv,0.96,0.96,0.0
First_Hypothesis_00269,simulation_19.csv,0.96,0.96,0.0
First_Hypothesis_00269,simulation_2.csv,0.96,0.96,0.0
First_Hypothesis_00269,simulation_20.csv,0.96,0.96,0.0
First_Hypothesis_00269,simulation_21.csv,0.96,0.96,0.0
First_Hypothesis_00269,simulation_22.csv,0.96,0.96,0.0
First_Hypothesis_00269,simulation_23.csv,0.96,0.96,0.0
First_Hypothesis_00269,simulation_24.csv,0.96,0.96,0.0
First_Hypothesis_00269,simulation_25.csv,0.96,0.96,0.0
First_Hypothesis_00269,simulation_26.csv,0.96,0.96,0.0
First_Hypothesis_00269,simulation_27.csv,0.96,0.96,0.0
First_Hypothesis_00269,simulation_28.csv,0.96,0.96,0.0
First_Hypothesis_00269,simulation_29.csv,0.96,0.96,0.0
First_Hypothesis_00269,simulation_3.csv,0.96,0.96,0.0
First_Hypothesis_00269,simulation_4.csv,0.96,0.96,0.0
First_Hypothesis_00269,simulation_5.csv,0.96,0.96,0.0
First_Hypothesis_00269,simulation_6.csv,0.96,0.96,0.0
First_Hypothesis_00269,simulation_7.csv,0.96,0.96,0.0
First_Hypothesis_00269,simulation_8.csv,0.96,0.96,0.0
First_Hypothesis_00269,simulation_9.csv,0.96,0.96,0.0
First_Hypothesis_00270,simulation_0.csv,0.96,0.96,0.0
First_Hypothesis_00270,simulation_1.csv,0.96,0.96,0.0
First_Hypothesis_00270,simulation_10.csv,0.96,0.96,0.0
First_Hypothesis_00270,simulation_11.csv,0.96,0.96,0.0
First_Hypothesis_00270,simulation_12.csv,0.96,0.96,0.0
First_Hypothesis_00270,simulation_13.csv,0.96,0.96,0.0
First_Hypothesis_00270,simulation_14.csv,0.96,0.96,0.0
First_Hypothesis_00270,simulation_15.csv,0.96,0.96,0.0
First_Hypothesis_00270,simulation_16.csv,0.96,0.96,0.0
First_Hypothesis_00270,simulation_17.csv,0.96,0.96,0.0
First_Hypothesis_00270,simulation_18.csv,0.96,0.96,0.0
First_Hypothesis_00270,simulation_19.csv,0.96,0.96,0.0
First_Hypothesis_00270,simulation_2.csv,0.96,0.96,0.0
First_Hypothesis_00270,simulation_20.csv,0.96,0.96,0.0
First_Hypothesis_00270,simulation_21.csv,0.96,0.96,0.0
First_Hypothesis_00270,simulation_22.csv,0.96,0.96,0.0
First_Hypothesis_00270,simulation_23.csv,0.96,0.96,0.0
First_Hypothesis_00270,simulation_24.csv,0.96,0.96,0.0
First_Hypothesis_00270,simulation_25.csv,0.96,0.96,0.0
First_Hypothesis_00270,simulation_26.csv,0.96,0.96,0.0
First_Hypothesis_00270,simulation_27.csv,0.96,0.96,0.0
First_Hypothesis_00270,simulation_28.csv,0.96,0.96,0.0
First_Hypothesis_00270,simulation_29.csv,0.96,0.96,0.0
First_Hypothesis_00270,simulation_3.csv,0.96,0.96,0.0
First_Hypothesis_00270,simulation_4.csv,0.96,0.96,0.0
First_Hypothesis_00270,simulation_5.csv,0.96,0.96,0.0
First_Hypothesis_00270,simulation_6.csv,0.96,0.96,0.0
First_Hypothesis_00270,simulation_7.csv,0.96,0.96,0.0
First_Hypothesis_00270,simulation_8.csv,0.96,0.96,0.0
First_Hypothesis_00270,simulation_9.csv,0.96,0.96,0.0
First_Hypothesis_00271,simulation_0.csv,0.96,0.96,0.0
First_Hypothesis_00271,simulation_1.csv,0.96,0.96,0.0
First_Hypothesis_00271,simulation_10.csv,0.96,0.96,0.0
First_Hypothesis_00271,simulation_11.csv,0.96,0.96,0.0
First_Hypothesis_00271,simulation_12.csv,0.96,0.96,0.0
First_Hypothesis_00271,simulation_13.csv,0.96,0.96,0.0
First_Hypothesis_00271,simulation_14.csv,0.96,0.96,0.0
First_Hypothesis_00271,simulation_15.csv,0.96,0.96,0.0
First_Hypothesis_00271,simulation_16.csv,0.96,0.96,0.0
First_Hypothesis_00271,simulation_17.csv,0.96,0.96,0.0
First_Hypothesis_00271,simulation_18.csv,0.96,0.96,0.0
First_Hypothesis_00271,simulation_19.csv,0.96,0.96,0.0
First_Hypothesis_00271,simulation_2.csv,0.96,0.96,0.0
First_Hypothesis_00271,simulation_20.csv,0.96,0.96,0.0
First_Hypothesis_00271,simulation_21.csv,0.96,0.96,0.0
First_Hypothesis_00271,simulation_22.csv,0.96,0.96,0.0
First_Hypothesis_00271,simulation_23.csv,0.96,0.96,0.0
First_Hypothesis_00271,simulation_24.csv,0.96,0.96,0.0
First_Hypothesis_00271,simulation_25.csv,0.96,0.96,0.0
First_Hypothesis_00271,simulation_26.csv,0.96,0.96,0.0
First_Hypothesis_00271,simulation_27.csv,0.96,0.96,0.0
First_Hypothesis_00271,simulation_28.csv,0.96,0.96,0.0
First_Hypothesis_00271,simulation_29.csv,0.96,0.96,0.0
First_Hypothesis_00271,simulation_3.csv,0.96,0.96,0.0
First_Hypothesis_00271,simulation_4.csv,0.96,0.96,0.0
First_Hypothesis_00271,simulation_5.csv,0.96,0.96,0.0
First_Hypothesis_00271,simulation_6.csv,0.96,0.96,0.0
First_Hypothesis_00271,simulation_7.csv,0.96,0.96,0.0
First_Hypothesis_00271,simulation_8.csv,0.96,0.96,0.0
First_Hypothesis_00271,simulation_9.csv,0.96,0.96,0.0
First_Hypothesis_00272,simulation_0.csv,0.1,0.107,0.026
First_Hypothesis_00272,simulation_1.csv,0.08,0.107,0.026
First_Hypothesis_00272,simulation_10.csv,0.08,0.107,0.026
First_Hypothesis_00272,simulation_11.csv,0.12,0.107,0.026
First_Hypothesis_00272,simulation_12.csv,0.16,0.107,0.026
First_Hypothesis_00272,simulation_13.csv,0.08,0.107,0.026
First_Hypothesis_00272,simulation_14.csv,0.08,0.107,0.026
First_Hypothesis_00272,simulation_15.csv,0.08,0.107,0.026
First_Hypothesis_00272,simulation_16.csv,0.08,0.107,0.026
First_Hypothesis_00272,simulation_17.csv,0.12,0.107,0.026
First_Hypothesis_00272,simulation_18.csv,0.16,0.107,0.026
First_Hypothesis_00272,simulation_19.csv,0.12,0.107,0.026
First_Hypothesis_00272,simulation_2.csv,0.08,0.107,0.026
First_Hypothesis_00272,simulation_20.csv,0.08,0.107,0.026
First_Hypothesis_00272,simulation_21.csv,0.16,0.107,0.026
First_Hypothesis_00272,simulation_22.csv,0.12,0.107,0.026
First_Hypothesis_00272,simulation_23.csv,0.12,0.107,0.026
First_Hypothesis_00272,simulation_24.csv,0.08,0.107,0.026
First_Hypothesis_00272,simulation_25.csv,0.14,0.107,0.026
First_Hypothesis_00272,simulation_26.csv,0.12,0.107,0.026
First_Hypothesis_00272,simulation_27.csv,0.08,0.107,0.026
First_Hypothesis_00272,simulation_28.csv,0.08,0.107,0.026
First_Hypothesis_00272,simulation_29.csv,0.12,0.107,0.026
First_Hypothesis_00272,simulation_3.csv,0.12,0.107,0.026
First_Hypothesis_00272,simulation_4.csv,0.12,0.107,0.026
First_Hypothesis_00272,simulation_5.csv,0.12,0.107,0.026
First_Hypothesis_00272,simulation_6.csv,0.08,0.107,0.026
First_Hypothesis_00272,simulation_7.csv,0.12,0.107,0.026
First_Hypothesis_00272,simulation_8.csv,0.1,0.107,0.026
First_Hypothesis_00272,simulation_9.csv,0.1,0.107,0.026
First_Hypothesis_00273,simulation_0.csv,0.2,0.19,0.023
First_Hypothesis_00273,simulation_1.csv,0.22,0.19,0.023
First_Hypothesis_00273,simulation_10.csv,0.2,0.19,0.023
First_Hypothesis_00273,simulation_11.csv,0.2,0.19,0.023
First_Hypothesis_00273,simulation_12.csv,0.24,0.19,0.023
First_Hypothesis_00273,simulation_13.csv,0.2,0.19,0.023
First_Hypothesis_00273,simulation_14.csv,0.2,0.19,0.023
First_Hypothesis_00273,simulation_15.csv,0.18,0.19,0.023
First_Hypothesis_00273,simulation_16.csv,0.16,0.19,0.023
First_Hypothesis_00273,simulation_17.csv,0.2,0.19,0.023
First_Hypothesis_00273,simulation_18.csv,0.22,0.19,0.023
First_Hypothesis_00273,simulation_19.csv,0.2,0.19,0.023
First_Hypothesis_00273,simulation_2.csv,0.18,0.19,0.023
First_Hypothesis_00273,simulation_20.csv,0.16,0.19,0.023
First_Hypothesis_00273,simulation_21.csv,0.2,0.19,0.023
First_Hypothesis_00273,simulation_22.csv,0.16,0.19,0.023
First_Hypothesis_00273,simulation_23.csv,0.2,0.19,0.023
First_Hypothesis_00273,simulation_24.csv,0.16,0.19,0.023
First_Hypothesis_00273,simulation_25.csv,0.16,0.19,0.023
First_Hypothesis_00273,simulation_26.csv,0.22,0.19,0.023
First_Hypothesis_00273,simulation_27.csv,0.16,0.19,0.023
First_Hypothesis_00273,simulation_28.csv,0.2,0.19,0.023
First_Hypothesis_00273,simulation_29.csv,0.2,0.19,0.023
First_Hypothesis_00273,simulation_3.csv,0.2,0.19,0.023
First_Hypothesis_00273,simulation_4.csv,0.16,0.19,0.023
First_Hypothesis_00273,simulation_5.csv,0.16,0.19,0.023
First_Hypothesis_00273,simulation_6.csv,0.2,0.19,0.023
First_Hypothesis_00273,simulation_7.csv,0.2,0.19,0.023
First_Hypothesis_00273,simulation_8.csv,0.16,0.19,0.023
First_Hypothesis_00273,simulation_9.csv,0.2,0.19,0.023
First_Hypothesis_00274,simulation_0.csv,0.4,0.395,0.015
First_Hypothesis_00274,simulation_1.csv,0.42,0.395,0.015
First_Hypothesis_00274,simulation_10.csv,0.4,0.395,0.015
First_Hypothesis_00274,simulation_11.csv,0.38,0.395,0.015
First_Hypothesis_00274,simulation_12.csv,0.4,0.395,0.015
First_Hypothesis_00274,simulation_13.csv,0.38,0.395,0.015
First_Hypothesis_00274,simulation_14.csv,0.4,0.395,0.015
First_Hypothesis_00274,simulation_15.csv,0.4,0.395,0.015
First_Hypothesis_00274,simulation_16.csv,0.4,0.395,0.015
First_Hypothesis_00274,simulation_17.csv,0.4,0.395,0.015
First_Hypothesis_00274,simulation_18.csv,0.4,0.395,0.015
First_Hypothesis_00274,simulation_19.csv,0.4,0.395,0.015
First_Hypothesis_00274,simulation_2.csv,0.4,0.395,0.015
First_Hypothesis_00274,simulation_20.csv,0.4,0.395,0.015
First_Hypothesis_00274,simulation_21.csv,0.4,0.395,0.015
First_Hypothesis_00274,simulation_22.csv,0.4,0.395,0.015
First_Hypothesis_00274,simulation_23.csv,0.4,0.395,0.015
First_Hypothesis_00274,simulation_24.csv,0.34,0.395,0.015
First_Hypothesis_00274,simulation_25.csv,0.38,0.395,0.015
First_Hypothesis_00274,simulation_26.csv,0.38,0.395,0.015
First_Hypothesis_00274,simulation_27.csv,0.38,0.395,0.015
First_Hypothesis_00274,simulation_28.csv,0.38,0.395,0.015
First_Hypothesis_00274,simulation_29.csv,0.4,0.395,0.015
First_Hypothesis_00274,simulation_3.csv,0.42,0.395,0.015
First_Hypothesis_00274,simulation_4.csv,0.4,0.395,0.015
First_Hypothesis_00274,simulation_5.csv,0.4,0.395,0.015
First_Hypothesis_00274,simulation_6.csv,0.38,0.395,0.015
First_Hypothesis_00274,simulation_7.csv,0.42,0.395,0.015
First_Hypothesis_00274,simulation_8.csv,0.4,0.395,0.015
First_Hypothesis_00274,simulation_9.csv,0.4,0.395,0.015
First_Hypothesis_00275,simulation_0.csv,0.68,0.678,0.006
First_Hypothesis_00275,simulation_1.csv,0.68,0.678,0.006
First_Hypothesis_00275,simulation_10.csv,0.68,0.678,0.006
First_Hypothesis_00275,simulation_11.csv,0.68,0.678,0.006
First_Hypothesis_00275,simulation_12.csv,0.68,0.678,0.006
First_Hypothesis_00275,simulation_13.csv,0.68,0.678,0.006
First_Hypothesis_00275,simulation_14.csv,0.68,0.678,0.006
First_Hypothesis_00275,simulation_15.csv,0.68,0.678,0.006
First_Hypothesis_00275,simulation_16.csv,0.68,0.678,0.006
First_Hypothesis_00275,simulation_17.csv,0.68,0.678,0.006
First_Hypothesis_00275,simulation_18.csv,0.68,0.678,0.006
First_Hypothesis_00275,simulation_19.csv,0.68,0.678,0.006
First_Hypothesis_00275,simulation_2.csv,0.68,0.678,0.006
First_Hypothesis_00275,simulation_20.csv,0.68,0.678,0.006
First_Hypothesis_00275,simulation_21.csv,0.66,0.678,0.006
First_Hypothesis_00275,simulation_22.csv,0.68,0.678,0.006
First_Hypothesis_00275,simulation_23.csv,0.66,0.678,0.006
First_Hypothesis_00275,simulation_24.csv,0.66,0.678,0.006
First_Hypothesis_00275,simulation_25.csv,0.68,0.678,0.006
First_Hypothesis_00275,simulation_26.csv,0.68,0.678,0.006
First_Hypothesis_00275,simulation_27.csv,0.68,0.678,0.006
First_Hypothesis_00275,simulation_28.csv,0.68,0.678,0.006
First_Hypothesis_00275,simulation_29.csv,0.68,0.678,0.006
First_Hypothesis_00275,simulation_3.csv,0.68,0.678,0.006
First_Hypothesis_00275,simulation_4.csv,0.68,0.678,0.006
First_Hypothesis_00275,simulation_5.csv,0.68,0.678,0.006
First_Hypothesis_00275,simulation_6.csv,0.68,0.678,0.006
First_Hypothesis_00275,simulation_7.csv,0.68,0.678,0.006
First_Hypothesis_00275,simulation_8.csv,0.68,0.678,0.006
First_Hypothesis_00275,simulation_9.csv,0.68,0.678,0.006
First_Hypothesis_00276,simulation_0.csv,0.94,0.953,0.011
First_Hypothesis_00276,simulation_1.csv,0.92,0.953,0.011
First_Hypothesis_00276,simulation_10.csv,0.96,0.953,0.011
First_Hypothesis_00276,simulation_11.csv,0.96,0.953,0.011
First_Hypothesis_00276,simulation_12.csv,0.96,0.953,0.011
First_Hypothesis_00276,simulation_13.csv,0.96,0.953,0.011
First_Hypothesis_00276,simulation_14.csv,0.94,0.953,0.011
First_Hypothesis_00276,simulation_15.csv,0.94,0.953,0.011
First_Hypothesis_00276,simulation_16.csv,0.94,0.953,0.011
First_Hypothesis_00276,simulation_17.csv,0.96,0.953,0.011
First_Hypothesis_00276,simulation_18.csv,0.96,0.953,0.011
First_Hypothesis_00276,simulation_19.csv,0.94,0.953,0.011
First_Hypothesis_00276,simulation_2.csv,0.96,0.953,0.011
First_Hypothesis_00276,simulation_20.csv,0.96,0.953,0.011
First_Hypothesis_00276,simulation_21.csv,0.94,0.953,0.011
First_Hypothesis_00276,simulation_22.csv,0.96,0.953,0.011
First_Hypothesis_00276,simulation_23.csv,0.96,0.953,0.011
First_Hypothesis_00276,simulation_24.csv,0.96,0.953,0.011
First_Hypothesis_00276,simulation_25.csv,0.96,0.953,0.011
First_Hypothesis_00276,simulation_26.csv,0.94,0.953,0.011
First_Hypothesis_00276,simulation_27.csv,0.96,0.953,0.011
First_Hypothesis_00276,simulation_28.csv,0.96,0.953,0.011
First_Hypothesis_00276,simulation_29.csv,0.96,0.953,0.011
First_Hypothesis_00276,simulation_3.csv,0.94,0.953,0.011
First_Hypothesis_00276,simulation_4.csv,0.96,0.953,0.011
First_Hypothesis_00276,simulation_5.csv,0.96,0.953,0.011
First_Hypothesis_00276,simulation_6.csv,0.94,0.953,0.011
First_Hypothesis_00276,simulation_7.csv,0.96,0.953,0.011
First_Hypothesis_00276,simulation_8.csv,0.96,0.953,0.011
First_Hypothesis_00276,simulation_9.csv,0.96,0.953,0.011
First_Hypothesis_00277,simulation_0.csv,0.96,0.959,0.004
First_Hypothesis_00277,simulation_1.csv,0.96,0.959,0.004
First_Hypothesis_00277,simulation_10.csv,0.96,0.959,0.004
First_Hypothesis_00277,simulation_11.csv,0.96,0.959,0.004
First_Hypothesis_00277,simulation_12.csv,0.96,0.959,0.004
First_Hypothesis_00277,simulation_13.csv,0.96,0.959,0.004
