run_tag,agent,csv,n_jumps,mean_jump_deg,variance_jump_deg2,std_jump_deg,mean_jump_cos,variance_jump_cos,std_jump_cos,opposite_switch_rate
newoutcome1_00008,b,simulation_b_sim0_round0.csv,999,96.5766,2103.4488,45.8634,56.1511,3949.0446,62.8414,0.1151
newoutcome1_00008,b,simulation_b_sim0_round1.csv,999,105.8108,1959.4121,44.2652,66.4902,4057.2017,63.6962,0.1391
newoutcome1_00008,b,simulation_b_sim0_round10.csv,999,118.1982,2539.8364,50.3968,87.9368,5148.4427,71.7526,0.2813
newoutcome1_00008,b,simulation_b_sim0_round11.csv,999,118.1081,2122.8701,46.0746,85.0682,4608.9619,67.8893,0.2332
newoutcome1_00008,b,simulation_b_sim0_round12.csv,999,106.9369,2480.488,49.8045,71.8368,4839.9801,69.57,0.1992
newoutcome1_00008,b,simulation_b_sim0_round13.csv,999,107.5676,2182.7547,46.72,68.4673,4634.7257,68.0788,0.1942
newoutcome1_00008,b,simulation_b_sim0_round14.csv,999,103.1982,1994.6961,44.662,64.8056,3891.0648,62.3784,0.1141
newoutcome1_00008,b,simulation_b_sim0_round15.csv,999,106.5315,2130.8685,46.1613,66.7111,4520.3215,67.2333,0.1832
newoutcome1_00008,b,simulation_b_sim0_round16.csv,999,124.1892,2208.3099,46.9927,93.5689,4978.2279,70.5566,0.3093
newoutcome1_00008,b,simulation_b_sim0_round17.csv,999,103.4685,2210.6781,47.0178,65.9206,4296.1897,65.5453,0.1471
newoutcome1_00008,b,simulation_b_sim0_round18.csv,999,113.6036,1938.0531,44.0233,76.0931,4387.5869,66.2389,0.1932
newoutcome1_00008,b,simulation_b_sim0_round19.csv,999,122.4324,2136.7627,46.2251,90.8329,4808.4577,69.343,0.2803
newoutcome1_00008,b,simulation_b_sim0_round2.csv,999,99.5495,1889.0754,43.4635,59.0168,3640.7104,60.3383,0.0931
newoutcome1_00008,b,simulation_b_sim0_round20.csv,999,129.2342,2117.5242,46.0166,98.5137,5280.4008,72.6664,0.3764
newoutcome1_00008,b,simulation_b_sim0_round21.csv,999,113.7838,2891.2799,53.7706,82.1883,5762.8292,75.9133,0.3073
newoutcome1_00008,b,simulation_b_sim0_round22.csv,999,114.5946,2109.3796,45.928,81.9466,4263.2959,65.2939,0.1822
newoutcome1_00008,b,simulation_b_sim0_round23.csv,999,101.7568,2091.575,45.7337,62.701,4076.7601,63.8495,0.1291
newoutcome1_00008,b,simulation_b_sim0_round24.csv,999,103.2883,2126.2254,46.111,65.1897,4153.5683,64.4482,0.1361
newoutcome1_00008,b,simulation_b_sim0_round3.csv,999,102.027,2219.0584,47.1069,63.6639,4307.2633,65.6297,0.1471
newoutcome1_00008,b,simulation_b_sim0_round4.csv,999,103.018,1954.7852,44.213,63.3946,3901.6995,62.4636,0.1191
newoutcome1_00008,b,simulation_b_sim0_round5.csv,999,96.6216,2084.5922,45.6573,55.8139,3937.5139,62.7496,0.1161
newoutcome1_00008,b,simulation_b_sim0_round6.csv,999,97.3874,2104.2897,45.8725,58.1578,3900.1377,62.4511,0.1061
newoutcome1_00008,b,simulation_b_sim0_round7.csv,999,102.4324,2336.9631,48.3421,64.8706,4513.1837,67.1802,0.1632
newoutcome1_00008,b,simulation_b_sim0_round8.csv,999,101.2162,2120.2378,46.046,62.3024,4097.4744,64.0115,0.1291
newoutcome1_00008,b,simulation_b_sim0_round9.csv,999,110.2703,2222.4219,47.1426,73.9987,4619.0834,67.9638,0.1962
newoutcome1_00009,a,simulation_a_sim0_round0.csv,999,101.2613,2389.089,48.8783,67.2072,4250.03,65.1923,0.1251
newoutcome1_00009,a,simulation_a_sim0_round1.csv,999,96.5315,2085.7783,45.6703,59.6166,3647.3638,60.3934,0.0721
newoutcome1_00009,a,simulation_a_sim0_round10.csv,999,98.4234,2167.0259,46.5513,61.7359,3880.5669,62.2942,0.0951
newoutcome1_00009,a,simulation_a_sim0_round11.csv,999,102.5676,2798.2357,52.8984,66.9031,5342.5984,73.0931,0.2292
newoutcome1_00009,a,simulation_a_sim0_round12.csv,999,99.5495,1710.5183,41.3584,58.0899,3326.169,57.6729,0.0701
newoutcome1_00009,a,simulation_a_sim0_round13.csv,999,114.4144,3299.1307,57.4381,85.2843,6372.1291,79.8256,0.3634
newoutcome1_00009,a,simulation_a_sim0_round14.csv,999,108.5135,2288.5948,47.8393,70.8125,4789.9198,69.2092,0.2072
newoutcome1_00009,a,simulation_a_sim0_round15.csv,999,111.0811,2769.1708,52.6229,78.615,5427.0705,73.6687,0.2643
newoutcome1_00009,a,simulation_a_sim0_round16.csv,999,103.3333,1847.0441,42.9773,64.887,3585.2403,59.8769,0.0881
newoutcome1_00009,a,simulation_a_sim0_round17.csv,999,121.8919,2098.5214,45.8096,87.5244,5057.2501,71.1143,0.2963
newoutcome1_00009,a,simulation_a_sim0_round18.csv,999,121.6216,2574.2715,50.7373,89.8435,5705.9909,75.538,0.3524
newoutcome1_00009,a,simulation_a_sim0_round19.csv,999,111.036,2420.0428,49.1939,75.2945,5040.7696,70.9984,0.2352
newoutcome1_00009,a,simulation_a_sim0_round2.csv,999,94.3243,1563.9468,39.5468,51.9785,2813.6668,53.044,0.025
newoutcome1_00009,a,simulation_a_sim0_round20.csv,999,105.9459,2606.444,51.0533,68.962,5240.102,72.3885,0.2352
newoutcome1_00009,a,simulation_a_sim0_round21.csv,999,95.4955,1775.631,42.1382,53.9414,3271.0868,57.1934,0.0611
newoutcome1_00009,a,simulation_a_sim0_round22.csv,999,105.7658,1532.7046,39.1498,58.6834,3785.875,61.5295,0.1461
newoutcome1_00009,a,simulation_a_sim0_round23.csv,999,119.0991,2135.1094,46.2072,87.2653,4556.8884,67.5047,0.2352
newoutcome1_00009,a,simulation_a_sim0_round24.csv,999,96.5315,2065.4877,45.4476,56.7879,3816.3053,61.7763,0.1001
newoutcome1_00009,a,simulation_a_sim0_round3.csv,999,96.036,1558.3694,39.4762,52.5201,2956.6153,54.3748,0.045
newoutcome1_00009,a,simulation_a_sim0_round4.csv,999,105.2252,1557.5895,39.4663,65.4442,3195.1004,56.5252,0.0641
newoutcome1_00009,a,simulation_a_sim0_round5.csv,999,91.4865,1541.9014,39.2671,46.9354,2771.1422,52.6416,0.035
newoutcome1_00009,a,simulation_a_sim0_round6.csv,999,107.9279,1699.2092,41.2215,69.5265,3549.2902,59.5759,0.0991
newoutcome1_00009,a,simulation_a_sim0_round7.csv,999,98.6937,1959.4892,44.2661,58.5141,3721.6779,61.0056,0.0971
newoutcome1_00009,a,simulation_a_sim0_round8.csv,999,124.2793,2396.9249,48.9584,96.9236,4905.0251,70.0359,0.3093
newoutcome1_00009,a,simulation_a_sim0_round9.csv,999,132.7477,2941.1147,54.232,108.4761,6334.7137,79.5909,0.5215
newoutcome1_00009,b,simulation_b_sim0_round0.csv,999,90.045,2534.2916,50.3417,53.6319,4381.0403,66.1894,0.1251
newoutcome1_00009,b,simulation_b_sim0_round1.csv,999,103.0631,1829.8367,42.7766,65.8374,3423.84,58.5136,0.0691
newoutcome1_00009,b,simulation_b_sim0_round10.csv,999,131.4865,1903.0737,43.6242,101.4719,4939.1694,70.2792,0.3684
newoutcome1_00009,b,simulation_b_sim0_round11.csv,999,107.1171,2437.8229,49.3743,68.516,5106.4303,71.4593,0.2322
newoutcome1_00009,b,simulation_b_sim0_round12.csv,999,126.4414,2138.351,46.2423,97.4865,4782.0171,69.1521,0.3133
newoutcome1_00009,b,simulation_b_sim0_round13.csv,999,96.3063,2796.8139,52.8849,59.208,5185.6304,72.0113,0.2062
newoutcome1_00009,b,simulation_b_sim0_round14.csv,999,103.018,2259.144,47.5305,65.2596,4394.6572,66.2922,0.1552
newoutcome1_00009,b,simulation_b_sim0_round15.csv,999,114.0991,2399.3379,48.983,80.9553,4913.2088,70.0943,0.2362
newoutcome1_00009,b,simulation_b_sim0_round16.csv,999,107.5676,3351.4922,57.8921,76.9849,6265.9042,79.1575,0.3173
newoutcome1_00009,b,simulation_b_sim0_round17.csv,999,100.5405,2270.8999,47.654,62.1285,4345.3836,65.9195,0.1471
newoutcome1_00009,b,simulation_b_sim0_round18.csv,999,110.2252,2632.0885,51.3039,77.9758,5053.5929,71.0886,0.2272
newoutcome1_00009,b,simulation_b_sim0_round19.csv,999,100.5405,2031.4711,45.0718,60.8108,3936.9828,62.7454,0.1171
newoutcome1_00009,b,simulation_b_sim0_round2.csv,999,101.4414,1500.325,38.734,52.9673,3483.3781,59.0201,0.1221
newoutcome1_00009,b,simulation_b_sim0_round20.csv,999,108.5135,2032.9334,45.0881,69.4024,4378.4618,66.1699,0.1752
newoutcome1_00009,b,simulation_b_sim0_round21.csv,999,105.8559,1797.6886,42.3992,65.5672,3799.5091,61.6402,0.1201
newoutcome1_00009,b,simulation_b_sim0_round22.csv,999,97.973,2133.8379,46.1935,60.147,3881.5407,62.302,0.0991
newoutcome1_00009,b,simulation_b_sim0_round23.csv,999,98.0631,2209.496,47.0053,59.7631,4085.8992,63.921,0.1191
newoutcome1_00009,b,simulation_b_sim0_round24.csv,999,115.9459,2280.442,47.754,83.2463,4737.3863,68.8287,0.2312
newoutcome1_00009,b,simulation_b_sim0_round3.csv,999,124.1892,2683.1095,51.7987,93.7349,5977.4077,77.3137,0.3964
newoutcome1_00009,b,simulation_b_sim0_round4.csv,999,89.1441,1336.4161,36.557,39.9682,2436.5184,49.3611,0.042
newoutcome1_00009,b,simulation_b_sim0_round5.csv,999,101.5315,1502.3114,38.7597,54.3918,3405.8685,58.3598,0.1081
newoutcome1_00009,b,simulation_b_sim0_round6.csv,999,116.982,2109.8955,45.9336,85.3604,4310.0476,65.651,0.2002
newoutcome1_00009,b,simulation_b_sim0_round7.csv,999,98.6486,2019.1139,44.9346,59.4381,3773.639,61.43,0.0971
newoutcome1_00009,b,simulation_b_sim0_round8.csv,999,110.4505,2446.3901,49.461,77.7172,4722.5611,68.7209,0.2002
newoutcome1_00009,b,simulation_b_sim0_round9.csv,999,102.2973,2155.664,46.4291,67.6783,3846.7887,62.0225,0.0951
newoutcome1_00010,a,simulation_a_sim0_round0.csv,999,88.2432,1959.0099,44.2607,45.0778,3480.3751,58.9947,0.0891
newoutcome1_00010,a,simulation_a_sim0_round1.csv,999,96.2613,2588.3876,50.8762,58.3413,4797.3249,69.2627,0.1762
newoutcome1_00010,a,simulation_a_sim0_round10.csv,999,103.0631,2211.2996,47.0245,64.7163,4346.271,65.9263,0.1532
newoutcome1_00010,a,simulation_a_sim0_round11.csv,999,112.2973,2409.9726,49.0915,77.2426,5031.301,70.9317,0.2392
newoutcome1_00010,a,simulation_a_sim0_round12.csv,999,102.1622,2725.0799,52.2023,67.0623,5112.7466,71.5035,0.2062
newoutcome1_00010,a,simulation_a_sim0_round13.csv,999,104.6847,2438.152,49.3776,66.7131,4895.2131,69.9658,0.2042
newoutcome1_00010,a,simulation_a_sim0_round14.csv,999,91.5766,1667.4267,40.8341,49.6752,2898.5456,53.8381,0.029
newoutcome1_00010,a,simulation_a_sim0_round15.csv,999,123.0631,1888.4539,43.4563,90.925,4405.0096,66.3702,0.2492
newoutcome1_00010,a,simulation_a_sim0_round16.csv,999,123.4685,2792.7923,52.8469,97.5038,5479.3439,74.0226,0.3554
newoutcome1_00010,a,simulation_a_sim0_round17.csv,999,103.7387,2832.3255,53.2196,67.2095,5557.3912,74.5479,0.2543
newoutcome1_00010,a,simulation_a_sim0_round18.csv,999,112.9279,2977.9667,54.5707,86.6211,5222.1211,72.2642,0.2543
newoutcome1_00010,a,simulation_a_sim0_round19.csv,999,100.6306,1806.3654,42.5014,57.1171,3747.1713,61.2141,0.1181
newoutcome1_00010,a,simulation_a_sim0_round2.csv,999,94.955,2036.9469,45.1325,53.3483,3813.683,61.755,0.1081
newoutcome1_00010,a,simulation_a_sim0_round20.csv,999,100.7207,1674.5802,40.9216,56.4898,3520.6119,59.3347,0.1021
newoutcome1_00010,a,simulation_a_sim0_round21.csv,999,103.8288,2829.8394,53.1962,67.321,5554.9328,74.5314,0.2543
newoutcome1_00010,a,simulation_a_sim0_round22.csv,999,91.5315,1580.3174,39.7532,49.2342,2731.9343,52.2679,0.017
newoutcome1_00010,a,simulation_a_sim0_round23.csv,999,113.8288,2789.7091,52.8177,86.5488,4996.2083,70.6839,0.2402
newoutcome1_00010,a,simulation_a_sim0_round24.csv,999,111.4414,2421.0665,49.2043,76.0112,5036.959,70.9715,0.2362
newoutcome1_00010,a,simulation_a_sim0_round3.csv,999,99.6396,2126.7738,46.117,59.8233,4102.1484,64.048,0.1301
newoutcome1_00010,a,simulation_a_sim0_round4.csv,999,95.2252,2196.5174,46.867,53.5388,4174.911,64.6136,0.1401
newoutcome1_00010,a,simulation_a_sim0_round5.csv,999,108.4685,2409.9767,49.0915,71.5936,4964.9422,70.4623,0.2202
newoutcome1_00010,a,simulation_a_sim0_round6.csv,999,104.7748,1964.7538,44.3255,66.1034,3944.317,62.8038,0.1241
newoutcome1_00010,a,simulation_a_sim0_round7.csv,999,94.3694,1614.2813,40.1781,51.2776,2970.4569,54.5019,0.043
newoutcome1_00010,a,simulation_a_sim0_round8.csv,999,110.8559,2155.7047,46.4296,75.6151,4403.6188,66.3598,0.1782
newoutcome1_00010,a,simulation_a_sim0_round9.csv,999,100.1802,1990.2481,44.6122,59.9989,3864.8569,62.168,0.1121
newoutcome1_00010,b,simulation_b_sim0_round0.csv,999,90.2252,2039.1526,45.157,46.0564,3772.5656,61.4212,0.1201
newoutcome1_00010,b,simulation_b_sim0_round1.csv,999,96.2162,1763.1235,41.9896,49.6951,3590.9065,59.9242,0.1181
newoutcome1_00010,b,simulation_b_sim0_round10.csv,999,111.4414,2522.5194,50.2247,77.7004,5065.5574,71.1727,0.2362
newoutcome1_00010,b,simulation_b_sim0_round11.csv,999,103.1532,2732.4324,52.2727,67.2279,5254.7199,72.4894,0.2242
newoutcome1_00010,b,simulation_b_sim0_round12.csv,999,112.3874,2600.7325,50.9974,77.8396,5391.1206,73.4243,0.2703
newoutcome1_00010,b,simulation_b_sim0_round13.csv,999,99.955,2601.4759,51.0047,60.7478,5093.1664,71.3664,0.2142
newoutcome1_00010,b,simulation_b_sim0_round14.csv,999,100.6757,2156.4318,46.4374,64.4408,3919.3724,62.6049,0.1021
newoutcome1_00010,b,simulation_b_sim0_round15.csv,999,93.3333,1591.8337,39.8978,51.6238,2792.1193,52.8405,0.019
newoutcome1_00010,b,simulation_b_sim0_round16.csv,999,121.0811,1833.0986,42.8147,87.4779,4309.6627,65.648,0.2262
newoutcome1_00010,b,simulation_b_sim0_round17.csv,999,124.955,1463.3998,38.2544,86.6435,4517.3726,67.2114,0.2683
newoutcome1_00010,b,simulation_b_sim0_round18.csv,999,91.0811,3464.4614,58.8597,59.3899,6066.5264,77.8879,0.2492
newoutcome1_00010,b,simulation_b_sim0_round19.csv,999,94.3694,2482.7181,49.8269,57.9976,4385.0979,66.2201,0.1301
newoutcome1_00010,b,simulation_b_sim0_round2.csv,999,97.4775,2001.4962,44.7381,56.0463,3843.5018,61.996,0.1121
newoutcome1_00010,b,simulation_b_sim0_round20.csv,999,110.5405,2499.5071,49.9951,75.5721,5093.452,71.3684,0.2362
newoutcome1_00010,b,simulation_b_sim0_round21.csv,999,134.5495,1545.9392,39.3184,102.9965,4759.118,68.9864,0.3764
newoutcome1_00010,b,simulation_b_sim0_round22.csv,999,105.1351,2457.1711,49.5699,62.1177,5407.5964,73.5364,0.2683
newoutcome1_00010,b,simulation_b_sim0_round23.csv,999,100.4054,3253.7683,57.0418,70.3616,5694.3793,75.4611,0.2362
newoutcome1_00010,b,simulation_b_sim0_round24.csv,999,110.6306,2345.644,48.4318,74.8738,4854.0432,69.671,0.2172
newoutcome1_00010,b,simulation_b_sim0_round3.csv,999,95.8108,2131.2057,46.165,55.2407,3984.748,63.1249,0.1181
newoutcome1_00010,b,simulation_b_sim0_round4.csv,999,102.2973,2427.5578,49.2703,64.4659,4725.003,68.7387,0.1822
newoutcome1_00010,b,simulation_b_sim0_round5.csv,999,102.8378,2320.621,48.1728,65.6268,4468.3012,66.8454,0.1592
newoutcome1_00010,b,simulation_b_sim0_round6.csv,999,107.0721,2096.4537,45.787,68.9779,4318.8233,65.7178,0.1622
newoutcome1_00010,b,simulation_b_sim0_round7.csv,999,100.8108,2131.2057,46.165,62.4572,4053.1543,63.6644,0.1221
newoutcome1_00010,b,simulation_b_sim0_round8.csv,999,105.8559,2240.0233,47.3289,67.9505,4532.9664,67.3273,0.1762
newoutcome1_00010,b,simulation_b_sim0_round9.csv,999,104.4144,2604.291,51.0323,70.5261,4846.3157,69.6155,0.1872
newoutcome1_00011,a,simulation_a_sim0_round0.csv,999,95.0,2399.6994,48.9867,57.5832,4305.3405,65.6151,0.1291
newoutcome1_00011,a,simulation_a_sim0_round1.csv,999,102.4324,2194.929,46.8501,63.1285,4358.2315,66.0169,0.1562
newoutcome1_00011,a,simulation_a_sim0_round10.csv,999,103.0631,2126.0792,46.1094,64.009,4224.4741,64.996,0.1451
newoutcome1_00011,a,simulation_a_sim0_round11.csv,999,106.3514,2437.0999,49.367,69.9759,4839.9878,69.57,0.2002
newoutcome1_00011,a,simulation_a_sim0_round12.csv,999,104.0541,2030.1915,45.0576,65.2431,4054.5171,63.6751,0.1321
newoutcome1_00011,a,simulation_a_sim0_round13.csv,999,105.4054,2059.3295,45.3798,67.0854,4154.5309,64.4557,0.1431
newoutcome1_00011,a,simulation_a_sim0_round14.csv,999,108.7387,2310.6321,48.069,72.1317,4741.1572,68.8561,0.2012
newoutcome1_00011,a,simulation_a_sim0_round15.csv,999,109.4595,2258.7256,47.5261,72.974,4664.7157,68.2987,0.1972
newoutcome1_00011,a,simulation_a_sim0_round16.csv,999,104.3243,2095.56,45.7773,65.9042,4176.3489,64.6247,0.1421
newoutcome1_00011,a,simulation_a_sim0_round17.csv,999,107.7477,2233.1988,47.2567,70.6148,4562.8741,67.549,0.1832
newoutcome1_00011,a,simulation_a_sim0_round18.csv,999,101.2613,2129.3695,46.1451,61.5485,4185.6173,64.6963,0.1401
newoutcome1_00011,a,simulation_a_sim0_round19.csv,999,107.027,2237.9963,47.3075,70.2747,4489.4745,67.0035,0.1732
newoutcome1_00011,a,simulation_a_sim0_round2.csv,999,105.8559,2410.4642,49.0965,70.7883,4623.5451,67.9967,0.1762
newoutcome1_00011,a,simulation_a_sim0_round20.csv,999,105.3153,2098.6229,45.8107,66.5146,4278.0598,65.4069,0.1552
newoutcome1_00011,a,simulation_a_sim0_round21.csv,999,109.1892,2240.7748,47.3368,72.5224,4626.7489,68.0202,0.1932
newoutcome1_00011,a,simulation_a_sim0_round22.csv,999,104.2793,2163.8087,46.5168,65.0062,4397.2614,66.3118,0.1642
newoutcome1_00011,a,simulation_a_sim0_round23.csv,999,102.4775,2305.4041,48.0146,64.8644,4452.1023,66.7241,0.1582
newoutcome1_00011,a,simulation_a_sim0_round24.csv,999,107.2973,2305.8143,48.0189,70.2917,4677.8268,68.3946,0.1912
newoutcome1_00011,a,simulation_a_sim0_round3.csv,999,114.4595,2726.7616,52.2184,83.4972,5375.153,73.3154,0.2773
newoutcome1_00011,a,simulation_a_sim0_round4.csv,999,97.6577,2019.057,44.9339,58.2973,3738.5287,61.1435,0.0931
newoutcome1_00011,a,simulation_a_sim0_round5.csv,999,109.4595,2319.5973,48.1622,73.2758,4764.2141,69.0233,0.2052
newoutcome1_00011,a,simulation_a_sim0_round6.csv,999,122.1622,2929.3384,54.1234,94.8638,5872.7041,76.6336,0.3764
newoutcome1_00011,a,simulation_a_sim0_round7.csv,999,105.8108,2340.875,48.3826,68.3937,4701.1352,68.5648,0.1892
newoutcome1_00011,a,simulation_a_sim0_round8.csv,999,100.3153,1904.2842,43.6381,59.4926,3737.0818,61.1317,0.1041
newoutcome1_00011,a,simulation_a_sim0_round9.csv,999,125.5856,2092.5175,45.744,95.1707,4825.6115,69.4666,0.3073
newoutcome1_00011,b,simulation_b_sim0_round0.csv,999,103.2883,2000.4238,44.7261,64.8743,3910.4276,62.5334,0.1161
newoutcome1_00011,b,simulation_b_sim0_round1.csv,999,101.1261,1894.9981,43.5316,60.6311,3736.2564,61.1249,0.1041
newoutcome1_00011,b,simulation_b_sim0_round10.csv,999,108.1982,2480.7683,49.8073,72.4505,4984.1701,70.5987,0.2182
newoutcome1_00011,b,simulation_b_sim0_round11.csv,999,111.8018,2373.0028,48.7135,78.3185,4737.6981,68.8309,0.2092
newoutcome1_00011,b,simulation_b_sim0_round12.csv,999,108.964,2332.5678,48.2967,72.4724,4791.3982,69.2199,0.2062
newoutcome1_00011,b,simulation_b_sim0_round13.csv,999,102.2973,2549.3013,50.4906,65.9592,4854.1929,69.672,0.1882
newoutcome1_00011,b,simulation_b_sim0_round14.csv,999,104.8649,2647.9026,51.4578,69.8944,5071.1869,71.2123,0.2112
newoutcome1_00011,b,simulation_b_sim0_round15.csv,999,115.9459,2361.6043,48.5963,81.9289,5075.7002,71.2439,0.2613
newoutcome1_00011,b,simulation_b_sim0_round16.csv,999,107.3423,2269.7584,47.642,70.3068,4605.9393,67.8671,0.1852
newoutcome1_00011,b,simulation_b_sim0_round17.csv,999,104.1892,2296.2357,47.9191,66.4342,4540.3752,67.3823,0.1712
newoutcome1_00011,b,simulation_b_sim0_round18.csv,999,106.3964,2551.2796,50.5102,71.6015,4930.078,70.2145,0.2042
newoutcome1_00011,b,simulation_b_sim0_round19.csv,999,110.9009,2703.6966,51.9971,76.9979,5438.7763,73.7481,0.2663
newoutcome1_00011,b,simulation_b_sim0_round2.csv,999,98.7387,2041.8946,45.1873,57.2862,3996.5501,63.2183,0.1271
newoutcome1_00011,b,simulation_b_sim0_round20.csv,999,115.5405,2234.3769,47.2692,81.185,4811.3781,69.3641,0.2362
newoutcome1_00011,b,simulation_b_sim0_round21.csv,999,112.6577,2434.3376,49.339,78.3642,5022.2169,70.8676,0.2392
newoutcome1_00011,b,simulation_b_sim0_round22.csv,999,107.8378,2367.9657,48.6617,70.7106,4858.6332,69.7039,0.2092
newoutcome1_00011,b,simulation_b_sim0_round23.csv,999,109.2793,2537.6063,50.3747,73.9866,5127.7926,71.6086,0.2342
newoutcome1_00011,b,simulation_b_sim0_round24.csv,999,112.973,2113.5474,45.9733,76.1439,4641.2268,68.1266,0.2112
newoutcome1_00011,b,simulation_b_sim0_round3.csv,999,112.2523,2478.9403,49.789,78.1238,5071.0369,71.2112,0.2412
newoutcome1_00011,b,simulation_b_sim0_round4.csv,999,97.2973,1939.2312,44.0367,56.5215,3653.7526,60.4463,0.0921
newoutcome1_00011,b,simulation_b_sim0_round5.csv,999,102.8829,2082.0614,45.6296,63.9538,4108.4045,64.0968,0.1341
newoutcome1_00011,b,simulation_b_sim0_round6.csv,999,101.036,2164.8324,46.5278,62.1324,4183.2039,64.6777,0.1361
newoutcome1_00011,b,simulation_b_sim0_round7.csv,999,106.2162,2260.9191,47.5491,69.2038,4514.4633,67.1898,0.1732
newoutcome1_00011,b,simulation_b_sim0_round8.csv,999,102.973,2270.4612,47.6494,65.1059,4426.2565,66.5301,0.1582
newoutcome1_00011,b,simulation_b_sim0_round9.csv,999,103.1532,1876.1699,43.3148,62.8455,3798.4769,61.6318,0.1131
newoutcome1_00012,a,simulation_a_sim0_round0.csv,999,105.9009,2411.0613,49.1026,69.8993,4720.3439,68.7048,0.1872
newoutcome1_00012,a,simulation_a_sim0_round1.csv,999,98.3333,3105.9619,55.7312,66.1128,5514.0518,74.2567,0.2202
newoutcome1_00012,a,simulation_a_sim0_round10.csv,999,104.7748,2208.2408,46.9919,67.0439,4382.6847,66.2018,0.1592
newoutcome1_00012,a,simulation_a_sim0_round11.csv,999,111.7568,2251.1943,47.4468,76.4688,4677.0673,68.3891,0.2062
newoutcome1_00012,a,simulation_a_sim0_round12.csv,999,104.6396,2218.3069,47.0989,66.978,4390.0008,66.2571,0.1592
newoutcome1_00012,a,simulation_a_sim0_round13.csv,999,108.2432,2448.6893,49.4842,74.1345,4745.0499,68.8843,0.1942
newoutcome1_00012,a,simulation_a_sim0_round14.csv,999,103.5586,2585.6456,50.8492,67.1563,5004.1154,70.7398,0.2052
newoutcome1_00012,a,simulation_a_sim0_round15.csv,999,103.0631,2211.2996,47.0245,65.6058,4266.9928,65.3222,0.1431
newoutcome1_00012,a,simulation_a_sim0_round16.csv,999,110.4505,2377.4021,48.7586,75.679,4802.5764,69.3006,0.2102
newoutcome1_00012,a,simulation_a_sim0_round17.csv,999,108.1081,2406.9382,49.0606,73.5461,4695.1982,68.5215,0.1902
newoutcome1_00012,a,simulation_a_sim0_round18.csv,999,108.6937,2407.6856,49.0682,73.4859,4801.3322,69.2916,0.2032
newoutcome1_00012,a,simulation_a_sim0_round19.csv,999,107.8829,2526.6506,50.2658,73.4353,4927.6087,70.1969,0.2092
newoutcome1_00012,a,simulation_a_sim0_round2.csv,999,97.2973,1927.0568,43.8983,53.9169,3807.7854,61.7073,0.1191
newoutcome1_00012,a,simulation_a_sim0_round20.csv,999,102.4324,2077.2437,45.5768,62.8592,4127.3837,64.2447,0.1371
newoutcome1_00012,a,simulation_a_sim0_round21.csv,999,106.6667,2566.6834,50.6624,72.2524,4939.5783,70.2821,0.2052
newoutcome1_00012,a,simulation_a_sim0_round22.csv,999,109.009,2324.7685,48.2159,71.893,4842.0261,69.5847,0.2122
newoutcome1_00012,a,simulation_a_sim0_round23.csv,999,108.6937,2152.0243,46.3899,71.631,4443.0197,66.656,0.1762
newoutcome1_00012,a,simulation_a_sim0_round24.csv,999,118.6036,2526.9309,50.2686,86.6503,5377.7236,73.333,0.3033
newoutcome1_00012,a,simulation_a_sim0_round3.csv,999,104.1892,1926.9471,43.897,63.9328,3967.3904,62.9872,0.1301
newoutcome1_00012,a,simulation_a_sim0_round4.csv,999,110.8559,2354.5523,48.5237,79.1039,4436.1328,66.6043,0.1762
newoutcome1_00012,a,simulation_a_sim0_round5.csv,999,108.0631,2073.7746,45.5387,69.4283,4388.6849,66.2471,0.1732
newoutcome1_00012,a,simulation_a_sim0_round6.csv,999,102.7928,2047.8538,45.2532,64.0348,4014.6992,63.3617,0.1251
newoutcome1_00012,a,simulation_a_sim0_round7.csv,999,110.4054,2389.3896,48.8814,74.6357,4934.3259,70.2448,0.2232
newoutcome1_00012,a,simulation_a_sim0_round8.csv,999,124.8649,1867.3915,43.2133,91.9082,4643.3191,68.1419,0.2823
newoutcome1_00012,a,simulation_a_sim0_round9.csv,999,108.3333,2323.6473,48.2042,73.4644,4561.884,67.5417,0.1802
newoutcome1_00012,b,simulation_b_sim0_round0.csv,999,96.8018,1923.9046,43.8623,55.7146,3619.2357,60.1601,0.0901
newoutcome1_00012,b,simulation_b_sim0_round1.csv,999,80.4505,1162.6726,34.098,28.8927,1796.0261,42.3795,0.03
newoutcome1_00012,b,simulation_b_sim0_round10.csv,999,108.7838,2517.9332,50.179,75.1334,4877.2041,69.837,0.2072
newoutcome1_00012,b,simulation_b_sim0_round11.csv,999,108.5135,2426.5707,49.2602,72.9319,4869.9805,69.7852,0.2092
newoutcome1_00012,b,simulation_b_sim0_round12.csv,999,106.8919,2289.2528,47.8461,67.9489,4803.8193,69.3096,0.2062
newoutcome1_00012,b,simulation_b_sim0_round13.csv,999,110.1802,2047.5126,45.2494,71.8928,4446.7474,66.6839,0.1852
newoutcome1_00012,b,simulation_b_sim0_round14.csv,999,105.1802,2323.9154,48.207,69.4071,4468.8863,66.8497,0.1622
newoutcome1_00012,b,simulation_b_sim0_round15.csv,999,110.8559,2054.2517,45.3239,72.6805,4499.2589,67.0765,0.1922
newoutcome1_00012,b,simulation_b_sim0_round16.csv,999,109.4144,2193.5195,46.835,72.3371,4582.7213,67.6958,0.1912
