step,active_motive,motive_1,motive_2,motive_3,motive_4,motive_5,motive_6,motive_7,motive_8
0,,0.33768,0.33184,0.1826,-0.45056,0.12249,-0.23415,0.94342,0.69783
1,4,0.28768,0.29952,0.1576,1.0,0.07249,-0.30183,0.86842,0.63015
2,6,0.23768,0.2672,0.1326,0.96768,0.02249,1.0,0.79342,0.56247
3,,0.18768,0.23488,0.1076,0.93536,-0.02751,0.93232,0.71842,0.49479
4,5,0.13768,0.20256,0.0826,0.90304,1.0,0.86464,0.64342,0.42711
5,,0.08768,0.17024,0.0576,0.87072,0.95,0.79696,0.56842,0.35943
6,,0.03768,0.13792,0.0326,0.8384,0.9,0.72928,0.49342,0.29175
7,,-0.01232,0.1056,0.0076,0.80608,0.85,0.6616,0.41842,0.22407
8,1,1.0,0.07328,-0.0174,0.77376,0.8,0.59392,0.34342,0.15639
9,3,0.95,0.04096,1.0,0.74144,0.75,0.52624,0.26842,0.08871
10,,0.9,0.00864,0.975,0.70912,0.7,0.45856,0.19342,0.02103
11,,0.85,-0.02368,0.95,0.6768,0.65,0.39088,0.11842,-0.04665
12,8,0.8,-0.056,0.925,0.64448,0.6,0.3232,0.04342,1.0
13,2,0.75,1.0,0.9,0.61216,0.55,0.25552,-0.03158,0.93232
14,7,0.7,0.96768,0.875,0.57984,0.5,0.18784,1.0,0.86464
15,,0.65,0.93536,0.85,0.54752,0.45,0.12016,0.925,0.79696
16,,0.6,0.90304,0.825,0.5152,0.4,0.05248,0.85,0.72928
17,,0.55,0.87072,0.8,0.48288,0.35,-0.0152,0.775,0.6616
18,6,0.5,0.8384,0.775,0.45056,0.3,1.0,0.7,0.59392
19,,0.45,0.80608,0.75,0.41824,0.25,0.93232,0.625,0.52624
20,,0.4,0.77376,0.725,0.38592,0.2,0.86464,0.55,0.45856
21,,0.35,0.74144,0.7,0.3536,0.15,0.79696,0.475,0.39088
22,,0.3,0.70912,0.675,0.32128,0.1,0.72928,0.4,0.3232
23,,0.25,0.6768,0.65,0.28896,0.05,0.6616,0.325,0.25552
24,,0.2,0.64448,0.625,0.25664,0.0,0.59392,0.25,0.18784
25,,0.15,0.61216,0.6,0.22432,-0.05,0.52624,0.175,0.12016
26,5,0.1,0.57984,0.575,0.192,1.0,0.45856,0.1,0.05248
27,,0.05,0.54752,0.55,0.15968,0.95,0.39088,0.025,-0.0152
28,8,0.0,0.5152,0.525,0.12736,0.9,0.3232,-0.05,1.0
29,7,-0.05,0.48288,0.5,0.09504,0.85,0.25552,1.0,0.93232
30,1,1.0,0.45056,0.475,0.06272,0.8,0.18784,0.925,0.86464
31,,0.95,0.41824,0.45,0.0304,0.75,0.12016,0.85,0.79696
32,,0.9,0.38592,0.425,-0.00192,0.7,0.05248,0.775,0.72928
33,4,0.85,0.3536,0.4,1.0,0.65,-0.0152,0.7,0.6616
34,6,0.8,0.32128,0.375,0.96768,0.6,1.0,0.625,0.59392
35,,0.75,0.28896,0.35,0.93536,0.55,0.93232,0.55,0.52624
36,,0.7,0.25664,0.325,0.90304,0.5,0.86464,0.475,0.45856
37,,0.65,0.22432,0.3,0.87072,0.45,0.79696,0.4,0.39088
38,,0.6,0.192,0.275,0.8384,0.4,0.72928,0.325,0.3232
39,,0.55,0.15968,0.25,0.80608,0.35,0.6616,0.25,0.25552
40,,0.5,0.12736,0.225,0.77376,0.3,0.59392,0.175,0.18784
41,,0.45,0.09504,0.2,0.74144,0.25,0.52624,0.1,0.12016
42,,0.4,0.06272,0.175,0.70912,0.2,0.45856,0.025,0.05248
43,,0.35,0.0304,0.15,0.6768,0.15,0.39088,-0.05,-0.0152
44,7,0.3,-0.00192,0.125,0.64448,0.1,0.3232,1.0,-0.08288
45,8,0.25,-0.03424,0.1,0.61216,0.05,0.25552,0.925,1.0
46,2,0.2,1.0,0.075,0.57984,0.0,0.18784,0.85,0.93232
47,,0.15,0.96768,0.05,0.54752,-0.05,0.12016,0.775,0.86464
48,5,0.1,0.93536,0.025,0.5152,1.0,0.05248,0.7,0.79696
49,,0.05,0.90304,0.0,0.48288,0.95,-0.0152,0.625,0.72928
50,6,0.0,0.87072,-0.025,0.45056,0.9,1.0,0.55,0.6616
51,3,-0.05,0.8384,1.0,0.41824,0.85,0.93232,0.475,0.59392
52,1,1.0,0.80608,0.975,0.38592,0.8,0.86464,0.4,0.52624
53,,0.95,0.77376,0.95,0.3536,0.75,0.79696,0.325,0.45856
54,,0.9,0.74144,0.925,0.32128,0.7,0.72928,0.25,0.39088
55,,0.85,0.70912,0.9,0.28896,0.65,0.6616,0.175,0.3232
56,,0.8,0.6768,0.875,0.25664,0.6,0.59392,0.1,0.25552
57,,0.75,0.64448,0.85,0.22432,0.55,0.52624,0.025,0.18784
58,,0.7,0.61216,0.825,0.192,0.5,0.45856,-0.05,0.12016
59,7,0.65,0.57984,0.8,0.15968,0.45,0.39088,1.0,0.05248
60,,0.6,0.54752,0.775,0.12736,0.4,0.3232,0.925,-0.0152
61,8,0.55,0.5152,0.75,0.09504,0.35,0.25552,0.85,1.0
62,,0.5,0.48288,0.725,0.06272,0.3,0.18784,0.775,0.93232
63,,0.45,0.45056,0.7,0.0304,0.25,0.12016,0.7,0.86464
64,,0.4,0.41824,0.675,-0.00192,0.2,0.05248,0.625,0.79696
65,4,0.35,0.38592,0.65,1.0,0.15,-0.0152,0.55,0.72928
66,6,0.3,0.3536,0.625,0.96768,0.1,1.0,0.475,0.6616
67,,0.25,0.32128,0.6,0.93536,0.05,0.93232,0.4,0.59392
68,,0.2,0.28896,0.575,0.90304,0.0,0.86464,0.325,0.52624
69,,0.15,0.25664,0.55,0.87072,-0.05,0.79696,0.25,0.45856
70,5,0.1,0.22432,0.525,0.8384,1.0,0.72928,0.175,0.39088
71,,0.05,0.192,0.5,0.80608,0.95,0.6616,0.1,0.3232
72,,0.0,0.15968,0.475,0.77376,0.9,0.59392,0.025,0.25552
73,,-0.05,0.12736,0.45,0.74144,0.85,0.52624,-0.05,0.18784
74,1,1.0,0.09504,0.425,0.70912,0.8,0.45856,-0.125,0.12016
75,7,0.95,0.06272,0.4,0.6768,0.75,0.39088,1.0,0.05248
76,,0.9,0.0304,0.375,0.64448,0.7,0.3232,0.925,-0.0152
77,8,0.85,-0.00192,0.35,0.61216,0.65,0.25552,0.85,1.0
78,2,0.8,1.0,0.325,0.57984,0.6,0.18784,0.775,0.93232
79,,0.75,0.96768,0.3,0.54752,0.55,0.12016,0.7,0.86464
80,,0.7,0.93536,0.275,0.5152,0.5,0.05248,0.625,0.79696
81,,0.65,0.90304,0.25,0.48288,0.45,-0.0152,0.55,0.72928
82,6,0.6,0.87072,0.225,0.45056,0.4,1.0,0.475,0.6616
83,,0.55,0.8384,0.2,0.41824,0.35,0.93232,0.4,0.59392
84,,0.5,0.80608,0.175,0.38592,0.3,0.86464,0.325,0.52624
85,,0.45,0.77376,0.15,0.3536,0.25,0.79696,0.25,0.45856
86,,0.4,0.74144,0.125,0.32128,0.2,0.72928,0.175,0.39088
87,,0.35,0.70912,0.1,0.28896,0.15,0.6616,0.1,0.3232
88,,0.3,0.6768,0.075,0.25664,0.1,0.59392,0.025,0.25552
89,,0.25,0.64448,0.05,0.22432,0.05,0.52624,-0.05,0.18784
90,7,0.2,0.61216,0.025,0.192,0.0,0.45856,1.0,0.12016
91,,0.15,0.57984,0.0,0.15968,-0.05,0.39088,0.925,0.05248
92,5,0.1,0.54752,-0.025,0.12736,1.0,0.3232,0.85,-0.0152
93,3,0.05,0.5152,1.0,0.09504,0.95,0.25552,0.775,-0.08288
94,8,0.0,0.48288,0.975,0.06272,0.9,0.18784,0.7,1.0
95,,-0.05,0.45056,0.95,0.0304,0.85,0.12016,0.625,0.93232
96,1,1.0,0.41824,0.925,-0.00192,0.8,0.05248,0.55,0.86464
97,4,0.95,0.38592,0.9,1.0,0.75,-0.0152,0.475,0.79696
