,motive_1,motive_2,motive_3,motive_4,motive_5,motive_6,motive_7,motive_8
motive_1,0.0,0.057,0.05,0.043,0.04,0.043,0.05,0.057
motive_2,0.057,0.0,0.057,0.05,0.043,0.04,0.043,0.05
motive_3,0.05,0.057,0.0,0.057,0.05,0.043,0.04,0.043
motive_4,0.043,0.05,0.057,0.0,0.057,0.05,0.043,0.04
motive_5,0.04,0.043,0.05,0.057,0.0,0.057,0.05,0.043
motive_6,0.043,0.04,0.043,0.05,0.057,0.0,0.057,0.05
motive_7,0.05,0.043,0.04,0.043,0.05,0.057,0.0,0.057
motive_8,0.057,0.05,0.043,0.04,0.043,0.05,0.057,0.0
