,motive_1,motive_2,motive_3,motive_4,motive_5,motive_6,motive_7,motive_8
motive_1,0.0,0.014,0.01,0.006,-0.15,0.006,0.01,0.014
motive_2,0.014,0.0,0.014,0.01,0.006,0.005,0.006,0.01
motive_3,0.01,0.014,0.0,0.014,0.01,0.006,0.005,0.006
motive_4,0.006,0.01,0.014,0.0,0.014,0.01,0.006,0.005
motive_5,-0.15,0.006,0.01,0.014,0.0,0.014,0.01,0.006
motive_6,0.006,0.005,0.006,0.01,0.014,0.0,0.014,0.01
motive_7,0.01,0.006,0.005,0.006,0.01,0.014,0.0,0.014
motive_8,0.014,0.01,0.006,0.005,0.006,0.01,0.014,0.0
