,motive_1,motive_2,motive_3,motive_4,motive_5,motive_6,motive_7,motive_8
motive_1,0.0,0.081,0.01,-0.061,-0.09,-0.061,0.01,0.081
motive_2,0.081,0.0,0.081,0.01,-0.061,-0.09,-0.061,0.01
motive_3,0.01,0.081,0.0,0.081,0.01,-0.061,-0.09,-0.061
motive_4,-0.061,0.01,0.081,0.0,0.081,0.01,-0.061,-0.09
motive_5,-0.09,-0.061,0.01,0.081,0.0,0.081,0.01,-0.061
motive_6,-0.061,-0.09,-0.061,0.01,0.081,0.0,0.081,0.01
motive_7,0.01,-0.061,-0.09,-0.061,0.01,0.081,0.0,0.081
motive_8,0.081,0.01,-0.061,-0.09,-0.061,0.01,0.081,0.0
