active_motive
8
7
5
1
3
4
6
7
5
1
2
3
8
7
5
1
3
4
6
5
7
1
2
3
8
5
1
7
3
5
4
6
1
7
2
3
5
8
1
7
3
5
1
4
6
7
2
3
5
1
8
7
5
3
1
4
6
7
5
2
1
3
8
7
5
1
3
4
6
7
5
1
2
3
8
5
7
1
3
5
4
6
1
7
2
3
8
5
1
7
3
5
1
4
6
7
2
3
5
8
1
7
5
3
1
4
6
7
5
2
3
1
8
7
5
1
3
4
6
7
5
1
2
3
8
5
7
1
3
5
4
6
1
7
2
3
8
5
1
7
3
5
1
4
6
7
2
3
8
5
1
7
3
5
1
4
6
7
5
3
2
8
1
7
5
3
1
4
6
7
5
3
1
2
8
5
7
1
3
5
4
6
7
1
3
2
8
5
1
7
3
5
1
4
6
7
3
2
8
5
1
7
3
5
1
4
6
7
3
5
2
8
1
7
5
3
1
4
5
7
6
3
1
2
8
5
7
1
3
5
4
7
1
6
3
2
8
5
1
7
3
5
1
4
7
6
3
2
5
8
1
7
3
5
1
4
7
6
3
5
2
8
1
7
5
3
1
4
7
5
6
3
1
2
8
5
7
1
3
5
4
7
1
6
3
2
8
5
1
7
3
5
1
4
7
6
3
2
8
5
1
7
3
5
1
4
7
6
3
5
2
8
1
7
5
3
1
4
7
5
6
3
1
2
8
5
7
1
3
5
4
7
1
6
3
2
8
5
1
7
3
5
1
4
7
6
3
2
8
5
1
7
3
5
1
4
7
6
3
5
2
8
1
7
5
3
1
4
7
5
6
3
1
2
8
5
7
1
3
5
4
7
1
6
3
2
8
5
1
7
3
5
1
4
7
6
3
2
8
5
1
7
3
5
1
4
7
6
3
5
2
8
1
7
5
3
1
4
7
5
6
3
1
2
8
5
7
1
3
5
4
7
1
6
3
2
8
5
1
7
3
5
1
4
7
6
3
2
8
5
1
7
3
5
1
4
7
6
3
5
2
8
1
7
5
3
1
4
7
5
6
3
1
2
8
5
7
1
3
5
4
7
1
6
3
2
8
5
1
7
3
5
1
4
7
6
3
2
8
5
1
7
3
5
1
4
7
6
3
5
2
8
1
7
5
3
1
4
7
5
6
3
1
2
8
5
7
1
3
5
4
7
1
6
3
2
8
5
1
7
3
5
1
4
7
6
3
2
8
5
1
7
3
5
1
4
7
6
3
5
2
8
1
7
5
3
1
4
7
5
6
3
1
2
8
5
7
1
3
5
4
7
1
6
3
2
8
5
1
7
3
5
1
4
7
6
3
2
8
5
1
7
3
5
1
4
7
6
3
5
2
8
1
7
5
3
1
4
7
5
6
3
1
2
8
5
7
1
3
5
4
7
1
6
3
2
8
5
1
7
3
5
1
4
7
6
3
2
8
5
1
7
3
5
1
4
7
6
3
5
2
8
1
7
5
3
1
4
7
5
6
3
1
2
8
5
7
1
3
5
4
7
1
6
3
2
8
5
1
7
3
5
1
4
7
6
3
2
8
5
1
7
3
5
1
4
7
6
3
5
2
8
1
7
5
3
1
4
7
5
6
3
1
2
8
5
7
1
3
5
4
7
1
6
3
2
8
5
1
7
3
5
1
4
7
6
3
2
8
5
1
7
3
5
1
4
7
6
3
5
2
8
1
7
5
3
1
4
7
5
6
3
1
2
8
5
7
1
3
5
4
7
1
6
3
2
8
5
1
7
3
5
1
4
7
6
3
2
8
5
1
7
3
5
1
4
7
6
3
5
2
8
1
7
5
3
1
4
7
5
6
3
1
2
8
5
7
1
3
5
4
7
1
6
3
2
8
5
1
7
3
5
1
4
7
6
3
2
8
5
1
7
3
5
1
4
7
6
3
5
2
8
1
7
5
3
1
4
7
5
6
3
1
2
8
5
7
1
3
5
4
7
1
6
3
2
8
5
1
7
3
5
1
4
7
6
3
2
8
5
1
7
3
5
1
4
7
6
3
5
2
8
1
7
5
3
1
4
7
5
6
3
1
2
8
5
7
1
3
5
4
7
1
6
3
2
8
5
1
7
3
5
1
4
7
6
3
2
8
5
1
7
3
5
1
4
7
6
3
5
2
8
1
7
5
3
1
4
7
5
6
3
1
2
8
5
7
1
3
5
4
7
1
6
3
2
8
5
1
7
3
5
1
4
7
6
3
2
8
5
