,motive_1,motive_2,motive_3,motive_4,motive_5,motive_6,motive_7,motive_8
motive_1,0.0,0.065,0.079,0.115,0.15,0.165,0.15,0.115
motive_2,0.065,0.0,0.065,0.1,0.135,0.15,0.135,0.1
motive_3,0.079,0.065,0.0,0.115,0.15,0.165,0.15,0.115
motive_4,0.115,0.1,0.115,0.0,0.185,0.2,0.185,0.15
motive_5,0.15,0.135,0.15,0.185,0.0,-0.2,0.221,0.185
motive_6,0.165,0.15,0.165,0.2,-0.2,0.0,0.235,0.2
motive_7,0.15,0.135,0.15,0.185,0.221,0.235,0.0,0.185
motive_8,0.115,0.1,0.115,0.15,0.185,0.2,0.185,0.0
