,motive_1,motive_2,motive_3,motive_4,motive_5,motive_6,motive_7,motive_8
motive_1,0.0,0.041,0.043,0.046,0.05,0.051,0.05,0.046
motive_2,0.041,0.0,0.041,0.045,0.049,0.05,0.049,0.045
motive_3,0.043,0.041,0.0,0.046,0.05,0.051,0.05,0.046
motive_4,0.046,0.045,0.046,0.0,0.054,0.055,0.054,0.05
motive_5,0.05,0.049,0.05,0.054,0.0,-0.15,0.057,0.054
motive_6,0.051,0.05,0.051,0.055,0.059,0.0,0.059,0.055
motive_7,0.05,0.049,0.05,0.054,0.057,0.059,0.0,0.054
motive_8,0.046,0.045,0.046,0.05,0.054,0.055,0.054,0.0
