step,active_motive,motive_0,motive_1,motive_2,motive_3,motive_4,motive_5,motive_6,motive_7
0,1.0,0.34442,0.36971,1.0,0.83027,1.0,0.96965,0.4468,1.0
1,1.0,0.59542,1.0,1.0,1.0,1.0,1.0,0.6978,1.0
2,,0.57542,0.98,0.98,0.98,0.98,0.98,0.6778,0.98
3,,0.55542,0.96,0.96,0.96,0.96,0.96,0.6578,0.96
4,,0.53542,0.94,0.94,0.94,0.94,0.94,0.6378,0.94
5,,0.51542,0.92,0.92,0.92,0.92,0.92,0.6178,0.92
6,,0.49542,0.9,0.9,0.9,0.9,0.9,0.5978,0.9
7,,0.47542,0.88,0.88,0.88,0.88,0.88,0.5778,0.88
8,,0.45542,0.86,0.86,0.86,0.86,0.86,0.5578,0.86
9,,0.43542,0.84,0.84,0.84,0.84,0.84,0.5378,0.84
10,,0.41542,0.82,0.82,0.82,0.82,0.82,0.5178,0.82
11,,0.39542,0.8,0.8,0.8,0.8,0.8,0.4978,0.8
12,,0.37542,0.78,0.78,0.78,0.78,0.78,0.4778,0.78
13,,0.35542,0.76,0.76,0.76,0.76,0.76,0.4578,0.76
14,,0.33542,0.74,0.74,0.74,0.74,0.74,0.4378,0.74
15,,0.31542,0.72,0.72,0.72,0.72,0.72,0.4178,0.72
16,,0.29542,0.7,0.7,0.7,0.7,0.7,0.3978,0.7
17,,0.27542,0.68,0.68,0.68,0.68,0.68,0.3778,0.68
18,,0.25542,0.66,0.66,0.66,0.66,0.66,0.3578,0.66
19,,0.23542,0.64,0.64,0.64,0.64,0.64,0.3378,0.64
20,,0.21542,0.62,0.62,0.62,0.62,0.62,0.3178,0.62
21,,0.19542,0.6,0.6,0.6,0.6,0.6,0.2978,0.6
22,,0.17542,0.58,0.58,0.58,0.58,0.58,0.2778,0.58
23,,0.15542,0.56,0.56,0.56,0.56,0.56,0.2578,0.56
24,,0.13542,0.54,0.54,0.54,0.54,0.54,0.2378,0.54
25,,0.11542,0.52,0.52,0.52,0.52,0.52,0.2178,0.52
26,,0.09542,0.5,0.5,0.5,0.5,0.5,0.1978,0.5
27,,0.07542,0.48,0.48,0.48,0.48,0.48,0.1778,0.48
28,,0.05542,0.46,0.46,0.46,0.46,0.46,0.1578,0.46
29,,0.03542,0.44,0.44,0.44,0.44,0.44,0.1378,0.44
30,,0.01542,0.42,0.42,0.42,0.42,0.42,0.1178,0.42
31,,-0.00458,0.4,0.4,0.4,0.4,0.4,0.0978,0.4
32,0.0,0.99542,0.651,0.68,0.651,0.58,0.651,0.3778,0.651
33,0.0,1.0,0.902,0.96,0.902,0.76,0.902,0.6578,0.902
34,,0.98,0.882,0.94,0.882,0.74,0.882,0.6378,0.882
35,,0.96,0.862,0.92,0.862,0.72,0.862,0.6178,0.862
36,,0.94,0.842,0.9,0.842,0.7,0.842,0.5978,0.842
37,,0.92,0.822,0.88,0.822,0.68,0.822,0.5778,0.822
38,,0.9,0.802,0.86,0.802,0.66,0.802,0.5578,0.802
39,,0.88,0.782,0.84,0.782,0.64,0.782,0.5378,0.782
40,,0.86,0.762,0.82,0.762,0.62,0.762,0.5178,0.762
41,,0.84,0.742,0.8,0.742,0.6,0.742,0.4978,0.742
42,,0.82,0.722,0.78,0.722,0.58,0.722,0.4778,0.722
43,,0.8,0.702,0.76,0.702,0.56,0.702,0.4578,0.702
44,,0.78,0.682,0.74,0.682,0.54,0.682,0.4378,0.682
45,,0.76,0.662,0.72,0.662,0.52,0.662,0.4178,0.662
46,,0.74,0.642,0.7,0.642,0.5,0.642,0.3978,0.642
47,,0.72,0.622,0.68,0.622,0.48,0.622,0.3778,0.622
48,,0.7,0.602,0.66,0.602,0.46,0.602,0.3578,0.602
49,,0.68,0.582,0.64,0.582,0.44,0.582,0.3378,0.582
50,,0.66,0.562,0.62,0.562,0.42,0.562,0.3178,0.562
51,,0.64,0.542,0.6,0.542,0.4,0.542,0.2978,0.542
52,,0.62,0.522,0.58,0.522,0.38,0.522,0.2778,0.522
53,,0.6,0.502,0.56,0.502,0.36,0.502,0.2578,0.502
54,,0.58,0.482,0.54,0.482,0.34,0.482,0.2378,0.482
55,,0.56,0.462,0.52,0.462,0.32,0.462,0.2178,0.462
56,,0.54,0.442,0.5,0.442,0.3,0.442,0.1978,0.442
57,,0.52,0.422,0.48,0.422,0.28,0.422,0.1778,0.422
58,,0.5,0.402,0.46,0.402,0.26,0.402,0.1578,0.402
59,,0.48,0.382,0.44,0.382,0.24,0.382,0.1378,0.382
60,,0.46,0.362,0.42,0.362,0.22,0.362,0.1178,0.362
61,,0.44,0.342,0.4,0.342,0.2,0.342,0.0978,0.342
62,,0.42,0.322,0.38,0.322,0.18,0.322,0.0778,0.322
63,,0.4,0.302,0.36,0.302,0.16,0.302,0.0578,0.302
64,,0.38,0.282,0.34,0.282,0.14,0.282,0.0378,0.282
65,,0.36,0.262,0.32,0.262,0.12,0.262,0.0178,0.262
66,,0.34,0.242,0.3,0.242,0.1,0.242,-0.0022,0.242
67,6.0,0.62,0.493,0.48,0.493,0.38,0.493,0.9978,0.493
68,6.0,0.9,0.744,0.66,0.744,0.66,0.744,1.0,0.744
69,,0.88,0.724,0.64,0.724,0.64,0.724,0.98,0.724
70,,0.86,0.704,0.62,0.704,0.62,0.704,0.96,0.704
71,,0.84,0.684,0.6,0.684,0.6,0.684,0.94,0.684
72,,0.82,0.664,0.58,0.664,0.58,0.664,0.92,0.664
73,,0.8,0.644,0.56,0.644,0.56,0.644,0.9,0.644
74,,0.78,0.624,0.54,0.624,0.54,0.624,0.88,0.624
75,,0.76,0.604,0.52,0.604,0.52,0.604,0.86,0.604
76,,0.74,0.584,0.5,0.584,0.5,0.584,0.84,0.584
77,,0.72,0.564,0.48,0.564,0.48,0.564,0.82,0.564
78,,0.7,0.544,0.46,0.544,0.46,0.544,0.8,0.544
79,,0.68,0.524,0.44,0.524,0.44,0.524,0.78,0.524
80,,0.66,0.504,0.42,0.504,0.42,0.504,0.76,0.504
81,,0.64,0.484,0.4,0.484,0.4,0.484,0.74,0.484
82,,0.62,0.464,0.38,0.464,0.38,0.464,0.72,0.464
83,,0.6,0.444,0.36,0.444,0.36,0.444,0.7,0.444
84,,0.58,0.424,0.34,0.424,0.34,0.424,0.68,0.424
85,,0.56,0.404,0.32,0.404,0.32,0.404,0.66,0.404
86,,0.54,0.384,0.3,0.384,0.3,0.384,0.64,0.384
87,,0.52,0.364,0.28,0.364,0.28,0.364,0.62,0.364
88,,0.5,0.344,0.26,0.344,0.26,0.344,0.6,0.344
89,,0.48,0.324,0.24,0.324,0.24,0.324,0.58,0.324
90,,0.46,0.304,0.22,0.304,0.22,0.304,0.56,0.304
91,,0.44,0.284,0.2,0.284,0.2,0.284,0.54,0.284
92,,0.42,0.264,0.18,0.264,0.18,0.264,0.52,0.264
93,,0.4,0.244,0.16,0.244,0.16,0.244,0.5,0.244
94,,0.38,0.224,0.14,0.224,0.14,0.224,0.48,0.224
95,,0.36,0.204,0.12,0.204,0.12,0.204,0.46,0.204
96,,0.34,0.184,0.1,0.184,0.1,0.184,0.44,0.184
97,,0.32,0.164,0.08,0.164,0.08,0.164,0.42,0.164
98,,0.3,0.144,0.06,0.144,0.06,0.144,0.4,0.144
99,,0.28,0.124,0.04,0.124,0.04,0.124,0.38,0.124
100,,0.26,0.104,0.02,0.104,0.02,0.104,0.36,0.104
101,,0.24,0.084,0.0,0.084,0.0,0.084,0.34,0.084
102,,0.22,0.064,-0.02,0.064,-0.02,0.064,0.32,0.064
103,2.0,0.5,0.315,0.98,0.315,0.26,0.315,0.5,0.315
104,2.0,0.78,0.566,1.0,0.566,0.54,0.566,0.68,0.566
105,,0.76,0.546,0.98,0.546,0.52,0.546,0.66,0.546
106,,0.74,0.526,0.96,0.526,0.5,0.526,0.64,0.526
107,,0.72,0.506,0.94,0.506,0.48,0.506,0.62,0.506
108,,0.7,0.486,0.92,0.486,0.46,0.486,0.6,0.486
109,,0.68,0.466,0.9,0.466,0.44,0.466,0.58,0.466
110,,0.66,0.446,0.88,0.446,0.42,0.446,0.56,0.446
111,,0.64,0.426,0.86,0.426,0.4,0.426,0.54,0.426
112,,0.62,0.406,0.84,0.406,0.38,0.406,0.52,0.406
113,,0.6,0.386,0.82,0.386,0.36,0.386,0.5,0.386
114,,0.58,0.366,0.8,0.366,0.34,0.366,0.48,0.366
115,,0.56,0.346,0.78,0.346,0.32,0.346,0.46,0.346
116,,0.54,0.326,0.76,0.326,0.3,0.326,0.44,0.326
117,,0.52,0.306,0.74,0.306,0.28,0.306,0.42,0.306
118,,0.5,0.286,0.72,0.286,0.26,0.286,0.4,0.286
119,,0.48,0.266,0.7,0.266,0.24,0.266,0.38,0.266
120,,0.46,0.246,0.68,0.246,0.22,0.246,0.36,0.246
121,,0.44,0.226,0.66,0.226,0.2,0.226,0.34,0.226
122,,0.42,0.206,0.64,0.206,0.18,0.206,0.32,0.206
123,,0.4,0.186,0.62,0.186,0.16,0.186,0.3,0.186
124,,0.38,0.166,0.6,0.166,0.14,0.166,0.28,0.166
125,,0.36,0.146,0.58,0.146,0.12,0.146,0.26,0.146
126,,0.34,0.126,0.56,0.126,0.1,0.126,0.24,0.126
127,,0.32,0.106,0.54,0.106,0.08,0.106,0.22,0.106
128,,0.3,0.086,0.52,0.086,0.06,0.086,0.2,0.086
129,,0.28,0.066,0.5,0.066,0.04,0.066,0.18,0.066
130,,0.26,0.046,0.48,0.046,0.02,0.046,0.16,0.046
131,,0.24,0.026,0.46,0.026,0.0,0.026,0.14,0.026
132,,0.22,0.006,0.44,0.006,-0.02,0.006,0.12,0.006
133,4.0,0.4,0.257,0.72,0.257,0.98,0.257,0.4,0.257
134,4.0,0.58,0.508,1.0,0.508,1.0,0.508,0.68,0.508
135,,0.56,0.488,0.98,0.488,0.98,0.488,0.66,0.488
136,,0.54,0.468,0.96,0.468,0.96,0.468,0.64,0.468
137,,0.52,0.448,0.94,0.448,0.94,0.448,0.62,0.448
138,,0.5,0.428,0.92,0.428,0.92,0.428,0.6,0.428
139,,0.48,0.408,0.9,0.408,0.9,0.408,0.58,0.408
140,,0.46,0.388,0.88,0.388,0.88,0.388,0.56,0.388
141,,0.44,0.368,0.86,0.368,0.86,0.368,0.54,0.368
142,,0.42,0.348,0.84,0.348,0.84,0.348,0.52,0.348
143,,0.4,0.328,0.82,0.328,0.82,0.328,0.5,0.328
144,,0.38,0.308,0.8,0.308,0.8,0.308,0.48,0.308
145,,0.36,0.288,0.78,0.288,0.78,0.288,0.46,0.288
146,,0.34,0.268,0.76,0.268,0.76,0.268,0.44,0.268
147,,0.32,0.248,0.74,0.248,0.74,0.248,0.42,0.248
148,,0.3,0.228,0.72,0.228,0.72,0.228,0.4,0.228
149,,0.28,0.208,0.7,0.208,0.7,0.208,0.38,0.208
150,,0.26,0.188,0.68,0.188,0.68,0.188,0.36,0.188
151,,0.24,0.168,0.66,0.168,0.66,0.168,0.34,0.168
152,,0.22,0.148,0.64,0.148,0.64,0.148,0.32,0.148
153,,0.2,0.128,0.62,0.128,0.62,0.128,0.3,0.128
154,,0.18,0.108,0.6,0.108,0.6,0.108,0.28,0.108
155,,0.16,0.088,0.58,0.088,0.58,0.088,0.26,0.088
156,,0.14,0.068,0.56,0.068,0.56,0.068,0.24,0.068
157,,0.12,0.048,0.54,0.048,0.54,0.048,0.22,0.048
158,,0.1,0.028,0.52,0.028,0.52,0.028,0.2,0.028
159,,0.08,0.008,0.5,0.008,0.5,0.008,0.18,0.008
160,,0.06,-0.012,0.48,-0.012,0.48,-0.012,0.16,-0.012
161,1.0,0.311,0.988,0.731,0.268,0.731,0.168,0.411,0.268
162,1.0,0.562,1.0,0.982,0.548,0.982,0.348,0.662,0.548
163,,0.542,0.98,0.962,0.528,0.962,0.328,0.642,0.528
164,,0.522,0.96,0.942,0.508,0.942,0.308,0.622,0.508
165,,0.502,0.94,0.922,0.488,0.922,0.288,0.602,0.488
166,,0.482,0.92,0.902,0.468,0.902,0.268,0.582,0.468
167,,0.462,0.9,0.882,0.448,0.882,0.248,0.562,0.448
168,,0.442,0.88,0.862,0.428,0.862,0.228,0.542,0.428
169,,0.422,0.86,0.842,0.408,0.842,0.208,0.522,0.408
170,,0.402,0.84,0.822,0.388,0.822,0.188,0.502,0.388
171,,0.382,0.82,0.802,0.368,0.802,0.168,0.482,0.368
172,,0.362,0.8,0.782,0.348,0.782,0.148,0.462,0.348
173,,0.342,0.78,0.762,0.328,0.762,0.128,0.442,0.328
174,,0.322,0.76,0.742,0.308,0.742,0.108,0.422,0.308
175,,0.302,0.74,0.722,0.288,0.722,0.088,0.402,0.288
176,,0.282,0.72,0.702,0.268,0.702,0.068,0.382,0.268
177,,0.262,0.7,0.682,0.248,0.682,0.048,0.362,0.248
178,,0.242,0.68,0.662,0.228,0.662,0.028,0.342,0.228
179,,0.222,0.66,0.642,0.208,0.642,0.008,0.322,0.208
180,,0.202,0.64,0.622,0.188,0.622,-0.012,0.302,0.188
181,5.0,0.453,0.82,0.873,0.468,0.873,0.988,0.553,0.468
182,5.0,0.704,1.0,1.0,0.748,1.0,1.0,0.804,0.748
183,,0.684,0.98,0.98,0.728,0.98,0.98,0.784,0.728
184,,0.664,0.96,0.96,0.708,0.96,0.96,0.764,0.708
185,,0.644,0.94,0.94,0.688,0.94,0.94,0.744,0.688
186,,0.624,0.92,0.92,0.668,0.92,0.92,0.724,0.668
187,,0.604,0.9,0.9,0.648,0.9,0.9,0.704,0.648
188,,0.584,0.88,0.88,0.628,0.88,0.88,0.684,0.628
189,,0.564,0.86,0.86,0.608,0.86,0.86,0.664,0.608
190,,0.544,0.84,0.84,0.588,0.84,0.84,0.644,0.588
191,,0.524,0.82,0.82,0.568,0.82,0.82,0.624,0.568
192,,0.504,0.8,0.8,0.548,0.8,0.8,0.604,0.548
193,,0.484,0.78,0.78,0.528,0.78,0.78,0.584,0.528
194,,0.464,0.76,0.76,0.508,0.76,0.76,0.564,0.508
195,,0.444,0.74,0.74,0.488,0.74,0.74,0.544,0.488
196,,0.424,0.72,0.72,0.468,0.72,0.72,0.524,0.468
197,,0.404,0.7,0.7,0.448,0.7,0.7,0.504,0.448
198,,0.384,0.68,0.68,0.428,0.68,0.68,0.484,0.428
199,,0.364,0.66,0.66,0.408,0.66,0.66,0.464,0.408
200,,0.344,0.64,0.64,0.388,0.64,0.64,0.444,0.388
201,,0.324,0.62,0.62,0.368,0.62,0.62,0.424,0.368
202,,0.304,0.6,0.6,0.348,0.6,0.6,0.404,0.348
203,,0.284,0.58,0.58,0.328,0.58,0.58,0.384,0.328
204,,0.264,0.56,0.56,0.308,0.56,0.56,0.364,0.308
205,,0.244,0.54,0.54,0.288,0.54,0.54,0.344,0.288
206,,0.224,0.52,0.52,0.268,0.52,0.52,0.324,0.268
207,,0.204,0.5,0.5,0.248,0.5,0.5,0.304,0.248
208,,0.184,0.48,0.48,0.228,0.48,0.48,0.284,0.228
209,,0.164,0.46,0.46,0.208,0.46,0.46,0.264,0.208
210,,0.144,0.44,0.44,0.188,0.44,0.44,0.244,0.188
211,,0.124,0.42,0.42,0.168,0.42,0.42,0.224,0.168
212,,0.104,0.4,0.4,0.148,0.4,0.4,0.204,0.148
213,,0.084,0.38,0.38,0.128,0.38,0.38,0.184,0.128
214,,0.064,0.36,0.36,0.108,0.36,0.36,0.164,0.108
215,,0.044,0.34,0.34,0.088,0.34,0.34,0.144,0.088
216,,0.024,0.32,0.32,0.068,0.32,0.32,0.124,0.068
217,,0.004,0.3,0.3,0.048,0.3,0.3,0.104,0.048
218,,-0.016,0.28,0.28,0.028,0.28,0.28,0.084,0.028
219,0.0,0.984,0.531,0.56,0.279,0.46,0.531,0.364,0.279
220,0.0,1.0,0.782,0.84,0.53,0.64,0.782,0.644,0.53
221,,0.98,0.762,0.82,0.51,0.62,0.762,0.624,0.51
222,,0.96,0.742,0.8,0.49,0.6,0.742,0.604,0.49
223,,0.94,0.722,0.78,0.47,0.58,0.722,0.584,0.47
224,,0.92,0.702,0.76,0.45,0.56,0.702,0.564,0.45
225,,0.9,0.682,0.74,0.43,0.54,0.682,0.544,0.43
