step,active_motive,motive_1,motive_2,motive_3,motive_4,motive_5,motive_6,motive_7,motive_8
0,,0.16293,0.07057,0.64242,0.02651,0.58578,0.94023,0.57547,0.38817
1,,0.08993,0.01007,0.59242,-0.01149,0.51328,0.88023,0.50197,0.31567
2,4,0.01693,-0.05043,0.54242,1.0,0.44078,0.82023,0.42847,0.24317
3,2,-0.05607,1.0,0.49242,0.962,0.36828,0.76023,0.35497,0.17067
4,1,1.0,0.9395,0.44242,0.924,0.14578,0.70023,0.28147,0.09817
5,,0.927,0.879,0.39242,0.886,0.07328,0.64023,0.20797,0.02567
6,,0.854,0.8185,0.34242,0.848,0.00078,0.58023,0.13447,-0.04683
7,8,0.781,0.758,0.29242,0.81,-0.07172,0.52023,0.06097,1.0
8,5,0.708,0.6975,0.24242,0.772,1.0,0.46023,-0.01253,0.9275
9,7,0.635,0.637,0.19242,0.734,0.9275,0.40023,1.0,0.855
10,,0.562,0.5765,0.14242,0.696,0.855,0.34023,0.9265,0.7825
11,,0.489,0.516,0.09242,0.658,0.7825,0.28023,0.853,0.71
12,,0.416,0.4555,0.04242,0.62,0.71,0.22023,0.7795,0.6375
13,,0.343,0.395,-0.00758,0.582,0.6375,0.16023,0.706,0.565
14,3,0.27,0.3345,1.0,0.544,0.565,0.10023,0.6325,0.4925
15,,0.197,0.274,0.95,0.506,0.4925,0.04023,0.559,0.42
16,,0.124,0.2135,0.9,0.468,0.42,-0.01977,0.4855,0.3475
17,6,0.051,0.153,0.85,0.43,0.3475,1.0,0.412,0.275
18,,-0.022,0.0925,0.8,0.392,0.275,0.94,0.3385,0.2025
19,1,1.0,0.032,0.75,0.354,0.0525,0.88,0.265,0.13
20,,0.927,-0.0285,0.7,0.316,-0.02,0.82,0.1915,0.0575
21,2,0.854,1.0,0.65,0.278,-0.0925,0.76,0.118,-0.015
22,5,0.781,0.9395,0.6,0.24,1.0,0.7,0.0445,-0.0875
23,8,0.708,0.879,0.55,0.202,0.9275,0.64,-0.029,1.0
24,7,0.635,0.8185,0.5,0.164,0.855,0.58,1.0,0.9275
25,,0.562,0.758,0.45,0.126,0.7825,0.52,0.9265,0.855
26,,0.489,0.6975,0.4,0.088,0.71,0.46,0.853,0.7825
27,,0.416,0.637,0.35,0.05,0.6375,0.4,0.7795,0.71
28,,0.343,0.5765,0.3,0.012,0.565,0.34,0.706,0.6375
29,,0.27,0.516,0.25,-0.026,0.4925,0.28,0.6325,0.565
30,4,0.197,0.4555,0.2,1.0,0.42,0.22,0.559,0.4925
31,,0.124,0.395,0.15,0.962,0.3475,0.16,0.4855,0.42
32,,0.051,0.3345,0.1,0.924,0.275,0.1,0.412,0.3475
33,,-0.022,0.274,0.05,0.886,0.2025,0.04,0.3385,0.275
34,1,1.0,0.2135,0.0,0.848,-0.02,-0.02,0.265,0.2025
35,6,0.927,0.153,-0.05,0.81,-0.0925,1.0,0.1915,0.13
36,5,0.854,0.0925,-0.1,0.772,1.0,0.94,0.118,0.0575
