,motive_1,motive_2,motive_3,motive_4,motive_5,motive_6,motive_7,motive_8
motive_1,0.0,0.045,0.01,-0.025,-0.04,-0.025,0.01,0.045
motive_2,0.045,0.0,0.045,0.01,-0.025,-0.04,-0.025,0.01
motive_3,0.01,0.045,0.0,0.045,0.01,-0.025,-0.04,-0.025
motive_4,-0.025,0.01,0.045,0.0,0.045,0.01,-0.025,-0.04
motive_5,-0.04,-0.025,0.01,0.045,0.0,0.045,0.01,-0.025
motive_6,-0.025,-0.04,-0.025,0.01,0.045,0.0,0.045,0.01
motive_7,0.01,-0.025,-0.04,-0.025,0.01,0.045,0.0,0.045
motive_8,0.045,0.01,-0.025,-0.04,-0.025,0.01,0.045,0.0
