active_motive
2
5
1
4
3
8
7
6
5
3
2
5
8
1
4
3
7
6
5
3
2
8
5
1
7
6
4
3
5
3
8
2
7
6
5
1
4
3
5
8
3
7
6
2
5
1
4
3
8
5
7
6
3
2
5
1
4
3
8
7
6
5
3
2
5
1
4
8
3
7
6
5
3
2
8
5
1
4
7
6
3
5
3
2
8
7
5
6
1
4
3
5
8
3
2
7
6
5
1
4
3
8
5
7
6
3
2
5
1
4
3
8
7
5
6
3
2
5
1
4
8
3
7
6
5
3
2
8
5
1
4
7
6
3
5
3
2
8
7
5
6
1
4
3
5
8
3
2
7
6
5
1
4
3
8
5
7
6
3
2
5
1
4
3
8
7
5
6
3
2
5
1
4
8
3
7
6
5
3
2
8
5
1
4
7
6
3
5
3
2
8
7
5
6
1
4
3
5
8
3
2
7
6
5
1
4
3
8
5
7
6
3
2
5
1
4
3
8
7
5
6
3
2
5
1
4
8
3
7
6
5
3
2
8
5
1
4
7
6
3
5
3
2
8
7
5
6
1
4
3
5
8
3
2
7
6
5
1
4
3
8
5
7
6
3
2
5
1
4
3
8
7
5
6
3
2
5
1
4
8
3
7
6
5
3
2
8
5
1
4
7
6
3
5
3
2
8
7
5
6
1
4
3
5
8
3
2
7
6
5
1
4
3
8
5
7
6
3
2
5
1
4
3
8
7
5
6
3
2
5
1
4
8
3
7
6
5
3
2
8
5
1
4
7
6
3
5
3
2
8
7
5
6
1
4
3
5
8
3
2
7
6
5
1
4
3
8
5
7
6
3
2
5
1
4
3
8
7
5
6
3
2
5
1
4
8
3
7
6
5
3
2
8
5
1
4
7
6
3
5
3
2
8
7
5
6
1
4
3
5
8
3
2
7
6
5
1
4
3
8
5
7
6
3
2
5
1
4
3
8
7
5
6
3
2
5
1
4
8
3
7
6
5
3
2
8
5
1
4
7
6
3
5
3
2
8
7
5
6
1
4
3
5
8
3
2
7
6
5
1
4
3
8
5
7
6
3
2
5
1
4
3
8
7
5
6
3
2
5
1
4
8
3
7
6
5
3
2
8
5
