step,active_motive,motive_1,motive_2,motive_3,motive_4,motive_5,motive_6,motive_7,motive_8
0,,-0.25092,0.90143,0.46399,0.19732,-0.68796,-0.68801,-0.88383,0.73235
1,7,-0.23324,0.90843,0.44631,0.15432,-0.74064,-0.73101,1.0,0.73935
2,5,-0.21556,0.91543,0.42863,0.11132,1.0,-0.77401,0.98268,0.74635
3,6,-0.20488,0.91543,0.40395,0.06132,0.93932,1.0,0.95736,0.74635
4,1,1.0,0.95843,0.42127,0.05432,0.92164,0.993,0.97504,0.78935
5,,0.96768,0.90843,0.35359,-0.02068,0.85396,0.943,0.94272,0.76435
6,4,1.0,0.93343,0.35391,1.0,0.81828,0.918,0.9424,0.78935
7,,0.96768,0.88343,0.28623,0.925,0.7506,0.868,0.91008,0.76435
8,,0.93536,0.83343,0.21855,0.85,0.68292,0.818,0.87776,0.73935
9,,0.90304,0.78343,0.15087,0.775,0.61524,0.768,0.84544,0.71435
10,,0.87072,0.73343,0.08319,0.7,0.54756,0.718,0.81312,0.68935
11,,0.8384,0.68343,0.01551,0.625,0.47988,0.668,0.7808,0.66435
12,,0.80608,0.63343,-0.05217,0.55,0.4122,0.618,0.74848,0.63935
13,3,0.85876,0.67643,1.0,0.543,0.39452,0.611,0.76616,0.68235
14,,0.82644,0.62643,0.93232,0.468,0.32684,0.561,0.73384,0.65735
15,,0.79412,0.57643,0.86464,0.393,0.25916,0.511,0.70152,0.63235
16,,0.7618,0.52643,0.79696,0.318,0.19148,0.461,0.6692,0.60735
17,,0.72948,0.47643,0.72928,0.243,0.1238,0.411,0.63688,0.58235
18,,0.69716,0.42643,0.6616,0.168,0.05612,0.361,0.60456,0.55735
19,,0.66484,0.37643,0.59392,0.093,-0.01156,0.311,0.57224,0.53235
20,5,0.68252,0.38343,0.57624,0.05,1.0,0.268,0.55492,0.53935
21,,0.6502,0.33343,0.50856,-0.025,0.93232,0.218,0.5226,0.51435
22,4,0.68588,0.35843,0.50888,1.0,0.89664,0.193,0.52228,0.53935
23,,0.65356,0.30843,0.4412,0.925,0.82896,0.143,0.48996,0.51435
24,,0.62124,0.25843,0.37352,0.85,0.76128,0.093,0.45764,0.48935
25,,0.58892,0.20843,0.30584,0.775,0.6936,0.043,0.42532,0.46435
26,,0.5566,0.15843,0.23816,0.7,0.62592,-0.007,0.393,0.43935
27,6,0.56728,0.15843,0.21348,0.65,0.56524,1.0,0.36768,0.43935
28,,0.53496,0.10843,0.1458,0.575,0.49756,0.95,0.33536,0.41435
