,motive_1,motive_2,motive_3,motive_4,motive_5,motive_6,motive_7,motive_8
motive_1,0.0,0.109,0.107,0.104,0.1,0.099,0.1,0.104
motive_2,0.109,0.0,0.109,0.105,0.101,0.1,0.101,0.105
motive_3,0.107,0.109,0.0,0.104,0.1,0.099,0.1,0.104
motive_4,0.104,0.105,0.104,0.0,0.096,0.095,0.096,0.1
motive_5,0.1,0.101,0.1,0.096,0.0,0.091,0.093,0.096
motive_6,0.099,0.1,0.099,0.095,0.091,0.0,0.091,0.095
motive_7,0.1,0.101,0.1,0.096,0.093,0.091,0.0,0.096
motive_8,0.104,0.105,0.104,0.1,0.096,0.095,0.096,0.0
