,motive_1,motive_2,motive_3,motive_4,motive_5,motive_6,motive_7,motive_8
motive_1,0.0,0.035,0.0,-0.035,-0.05,-0.035,0.0,0.035
motive_2,0.035,0.0,0.035,0.0,-0.035,-0.05,-0.035,0.0
motive_3,0.0,0.035,0.0,0.035,0.0,-0.035,-0.05,-0.035
motive_4,-0.035,0.0,0.035,0.0,0.035,0.0,-0.035,-0.05
motive_5,-0.05,-0.035,0.0,0.035,0.0,0.035,0.0,-0.035
motive_6,-0.035,-0.05,-0.035,0.0,0.035,0.0,0.035,0.0
motive_7,0.0,-0.035,-0.05,-0.035,0.0,0.035,0.0,0.035
motive_8,0.035,0.0,-0.035,-0.05,-0.035,0.0,0.035,0.0
