step,active_motive,motive_1,motive_2,motive_3,motive_4,motive_5,motive_6,motive_7,motive_8
0,,0.42697,0.0861,0.13548,0.14281,0.13545,0.4277,0.01594,0.03805
1,,-0.57303,-0.9139,-0.86452,-0.85719,-0.86455,-0.5723,-0.98406,-0.96195
2,7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.01594,-1.0
3,7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0
4,5,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.2,-1.0
5,5,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-0.6,-1.0
6,4,-1.0,-1.0,-1.0,0.0,0.271,-1.0,-1.0,-1.0
7,4,-1.0,-1.0,-1.0,1.0,-0.458,-1.0,-1.0,-1.0
8,3,-1.0,-1.0,0.0,0.271,-1.0,-1.0,-1.0,-1.0
9,3,-1.0,-1.0,1.0,-0.458,-1.0,-1.0,-1.0,-1.0
10,7,-1.0,-1.0,0.1,-1.0,-1.0,-1.0,0.0,-1.0
11,7,-1.0,-1.0,-0.8,-1.0,-1.0,-1.0,1.0,-1.0
12,2,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,0.129,-1.0
13,2,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-0.742,-1.0
14,4,-1.0,0.2,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
15,4,-1.0,-0.6,-1.0,1.0,-1.0,-1.0,-1.0,-1.0
16,7,-1.0,-1.0,-1.0,0.129,-1.0,-1.0,0.0,-1.0
17,7,-1.0,-1.0,-1.0,-0.742,-1.0,-1.0,1.0,-1.0
18,3,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.1,-1.0
19,3,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-0.8,-1.0
20,1,0.0,-1.0,0.2,-1.0,-1.0,-1.0,-1.0,-1.0
21,1,1.0,-1.0,-0.6,-1.0,-1.0,-1.0,-1.0,-1.0
22,2,0.271,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23,2,-0.458,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
24,3,-1.0,0.271,0.0,-1.0,-1.0,-1.0,-1.0,-1.0
25,3,-1.0,-0.458,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
26,8,-1.0,-1.0,0.129,-1.0,-1.0,-1.0,-1.0,0.0
27,8,-1.0,-1.0,-0.742,-1.0,-1.0,-1.0,-1.0,1.0
28,2,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2
29,2,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.6
30,1,0.0,0.271,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
31,1,1.0,-0.458,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
32,4,0.129,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
33,4,-0.742,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0
34,2,-1.0,0.0,-1.0,0.2,-1.0,-1.0,-1.0,-1.0
35,2,-1.0,1.0,-1.0,-0.6,-1.0,-1.0,-1.0,-1.0
36,8,-1.0,0.2,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
37,8,-1.0,-0.6,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
38,4,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.1
39,4,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-0.8
40,6,-1.0,-1.0,-1.0,0.2,-1.0,0.0,-1.0,-1.0
41,6,-1.0,-1.0,-1.0,-0.6,-1.0,1.0,-1.0,-1.0
42,7,-1.0,-1.0,-1.0,-1.0,-1.0,0.271,0.0,-1.0
43,7,-1.0,-1.0,-1.0,-1.0,-1.0,-0.458,1.0,-1.0
44,1,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2,-1.0
45,1,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.6,-1.0
46,6,0.129,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0
47,6,-0.742,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0
48,2,-1.0,0.0,-1.0,-1.0,-1.0,0.1,-1.0,-1.0
49,2,-1.0,1.0,-1.0,-1.0,-1.0,-0.8,-1.0,-1.0
50,1,0.0,0.271,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
51,1,1.0,-0.458,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
52,6,0.129,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0
53,6,-0.742,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0
54,5,-1.0,-1.0,-1.0,-1.0,0.0,0.271,-1.0,-1.0
55,5,-1.0,-1.0,-1.0,-1.0,1.0,-0.458,-1.0,-1.0
56,4,-1.0,-1.0,-1.0,0.0,0.271,-1.0,-1.0,-1.0
57,4,-1.0,-1.0,-1.0,1.0,-0.458,-1.0,-1.0,-1.0
58,2,-1.0,0.0,-1.0,0.2,-1.0,-1.0,-1.0,-1.0
59,2,-1.0,1.0,-1.0,-0.6,-1.0,-1.0,-1.0,-1.0
60,6,-1.0,0.1,-1.0,-1.0,-1.0,0.0,-1.0,-1.0
61,6,-1.0,-0.8,-1.0,-1.0,-1.0,1.0,-1.0,-1.0
62,1,0.0,-1.0,-1.0,-1.0,-1.0,0.129,-1.0,-1.0
63,1,1.0,-1.0,-1.0,-1.0,-1.0,-0.742,-1.0,-1.0
64,8,0.271,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
65,8,-0.458,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
66,7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.271
67,7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-0.458
68,3,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.1,-1.0
69,3,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-0.8,-1.0
70,5,-1.0,-1.0,0.2,-1.0,0.0,-1.0,-1.0,-1.0
71,5,-1.0,-1.0,-0.6,-1.0,1.0,-1.0,-1.0,-1.0
72,8,-1.0,-1.0,-1.0,-1.0,0.129,-1.0,-1.0,0.0
73,8,-1.0,-1.0,-1.0,-1.0,-0.742,-1.0,-1.0,1.0
74,4,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.1
75,4,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-0.8
76,3,-1.0,-1.0,0.0,0.271,-1.0,-1.0,-1.0,-1.0
77,3,-1.0,-1.0,1.0,-0.458,-1.0,-1.0,-1.0,-1.0
78,8,-1.0,-1.0,0.129,-1.0,-1.0,-1.0,-1.0,0.0
79,8,-1.0,-1.0,-0.742,-1.0,-1.0,-1.0,-1.0,1.0
80,1,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.271
81,1,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.458
82,3,0.2,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0
83,3,-0.6,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
84,6,-1.0,-1.0,0.129,-1.0,-1.0,0.0,-1.0,-1.0
85,6,-1.0,-1.0,-0.742,-1.0,-1.0,1.0,-1.0,-1.0
86,8,-1.0,-1.0,-1.0,-1.0,-1.0,0.2,-1.0,0.0
87,8,-1.0,-1.0,-1.0,-1.0,-1.0,-0.6,-1.0,1.0
88,7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.271
89,7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-0.458
90,3,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.1,-1.0
91,3,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-0.8,-1.0
92,1,0.0,-1.0,0.2,-1.0,-1.0,-1.0,-1.0,-1.0
93,1,1.0,-1.0,-0.6,-1.0,-1.0,-1.0,-1.0,-1.0
94,7,0.2,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0
95,7,-0.6,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0
96,8,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.271,0.0
97,8,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.458,1.0
98,2,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2
99,2,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.6
100,4,-1.0,0.2,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
101,4,-1.0,-0.6,-1.0,1.0,-1.0,-1.0,-1.0,-1.0
102,8,-1.0,-1.0,-1.0,0.1,-1.0,-1.0,-1.0,0.0
103,8,-1.0,-1.0,-1.0,-0.8,-1.0,-1.0,-1.0,1.0
104,7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.271
105,7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-0.458
106,3,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.1,-1.0
107,3,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-0.8,-1.0
108,4,-1.0,-1.0,0.271,0.0,-1.0,-1.0,-1.0,-1.0
109,4,-1.0,-1.0,-0.458,1.0,-1.0,-1.0,-1.0,-1.0
110,6,-1.0,-1.0,-1.0,0.2,-1.0,0.0,-1.0,-1.0
111,6,-1.0,-1.0,-1.0,-0.6,-1.0,1.0,-1.0,-1.0
112,8,-1.0,-1.0,-1.0,-1.0,-1.0,0.2,-1.0,0.0
113,8,-1.0,-1.0,-1.0,-1.0,-1.0,-0.6,-1.0,1.0
114,5,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,0.129
115,5,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-0.742
116,2,-1.0,0.0,-1.0,-1.0,0.129,-1.0,-1.0,-1.0
117,2,-1.0,1.0,-1.0,-1.0,-0.742,-1.0,-1.0,-1.0
118,1,0.0,0.271,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
119,1,1.0,-0.458,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
120,3,0.2,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0
121,3,-0.6,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
122,7,-1.0,-1.0,0.1,-1.0,-1.0,-1.0,0.0,-1.0
123,7,-1.0,-1.0,-0.8,-1.0,-1.0,-1.0,1.0,-1.0
124,4,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,0.129,-1.0
125,4,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-0.742,-1.0
126,3,-1.0,-1.0,0.0,0.271,-1.0,-1.0,-1.0,-1.0
127,3,-1.0,-1.0,1.0,-0.458,-1.0,-1.0,-1.0,-1.0
128,5,-1.0,-1.0,0.2,-1.0,0.0,-1.0,-1.0,-1.0
129,5,-1.0,-1.0,-0.6,-1.0,1.0,-1.0,-1.0,-1.0
130,8,-1.0,-1.0,-1.0,-1.0,0.129,-1.0,-1.0,0.0
131,8,-1.0,-1.0,-1.0,-1.0,-0.742,-1.0,-1.0,1.0
132,3,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,0.129
133,3,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-0.742
134,4,-1.0,-1.0,0.271,0.0,-1.0,-1.0,-1.0,-1.0
135,4,-1.0,-1.0,-0.458,1.0,-1.0,-1.0,-1.0,-1.0
136,8,-1.0,-1.0,-1.0,0.1,-1.0,-1.0,-1.0,0.0
137,8,-1.0,-1.0,-1.0,-0.8,-1.0,-1.0,-1.0,1.0
138,7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.271
139,7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-0.458
140,5,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.2,-1.0
141,5,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-0.6,-1.0
142,4,-1.0,-1.0,-1.0,0.0,0.271,-1.0,-1.0,-1.0
143,4,-1.0,-1.0,-1.0,1.0,-0.458,-1.0,-1.0,-1.0
144,8,-1.0,-1.0,-1.0,0.1,-1.0,-1.0,-1.0,0.0
145,8,-1.0,-1.0,-1.0,-0.8,-1.0,-1.0,-1.0,1.0
146,2,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2
147,2,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.6
148,4,-1.0,0.2,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
149,4,-1.0,-0.6,-1.0,1.0,-1.0,-1.0,-1.0,-1.0
150,6,-1.0,-1.0,-1.0,0.2,-1.0,0.0,-1.0,-1.0
151,6,-1.0,-1.0,-1.0,-0.6,-1.0,1.0,-1.0,-1.0
152,1,0.0,-1.0,-1.0,-1.0,-1.0,0.129,-1.0,-1.0
153,1,1.0,-1.0,-1.0,-1.0,-1.0,-0.742,-1.0,-1.0
154,7,0.2,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0
155,7,-0.6,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0
156,5,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.2,-1.0
