,motive_1,motive_2,motive_3,motive_4,motive_5,motive_6,motive_7,motive_8
motive_1,0.0,0.271,0.3,0.271,0.2,0.271,0.3,0.271
motive_2,0.271,0.0,0.271,0.3,0.271,0.2,0.271,0.3
motive_3,0.3,0.271,0.0,0.271,0.3,0.271,0.2,0.271
motive_4,0.271,0.3,0.271,0.0,0.271,0.3,0.271,0.2
motive_5,0.2,0.271,0.3,0.271,0.0,0.271,0.3,0.271
motive_6,0.271,0.2,0.271,0.3,0.271,0.0,0.271,0.3
motive_7,0.3,0.271,0.2,0.271,0.3,0.271,0.0,0.271
motive_8,0.271,0.3,0.271,0.2,0.271,0.3,0.271,0.0
