step,active_motive,motive_1,motive_2,motive_3,motive_4,motive_5,motive_6,motive_7,motive_8
0,,-0.25092,0.90143,0.46399,0.19732,-0.68796,-0.68801,-0.88383,0.73235
1,7,-0.22592,0.91811,0.46399,0.18364,-0.70596,-0.69669,1.0,0.75403
2,5,-0.20092,0.93479,0.46399,0.16996,1.0,-0.91437,1.0,0.77571
3,6,-0.17492,0.95247,0.46499,0.15728,0.775,1.0,1.0,0.79839
4,1,1.0,0.96115,0.45799,0.1356,0.75,0.98332,1.0,0.81207
5,,0.975,0.92883,0.40799,0.06792,0.675,0.91564,0.95,0.77975
6,,0.95,0.89651,0.35799,0.00024,0.6,0.84796,0.9,0.74743
7,,0.925,0.86419,0.30799,-0.06744,0.525,0.78028,0.85,0.71511
8,4,0.946,0.87687,0.30399,1.0,0.504,0.7676,0.854,0.73279
9,,0.921,0.84455,0.25399,0.93232,0.429,0.69992,0.804,0.70047
10,,0.896,0.81223,0.20399,0.86464,0.354,0.63224,0.754,0.66815
11,,0.871,0.77991,0.15399,0.79696,0.279,0.56456,0.704,0.63583
12,,0.846,0.74759,0.10399,0.72928,0.204,0.49688,0.654,0.60351
13,,0.821,0.71527,0.05399,0.6616,0.129,0.4292,0.604,0.57119
14,,0.796,0.68295,0.00399,0.59392,0.054,0.36152,0.554,0.53887
15,,0.771,0.65063,-0.04601,0.52624,-0.021,0.29384,0.504,0.50655
16,3,0.789,0.65931,1.0,0.50456,-0.046,0.27716,0.504,0.52023
17,5,0.814,0.67599,1.0,0.49088,1.0,0.05948,0.511,0.54191
18,,0.789,0.64367,0.95,0.4232,0.925,-0.0082,0.461,0.50959
19,6,0.815,0.66135,0.951,0.41052,0.7,1.0,0.47,0.53227
20,,0.79,0.62903,0.901,0.34284,0.625,0.93232,0.42,0.49995
21,,0.765,0.59671,0.851,0.27516,0.55,0.86464,0.37,0.46763
22,,0.74,0.56439,0.801,0.20748,0.475,0.79696,0.32,0.43531
23,,0.715,0.53207,0.751,0.1398,0.4,0.72928,0.27,0.40299
24,,0.69,0.49975,0.701,0.07212,0.325,0.6616,0.22,0.37067
25,,0.665,0.46743,0.651,0.00444,0.25,0.59392,0.17,0.33835
26,,0.64,0.43511,0.601,-0.06324,0.175,0.52624,0.12,0.30603
27,4,0.661,0.44779,0.597,1.0,0.154,0.51356,0.124,0.32371
28,,0.636,0.41547,0.547,0.93232,0.079,0.44588,0.074,0.29139
29,,0.611,0.38315,0.497,0.86464,0.004,0.3782,0.024,0.25907
30,,0.586,0.35083,0.447,0.79696,-0.071,0.31052,-0.026,0.22675
31,5,0.611,0.36751,0.447,0.78328,1.0,0.09284,-0.019,0.24843
32,7,0.636,0.38419,0.447,0.7696,0.982,0.08416,1.0,0.27011
33,,0.611,0.35187,0.397,0.70192,0.907,0.01648,0.95,0.23779
34,,0.586,0.31955,0.347,0.63424,0.832,-0.0512,0.9,0.20547
