step,active_motive,motive_1,motive_2,motive_3,motive_4,motive_5,motive_6,motive_7,motive_8
0,,0.09342,-0.63029,0.93917,0.55027,0.879,0.78965,0.1958,0.84375
1,2,0.04274,1.0,0.92385,0.53527,0.84968,0.73965,0.13112,0.77875
2,,-0.02494,0.95,0.89153,0.51027,0.81736,0.68965,0.06344,0.70375
3,1,1.0,0.917,0.86921,0.48827,0.78504,0.64265,0.00576,0.64575
4,,0.93232,0.867,0.83689,0.46327,0.75272,0.59265,-0.06192,0.57075
5,7,0.87464,0.82,0.80457,0.44127,0.7304,0.55965,1.0,0.51275
6,,0.80696,0.77,0.77225,0.41627,0.69808,0.50965,0.93232,0.43775
7,,0.73928,0.72,0.73993,0.39127,0.66576,0.45965,0.86464,0.36275
8,,0.6716,0.67,0.70761,0.36627,0.63344,0.40965,0.79696,0.28775
9,,0.60392,0.62,0.67529,0.34127,0.60112,0.35965,0.72928,0.21275
10,,0.53624,0.57,0.64297,0.31627,0.5688,0.30965,0.6616,0.13775
11,,0.46856,0.52,0.61065,0.29127,0.53648,0.25965,0.59392,0.06275
12,,0.40088,0.47,0.57833,0.26627,0.50416,0.20965,0.52624,-0.01225
13,8,0.3502,0.43,0.54901,0.24127,0.47484,0.16965,0.47556,1.0
14,,0.28252,0.38,0.51669,0.21627,0.44252,0.11965,0.40788,0.925
15,,0.21484,0.33,0.48437,0.19127,0.4102,0.06965,0.3402,0.85
16,,0.14716,0.28,0.45205,0.16627,0.37788,0.01965,0.27252,0.775
17,,0.07948,0.23,0.41973,0.14127,0.34556,-0.03035,0.20484,0.7
18,6,0.0148,0.18,0.39041,0.12627,0.33024,1.0,0.15416,0.635
19,,-0.05288,0.13,0.35809,0.10127,0.29792,0.95,0.08648,0.56
20,1,1.0,0.097,0.33577,0.07927,0.2656,0.903,0.0288,0.502
21,,0.93232,0.047,0.30345,0.05427,0.23328,0.853,-0.03888,0.427
22,7,0.87464,0.0,0.27113,0.03227,0.21096,0.82,1.0,0.369
23,,0.80696,-0.05,0.23881,0.00727,0.17864,0.77,0.93232,0.294
24,2,0.75628,1.0,0.22349,-0.00773,0.14932,0.72,0.86764,0.229
25,4,0.6916,0.96,0.20817,1.0,0.134,0.68,0.80296,0.154
26,,0.62392,0.91,0.17585,0.975,0.10168,0.63,0.73528,0.079
27,,0.55624,0.86,0.14353,0.95,0.06936,0.58,0.6676,0.004
