tag,git_commit,steps,n_simulations,seed,activation_check,activation_check_params,decay,decay_params,growth,growth_params,influence,influence_params,starting_values,starting_values_params
First_Hypothesis_01922,972d0a8,1000,30,42,linear_check,{},flat_decay,{'decay_rate': 0.05},flat_growth,{'growth_rate': 1},cosinus_influence,"{'amplitude': 0.1, 'elevation': 0}",random_starting_values,"{'low': 0, 'high': 0.1}"
First_Hypothesis_01923,972d0a8,1000,30,42,linear_check,{},flat_decay,{'decay_rate': 0.1},flat_growth,{'growth_rate': 1},cosinus_influence,"{'amplitude': 0.1, 'elevation': 0}",random_starting_values,"{'low': 0, 'high': 0.1}"
First_Hypothesis_01924,972d0a8,1000,30,42,linear_check,{},flat_decay,{'decay_rate': 0.15},flat_growth,{'growth_rate': 1},cosinus_influence,"{'amplitude': 0.1, 'elevation': 0}",random_starting_values,"{'low': 0, 'high': 0.1}"
First_Hypothesis_01925,972d0a8,1000,30,42,linear_check,{},flat_decay,{'decay_rate': 0.2},flat_growth,{'growth_rate': 1},cosinus_influence,"{'amplitude': 0.1, 'elevation': 0}",random_starting_values,"{'low': 0, 'high': 0.1}"
First_Hypothesis_01926,972d0a8,1000,30,42,linear_check,{},flat_decay,{'decay_rate': 0.5},flat_growth,{'growth_rate': 1},cosinus_influence,"{'amplitude': 0.1, 'elevation': 0}",random_starting_values,"{'low': 0, 'high': 0.1}"
First_Hypothesis_01927,972d0a8,1000,30,42,linear_check,{},flat_decay,{'decay_rate': 1},flat_growth,{'growth_rate': 1},cosinus_influence,"{'amplitude': 0.1, 'elevation': 0}",random_starting_values,"{'low': 0, 'high': 0.1}"
First_Hypothesis_01928,972d0a8,1000,30,42,linear_check,{},flat_decay,{'decay_rate': 0.01},flat_growth,{'growth_rate': 1},cosinus_influence,"{'amplitude': 0.1, 'elevation': 0}",random_starting_values,"{'low': 0, 'high': 0.5}"
First_Hypothesis_01929,972d0a8,1000,30,42,linear_check,{},flat_decay,{'decay_rate': 0.02},flat_growth,{'growth_rate': 1},cosinus_influence,"{'amplitude': 0.1, 'elevation': 0}",random_starting_values,"{'low': 0, 'high': 0.5}"
First_Hypothesis_01930,972d0a8,1000,30,42,linear_check,{},flat_decay,{'decay_rate': 0.05},flat_growth,{'growth_rate': 1},cosinus_influence,"{'amplitude': 0.1, 'elevation': 0}",random_starting_values,"{'low': 0, 'high': 0.5}"
First_Hypothesis_01931,972d0a8,1000,30,42,linear_check,{},flat_decay,{'decay_rate': 0.1},flat_growth,{'growth_rate': 1},cosinus_influence,"{'amplitude': 0.1, 'elevation': 0}",random_starting_values,"{'low': 0, 'high': 0.5}"
First_Hypothesis_01932,972d0a8,1000,30,42,linear_check,{},flat_decay,{'decay_rate': 0.15},flat_growth,{'growth_rate': 1},cosinus_influence,"{'amplitude': 0.1, 'elevation': 0}",random_starting_values,"{'low': 0, 'high': 0.5}"
First_Hypothesis_01933,972d0a8,1000,30,42,linear_check,{},flat_decay,{'decay_rate': 0.2},flat_growth,{'growth_rate': 1},cosinus_influence,"{'amplitude': 0.1, 'elevation': 0}",random_starting_values,"{'low': 0, 'high': 0.5}"
First_Hypothesis_01934,972d0a8,1000,30,42,linear_check,{},flat_decay,{'decay_rate': 0.5},flat_growth,{'growth_rate': 1},cosinus_influence,"{'amplitude': 0.1, 'elevation': 0}",random_starting_values,"{'low': 0, 'high': 0.5}"
First_Hypothesis_01935,972d0a8,1000,30,42,linear_check,{},flat_decay,{'decay_rate': 1},flat_growth,{'growth_rate': 1},cosinus_influence,"{'amplitude': 0.1, 'elevation': 0}",random_starting_values,"{'low': 0, 'high': 0.5}"
First_Hypothesis_01936,972d0a8,1000,30,42,linear_check,{},flat_decay,{'decay_rate': 0.01},flat_growth,{'growth_rate': 1},cosinus_influence,"{'amplitude': 0.1, 'elevation': 0}",random_starting_values,"{'low': 0, 'high': 1}"
First_Hypothesis_01937,972d0a8,1000,30,42,linear_check,{},flat_decay,{'decay_rate': 0.02},flat_growth,{'growth_rate': 1},cosinus_influence,"{'amplitude': 0.1, 'elevation': 0}",random_starting_values,"{'low': 0, 'high': 1}"
First_Hypothesis_01938,972d0a8,1000,30,42,linear_check,{},flat_decay,{'decay_rate': 0.05},flat_growth,{'growth_rate': 1},cosinus_influence,"{'amplitude': 0.1, 'elevation': 0}",random_starting_values,"{'low': 0, 'high': 1}"
First_Hypothesis_01939,972d0a8,1000,30,42,linear_check,{},flat_decay,{'decay_rate': 0.1},flat_growth,{'growth_rate': 1},cosinus_influence,"{'amplitude': 0.1, 'elevation': 0}",random_starting_values,"{'low': 0, 'high': 1}"
First_Hypothesis_01940,972d0a8,1000,30,42,linear_check,{},flat_decay,{'decay_rate': 0.15},flat_growth,{'growth_rate': 1},cosinus_influence,"{'amplitude': 0.1, 'elevation': 0}",random_starting_values,"{'low': 0, 'high': 1}"
First_Hypothesis_01941,972d0a8,1000,30,42,linear_check,{},flat_decay,{'decay_rate': 0.2},flat_growth,{'growth_rate': 1},cosinus_influence,"{'amplitude': 0.1, 'elevation': 0}",random_starting_values,"{'low': 0, 'high': 1}"
First_Hypothesis_01942,972d0a8,1000,30,42,linear_check,{},flat_decay,{'decay_rate': 0.5},flat_growth,{'growth_rate': 1},cosinus_influence,"{'amplitude': 0.1, 'elevation': 0}",random_starting_values,"{'low': 0, 'high': 1}"
First_Hypothesis_01943,972d0a8,1000,30,42,linear_check,{},flat_decay,{'decay_rate': 1},flat_growth,{'growth_rate': 1},cosinus_influence,"{'amplitude': 0.1, 'elevation': 0}",random_starting_values,"{'low': 0, 'high': 1}"
First_Hypothesis_01944,972d0a8,1000,30,42,linear_check,{},flat_decay,{'decay_rate': 0.01},flat_growth,{'growth_rate': 1},cosinus_influence,"{'amplitude': 0.1, 'elevation': 0.1}",random_starting_values,"{'low': 0, 'high': 0.1}"
First_Hypothesis_01945,972d0a8,1000,30,42,linear_check,{},flat_decay,{'decay_rate': 0.02},flat_growth,{'growth_rate': 1},cosinus_influence,"{'amplitude': 0.1, 'elevation': 0.1}",random_starting_values,"{'low': 0, 'high': 0.1}"
First_Hypothesis_01946,972d0a8,1000,30,42,linear_check,{},flat_decay,{'decay_rate': 0.05},flat_growth,{'growth_rate': 1},cosinus_influence,"{'amplitude': 0.1, 'elevation': 0.1}",random_starting_values,"{'low': 0, 'high': 0.1}"
First_Hypothesis_01947,972d0a8,1000,30,42,linear_check,{},flat_decay,{'decay_rate': 0.1},flat_growth,{'growth_rate': 1},cosinus_influence,"{'amplitude': 0.1, 'elevation': 0.1}",random_starting_values,"{'low': 0, 'high': 0.1}"
First_Hypothesis_01948,972d0a8,1000,30,42,linear_check,{},flat_decay,{'decay_rate': 0.15},flat_growth,{'growth_rate': 1},cosinus_influence,"{'amplitude': 0.1, 'elevation': 0.1}",random_starting_values,"{'low': 0, 'high': 0.1}"
First_Hypothesis_01949,972d0a8,1000,30,42,linear_check,{},flat_decay,{'decay_rate': 0.2},flat_growth,{'growth_rate': 1},cosinus_influence,"{'amplitude': 0.1, 'elevation': 0.1}",random_starting_values,"{'low': 0, 'high': 0.1}"
First_Hypothesis_01950,972d0a8,1000,30,42,linear_check,{},flat_decay,{'decay_rate': 0.5},flat_growth,{'growth_rate': 1},cosinus_influence,"{'amplitude': 0.1, 'elevation': 0.1}",random_starting_values,"{'low': 0, 'high': 0.1}"
First_Hypothesis_01951,972d0a8,1000,30,42,linear_check,{},flat_decay,{'decay_rate': 1},flat_growth,{'growth_rate': 1},cosinus_influence,"{'amplitude': 0.1, 'elevation': 0.1}",random_starting_values,"{'low': 0, 'high': 0.1}"
First_Hypothesis_01952,972d0a8,1000,30,42,linear_check,{},flat_decay,{'decay_rate': 0.01},flat_growth,{'growth_rate': 1},cosinus_influence,"{'amplitude': 0.1, 'elevation': 0.1}",random_starting_values,"{'low': 0, 'high': 0.5}"
First_Hypothesis_01953,972d0a8,1000,30,42,linear_check,{},flat_decay,{'decay_rate': 0.02},flat_growth,{'growth_rate': 1},cosinus_influence,"{'amplitude': 0.1, 'elevation': 0.1}",random_starting_values,"{'low': 0, 'high': 0.5}"
First_Hypothesis_01954,972d0a8,1000,30,42,linear_check,{},flat_decay,{'decay_rate': 0.05},flat_growth,{'growth_rate': 1},cosinus_influence,"{'amplitude': 0.1, 'elevation': 0.1}",random_starting_values,"{'low': 0, 'high': 0.5}"
First_Hypothesis_01955,972d0a8,1000,30,42,linear_check,{},flat_decay,{'decay_rate': 0.1},flat_growth,{'growth_rate': 1},cosinus_influence,"{'amplitude': 0.1, 'elevation': 0.1}",random_starting_values,"{'low': 0, 'high': 0.5}"
First_Hypothesis_01956,972d0a8,1000,30,42,linear_check,{},flat_decay,{'decay_rate': 0.15},flat_growth,{'growth_rate': 1},cosinus_influence,"{'amplitude': 0.1, 'elevation': 0.1}",random_starting_values,"{'low': 0, 'high': 0.5}"
First_Hypothesis_01957,972d0a8,1000,30,42,linear_check,{},flat_decay,{'decay_rate': 0.2},flat_growth,{'growth_rate': 1},cosinus_influence,"{'amplitude': 0.1, 'elevation': 0.1}",random_starting_values,"{'low': 0, 'high': 0.5}"
First_Hypothesis_01958,972d0a8,1000,30,42,linear_check,{},flat_decay,{'decay_rate': 0.5},flat_growth,{'growth_rate': 1},cosinus_influence,"{'amplitude': 0.1, 'elevation': 0.1}",random_starting_values,"{'low': 0, 'high': 0.5}"
First_Hypothesis_01959,972d0a8,1000,30,42,linear_check,{},flat_decay,{'decay_rate': 1},flat_growth,{'growth_rate': 1},cosinus_influence,"{'amplitude': 0.1, 'elevation': 0.1}",random_starting_values,"{'low': 0, 'high': 0.5}"
First_Hypothesis_01960,972d0a8,1000,30,42,linear_check,{},flat_decay,{'decay_rate': 0.01},flat_growth,{'growth_rate': 1},cosinus_influence,"{'amplitude': 0.1, 'elevation': 0.1}",random_starting_values,"{'low': 0, 'high': 1}"
First_Hypothesis_01961,972d0a8,1000,30,42,linear_check,{},flat_decay,{'decay_rate': 0.02},flat_growth,{'growth_rate': 1},cosinus_influence,"{'amplitude': 0.1, 'elevation': 0.1}",random_starting_values,"{'low': 0, 'high': 1}"
First_Hypothesis_01962,972d0a8,1000,30,42,linear_check,{},flat_decay,{'decay_rate': 0.05},flat_growth,{'growth_rate': 1},cosinus_influence,"{'amplitude': 0.1, 'elevation': 0.1}",random_starting_values,"{'low': 0, 'high': 1}"
First_Hypothesis_01963,972d0a8,1000,30,42,linear_check,{},flat_decay,{'decay_rate': 0.1},flat_growth,{'growth_rate': 1},cosinus_influence,"{'amplitude': 0.1, 'elevation': 0.1}",random_starting_values,"{'low': 0, 'high': 1}"
First_Hypothesis_01964,972d0a8,1000,30,42,linear_check,{},flat_decay,{'decay_rate': 0.15},flat_growth,{'growth_rate': 1},cosinus_influence,"{'amplitude': 0.1, 'elevation': 0.1}",random_starting_values,"{'low': 0, 'high': 1}"
First_Hypothesis_01965,972d0a8,1000,30,42,linear_check,{},flat_decay,{'decay_rate': 0.2},flat_growth,{'growth_rate': 1},cosinus_influence,"{'amplitude': 0.1, 'elevation': 0.1}",random_starting_values,"{'low': 0, 'high': 1}"
First_Hypothesis_01966,972d0a8,1000,30,42,linear_check,{},flat_decay,{'decay_rate': 0.5},flat_growth,{'growth_rate': 1},cosinus_influence,"{'amplitude': 0.1, 'elevation': 0.1}",random_starting_values,"{'low': 0, 'high': 1}"
First_Hypothesis_01967,972d0a8,1000,30,42,linear_check,{},flat_decay,{'decay_rate': 1},flat_growth,{'growth_rate': 1},cosinus_influence,"{'amplitude': 0.1, 'elevation': 0.1}",random_starting_values,"{'low': 0, 'high': 1}"
First_Hypothesis_01968,972d0a8,1000,30,42,linear_check,{},flat_decay,{'decay_rate': 0.01},flat_growth,{'growth_rate': 1},cosinus_influence,"{'amplitude': 0.1, 'elevation': 0.2}",random_starting_values,"{'low': 0, 'high': 0.1}"
First_Hypothesis_01969,972d0a8,1000,30,42,linear_check,{},flat_decay,{'decay_rate': 0.02},flat_growth,{'growth_rate': 1},cosinus_influence,"{'amplitude': 0.1, 'elevation': 0.2}",random_starting_values,"{'low': 0, 'high': 0.1}"
First_Hypothesis_01970,972d0a8,1000,30,42,linear_check,{},flat_decay,{'decay_rate': 0.05},flat_growth,{'growth_rate': 1},cosinus_influence,"{'amplitude': 0.1, 'elevation': 0.2}",random_starting_values,"{'low': 0, 'high': 0.1}"
First_Hypothesis_01971,972d0a8,1000,30,42,linear_check,{},flat_decay,{'decay_rate': 0.1},flat_growth,{'growth_rate': 1},cosinus_influence,"{'amplitude': 0.1, 'elevation': 0.2}",random_starting_values,"{'low': 0, 'high': 0.1}"
First_Hypothesis_01972,972d0a8,1000,30,42,linear_check,{},flat_decay,{'decay_rate': 0.15},flat_growth,{'growth_rate': 1},cosinus_influence,"{'amplitude': 0.1, 'elevation': 0.2}",random_starting_values,"{'low': 0, 'high': 0.1}"
First_Hypothesis_01973,972d0a8,1000,30,42,linear_check,{},flat_decay,{'decay_rate': 0.2},flat_growth,{'growth_rate': 1},cosinus_influence,"{'amplitude': 0.1, 'elevation': 0.2}",random_starting_values,"{'low': 0, 'high': 0.1}"
First_Hypothesis_01974,972d0a8,1000,30,42,linear_check,{},flat_decay,{'decay_rate': 0.5},flat_growth,{'growth_rate': 1},cosinus_influence,"{'amplitude': 0.1, 'elevation': 0.2}",random_starting_values,"{'low': 0, 'high': 0.1}"
First_Hypothesis_01975,972d0a8,1000,30,42,linear_check,{},flat_decay,{'decay_rate': 1},flat_growth,{'growth_rate': 1},cosinus_influence,"{'amplitude': 0.1, 'elevation': 0.2}",random_starting_values,"{'low': 0, 'high': 0.1}"
First_Hypothesis_01976,972d0a8,1000,30,42,linear_check,{},flat_decay,{'decay_rate': 0.01},flat_growth,{'growth_rate': 1},cosinus_influence,"{'amplitude': 0.1, 'elevation': 0.2}",random_starting_values,"{'low': 0, 'high': 0.5}"
First_Hypothesis_01977,972d0a8,1000,30,42,linear_check,{},flat_decay,{'decay_rate': 0.02},flat_growth,{'growth_rate': 1},cosinus_influence,"{'amplitude': 0.1, 'elevation': 0.2}",random_starting_values,"{'low': 0, 'high': 0.5}"
First_Hypothesis_01978,972d0a8,1000,30,42,linear_check,{},flat_decay,{'decay_rate': 0.05},flat_growth,{'growth_rate': 1},cosinus_influence,"{'amplitude': 0.1, 'elevation': 0.2}",random_starting_values,"{'low': 0, 'high': 0.5}"
First_Hypothesis_01979,972d0a8,1000,30,42,linear_check,{},flat_decay,{'decay_rate': 0.1},flat_growth,{'growth_rate': 1},cosinus_influence,"{'amplitude': 0.1, 'elevation': 0.2}",random_starting_values,"{'low': 0, 'high': 0.5}"
First_Hypothesis_01980,972d0a8,1000,30,42,linear_check,{},flat_decay,{'decay_rate': 0.15},flat_growth,{'growth_rate': 1},cosinus_influence,"{'amplitude': 0.1, 'elevation': 0.2}",random_starting_values,"{'low': 0, 'high': 0.5}"
First_Hypothesis_01981,972d0a8,1000,30,42,linear_check,{},flat_decay,{'decay_rate': 0.2},flat_growth,{'growth_rate': 1},cosinus_influence,"{'amplitude': 0.1, 'elevation': 0.2}",random_starting_values,"{'low': 0, 'high': 0.5}"
First_Hypothesis_01982,972d0a8,1000,30,42,linear_check,{},flat_decay,{'decay_rate': 0.5},flat_growth,{'growth_rate': 1},cosinus_influence,"{'amplitude': 0.1, 'elevation': 0.2}",random_starting_values,"{'low': 0, 'high': 0.5}"
First_Hypothesis_01983,972d0a8,1000,30,42,linear_check,{},flat_decay,{'decay_rate': 1},flat_growth,{'growth_rate': 1},cosinus_influence,"{'amplitude': 0.1, 'elevation': 0.2}",random_starting_values,"{'low': 0, 'high': 0.5}"
First_Hypothesis_01984,972d0a8,1000,30,42,linear_check,{},flat_decay,{'decay_rate': 0.01},flat_growth,{'growth_rate': 1},cosinus_influence,"{'amplitude': 0.1, 'elevation': 0.2}",random_starting_values,"{'low': 0, 'high': 1}"
First_Hypothesis_01985,972d0a8,1000,30,42,linear_check,{},flat_decay,{'decay_rate': 0.02},flat_growth,{'growth_rate': 1},cosinus_influence,"{'amplitude': 0.1, 'elevation': 0.2}",random_starting_values,"{'low': 0, 'high': 1}"
First_Hypothesis_01986,972d0a8,1000,30,42,linear_check,{},flat_decay,{'decay_rate': 0.05},flat_growth,{'growth_rate': 1},cosinus_influence,"{'amplitude': 0.1, 'elevation': 0.2}",random_starting_values,"{'low': 0, 'high': 1}"
First_Hypothesis_01987,972d0a8,1000,30,42,linear_check,{},flat_decay,{'decay_rate': 0.1},flat_growth,{'growth_rate': 1},cosinus_influence,"{'amplitude': 0.1, 'elevation': 0.2}",random_starting_values,"{'low': 0, 'high': 1}"
First_Hypothesis_01988,972d0a8,1000,30,42,linear_check,{},flat_decay,{'decay_rate': 0.15},flat_growth,{'growth_rate': 1},cosinus_influence,"{'amplitude': 0.1, 'elevation': 0.2}",random_starting_values,"{'low': 0, 'high': 1}"
First_Hypothesis_01989,972d0a8,1000,30,42,linear_check,{},flat_decay,{'decay_rate': 0.2},flat_growth,{'growth_rate': 1},cosinus_influence,"{'amplitude': 0.1, 'elevation': 0.2}",random_starting_values,"{'low': 0, 'high': 1}"
First_Hypothesis_01990,972d0a8,1000,30,42,linear_check,{},flat_decay,{'decay_rate': 0.5},flat_growth,{'growth_rate': 1},cosinus_influence,"{'amplitude': 0.1, 'elevation': 0.2}",random_starting_values,"{'low': 0, 'high': 1}"
First_Hypothesis_01991,972d0a8,1000,30,42,linear_check,{},flat_decay,{'decay_rate': 1},flat_growth,{'growth_rate': 1},cosinus_influence,"{'amplitude': 0.1, 'elevation': 0.2}",random_starting_values,"{'low': 0, 'high': 1}"
First_Hypothesis_01992,972d0a8,1000,30,42,linear_check,{},flat_decay,{'decay_rate': 0.01},flat_growth,{'growth_rate': 1},cosinus_influence,"{'amplitude': 0.1, 'elevation': 0.3}",random_starting_values,"{'low': 0, 'high': 0.1}"
First_Hypothesis_01993,972d0a8,1000,30,42,linear_check,{},flat_decay,{'decay_rate': 0.02},flat_growth,{'growth_rate': 1},cosinus_influence,"{'amplitude': 0.1, 'elevation': 0.3}",random_starting_values,"{'low': 0, 'high': 0.1}"
First_Hypothesis_01994,972d0a8,1000,30,42,linear_check,{},flat_decay,{'decay_rate': 0.05},flat_growth,{'growth_rate': 1},cosinus_influence,"{'amplitude': 0.1, 'elevation': 0.3}",random_starting_values,"{'low': 0, 'high': 0.1}"
First_Hypothesis_01995,972d0a8,1000,30,42,linear_check,{},flat_decay,{'decay_rate': 0.1},flat_growth,{'growth_rate': 1},cosinus_influence,"{'amplitude': 0.1, 'elevation': 0.3}",random_starting_values,"{'low': 0, 'high': 0.1}"
First_Hypothesis_01996,972d0a8,1000,30,42,linear_check,{},flat_decay,{'decay_rate': 0.15},flat_growth,{'growth_rate': 1},cosinus_influence,"{'amplitude': 0.1, 'elevation': 0.3}",random_starting_values,"{'low': 0, 'high': 0.1}"
First_Hypothesis_01997,972d0a8,1000,30,42,linear_check,{},flat_decay,{'decay_rate': 0.2},flat_growth,{'growth_rate': 1},cosinus_influence,"{'amplitude': 0.1, 'elevation': 0.3}",random_starting_values,"{'low': 0, 'high': 0.1}"
First_Hypothesis_01998,972d0a8,1000,30,42,linear_check,{},flat_decay,{'decay_rate': 0.5},flat_growth,{'growth_rate': 1},cosinus_influence,"{'amplitude': 0.1, 'elevation': 0.3}",random_starting_values,"{'low': 0, 'high': 0.1}"
First_Hypothesis_01999,972d0a8,1000,30,42,linear_check,{},flat_decay,{'decay_rate': 1},flat_growth,{'growth_rate': 1},cosinus_influence,"{'amplitude': 0.1, 'elevation': 0.3}",random_starting_values,"{'low': 0, 'high': 0.1}"
First_Hypothesis_02000,972d0a8,1000,30,42,linear_check,{},flat_decay,{'decay_rate': 0.01},flat_growth,{'growth_rate': 1},cosinus_influence,"{'amplitude': 0.1, 'elevation': 0.3}",random_starting_values,"{'low': 0, 'high': 0.5}"
First_Hypothesis_02001,972d0a8,1000,30,42,linear_check,{},flat_decay,{'decay_rate': 0.02},flat_growth,{'growth_rate': 1},cosinus_influence,"{'amplitude': 0.1, 'elevation': 0.3}",random_starting_values,"{'low': 0, 'high': 0.5}"
First_Hypothesis_02002,972d0a8,1000,30,42,linear_check,{},flat_decay,{'decay_rate': 0.05},flat_growth,{'growth_rate': 1},cosinus_influence,"{'amplitude': 0.1, 'elevation': 0.3}",random_starting_values,"{'low': 0, 'high': 0.5}"
First_Hypothesis_02003,972d0a8,1000,30,42,linear_check,{},flat_decay,{'decay_rate': 0.1},flat_growth,{'growth_rate': 1},cosinus_influence,"{'amplitude': 0.1, 'elevation': 0.3}",random_starting_values,"{'low': 0, 'high': 0.5}"
First_Hypothesis_02004,972d0a8,1000,30,42,linear_check,{},flat_decay,{'decay_rate': 0.15},flat_growth,{'growth_rate': 1},cosinus_influence,"{'amplitude': 0.1, 'elevation': 0.3}",random_starting_values,"{'low': 0, 'high': 0.5}"
First_Hypothesis_02005,972d0a8,1000,30,42,linear_check,{},flat_decay,{'decay_rate': 0.2},flat_growth,{'growth_rate': 1},cosinus_influence,"{'amplitude': 0.1, 'elevation': 0.3}",random_starting_values,"{'low': 0, 'high': 0.5}"
First_Hypothesis_02006,972d0a8,1000,30,42,linear_check,{},flat_decay,{'decay_rate': 0.5},flat_growth,{'growth_rate': 1},cosinus_influence,"{'amplitude': 0.1, 'elevation': 0.3}",random_starting_values,"{'low': 0, 'high': 0.5}"
First_Hypothesis_02007,972d0a8,1000,30,42,linear_check,{},flat_decay,{'decay_rate': 1},flat_growth,{'growth_rate': 1},cosinus_influence,"{'amplitude': 0.1, 'elevation': 0.3}",random_starting_values,"{'low': 0, 'high': 0.5}"
First_Hypothesis_02008,972d0a8,1000,30,42,linear_check,{},flat_decay,{'decay_rate': 0.01},flat_growth,{'growth_rate': 1},cosinus_influence,"{'amplitude': 0.1, 'elevation': 0.3}",random_starting_values,"{'low': 0, 'high': 1}"
First_Hypothesis_02009,972d0a8,1000,30,42,linear_check,{},flat_decay,{'decay_rate': 0.02},flat_growth,{'growth_rate': 1},cosinus_influence,"{'amplitude': 0.1, 'elevation': 0.3}",random_starting_values,"{'low': 0, 'high': 1}"
First_Hypothesis_02010,972d0a8,1000,30,42,linear_check,{},flat_decay,{'decay_rate': 0.05},flat_growth,{'growth_rate': 1},cosinus_influence,"{'amplitude': 0.1, 'elevation': 0.3}",random_starting_values,"{'low': 0, 'high': 1}"
First_Hypothesis_02011,972d0a8,1000,30,42,linear_check,{},flat_decay,{'decay_rate': 0.1},flat_growth,{'growth_rate': 1},cosinus_influence,"{'amplitude': 0.1, 'elevation': 0.3}",random_starting_values,"{'low': 0, 'high': 1}"
First_Hypothesis_02012,972d0a8,1000,30,42,linear_check,{},flat_decay,{'decay_rate': 0.15},flat_growth,{'growth_rate': 1},cosinus_influence,"{'amplitude': 0.1, 'elevation': 0.3}",random_starting_values,"{'low': 0, 'high': 1}"
First_Hypothesis_02013,972d0a8,1000,30,42,linear_check,{},flat_decay,{'decay_rate': 0.2},flat_growth,{'growth_rate': 1},cosinus_influence,"{'amplitude': 0.1, 'elevation': 0.3}",random_starting_values,"{'low': 0, 'high': 1}"
First_Hypothesis_02014,972d0a8,1000,30,42,linear_check,{},flat_decay,{'decay_rate': 0.5},flat_growth,{'growth_rate': 1},cosinus_influence,"{'amplitude': 0.1, 'elevation': 0.3}",random_starting_values,"{'low': 0, 'high': 1}"
First_Hypothesis_02015,972d0a8,1000,30,42,linear_check,{},flat_decay,{'decay_rate': 1},flat_growth,{'growth_rate': 1},cosinus_influence,"{'amplitude': 0.1, 'elevation': 0.3}",random_starting_values,"{'low': 0, 'high': 1}"
First_Hypothesis_02016,972d0a8,1000,30,42,linear_check,{},flat_decay,{'decay_rate': 0.01},flat_growth,{'growth_rate': 1},cosinus_influence,"{'amplitude': 0.1, 'elevation': 0.4}",random_starting_values,"{'low': 0, 'high': 0.1}"
First_Hypothesis_02017,972d0a8,1000,30,42,linear_check,{},flat_decay,{'decay_rate': 0.02},flat_growth,{'growth_rate': 1},cosinus_influence,"{'amplitude': 0.1, 'elevation': 0.4}",random_starting_values,"{'low': 0, 'high': 0.1}"
First_Hypothesis_02018,972d0a8,1000,30,42,linear_check,{},flat_decay,{'decay_rate': 0.05},flat_growth,{'growth_rate': 1},cosinus_influence,"{'amplitude': 0.1, 'elevation': 0.4}",random_starting_values,"{'low': 0, 'high': 0.1}"
First_Hypothesis_02019,972d0a8,1000,30,42,linear_check,{},flat_decay,{'decay_rate': 0.1},flat_growth,{'growth_rate': 1},cosinus_influence,"{'amplitude': 0.1, 'elevation': 0.4}",random_starting_values,"{'low': 0, 'high': 0.1}"
First_Hypothesis_02020,972d0a8,1000,30,42,linear_check,{},flat_decay,{'decay_rate': 0.15},flat_growth,{'growth_rate': 1},cosinus_influence,"{'amplitude': 0.1, 'elevation': 0.4}",random_starting_values,"{'low': 0, 'high': 0.1}"
First_Hypothesis_02021,972d0a8,1000,30,42,linear_check,{},flat_decay,{'decay_rate': 0.2},flat_growth,{'growth_rate': 1},cosinus_influence,"{'amplitude': 0.1, 'elevation': 0.4}",random_starting_values,"{'low': 0, 'high': 0.1}"
First_Hypothesis_02022,972d0a8,1000,30,42,linear_check,{},flat_decay,{'decay_rate': 0.5},flat_growth,{'growth_rate': 1},cosinus_influence,"{'amplitude': 0.1, 'elevation': 0.4}",random_starting_values,"{'low': 0, 'high': 0.1}"
First_Hypothesis_02023,972d0a8,1000,30,42,linear_check,{},flat_decay,{'decay_rate': 1},flat_growth,{'growth_rate': 1},cosinus_influence,"{'amplitude': 0.1, 'elevation': 0.4}",random_starting_values,"{'low': 0, 'high': 0.1}"
First_Hypothesis_02024,972d0a8,1000,30,42,linear_check,{},flat_decay,{'decay_rate': 0.01},flat_growth,{'growth_rate': 1},cosinus_influence,"{'amplitude': 0.1, 'elevation': 0.4}",random_starting_values,"{'low': 0, 'high': 0.5}"
First_Hypothesis_02025,972d0a8,1000,30,42,linear_check,{},flat_decay,{'decay_rate': 0.02},flat_growth,{'growth_rate': 1},cosinus_influence,"{'amplitude': 0.1, 'elevation': 0.4}",random_starting_values,"{'low': 0, 'high': 0.5}"
First_Hypothesis_02026,972d0a8,1000,30,42,linear_check,{},flat_decay,{'decay_rate': 0.05},flat_growth,{'growth_rate': 1},cosinus_influence,"{'amplitude': 0.1, 'elevation': 0.4}",random_starting_values,"{'low': 0, 'high': 0.5}"
First_Hypothesis_02027,972d0a8,1000,30,42,linear_check,{},flat_decay,{'decay_rate': 0.1},flat_growth,{'growth_rate': 1},cosinus_influence,"{'amplitude': 0.1, 'elevation': 0.4}",random_starting_values,"{'low': 0, 'high': 0.5}"
First_Hypothesis_02028,972d0a8,1000,30,42,linear_check,{},flat_decay,{'decay_rate': 0.15},flat_growth,{'growth_rate': 1},cosinus_influence,"{'amplitude': 0.1, 'elevation': 0.4}",random_starting_values,"{'low': 0, 'high': 0.5}"
First_Hypothesis_02029,972d0a8,1000,30,42,linear_check,{},flat_decay,{'decay_rate': 0.2},flat_growth,{'growth_rate': 1},cosinus_influence,"{'amplitude': 0.1, 'elevation': 0.4}",random_starting_values,"{'low': 0, 'high': 0.5}"
First_Hypothesis_02030,972d0a8,1000,30,42,linear_check,{},flat_decay,{'decay_rate': 0.5},flat_growth,{'growth_rate': 1},cosinus_influence,"{'amplitude': 0.1, 'elevation': 0.4}",random_starting_values,"{'low': 0, 'high': 0.5}"
First_Hypothesis_02031,972d0a8,1000,30,42,linear_check,{},flat_decay,{'decay_rate': 1},flat_growth,{'growth_rate': 1},cosinus_influence,"{'amplitude': 0.1, 'elevation': 0.4}",random_starting_values,"{'low': 0, 'high': 0.5}"
