,motive_1,motive_2,motive_3,motive_4,motive_5,motive_6,motive_7,motive_8
motive_1,0.0,0.171,0.168,0.159,0.15,0.146,0.15,0.159
motive_2,0.171,0.0,0.171,0.162,0.154,0.15,0.154,0.162
motive_3,0.168,0.171,0.0,0.159,0.15,0.146,0.15,0.159
motive_4,0.159,0.162,0.159,0.0,0.141,0.138,0.141,0.15
motive_5,0.15,0.154,0.15,0.141,0.0,-0.2,0.132,0.141
motive_6,0.146,0.15,0.146,0.138,-0.2,0.0,0.129,0.138
motive_7,0.15,0.154,0.15,0.141,0.132,0.129,0.0,0.141
motive_8,0.159,0.162,0.159,0.15,0.141,0.138,0.141,0.0
