,motive_1,motive_2,motive_3,motive_4,motive_5,motive_6,motive_7,motive_8
motive_1,0.0,0.071,0.062,0.054,0.05,0.054,0.062,0.071
motive_2,0.071,0.0,0.059,0.05,0.046,0.05,0.059,0.068
motive_3,0.062,0.059,0.0,0.041,0.038,0.041,0.05,0.059
motive_4,0.054,0.05,0.041,0.0,0.029,0.032,0.041,0.05
motive_5,0.05,0.046,0.038,0.029,0.0,-0.2,0.038,0.046
motive_6,0.054,0.05,0.041,0.032,-0.2,0.0,0.041,0.05
motive_7,0.062,0.059,0.05,0.041,0.038,0.041,0.0,0.059
motive_8,0.071,0.068,0.059,0.05,0.046,0.05,0.059,0.0
